objectid,parentid,title,creator,date,archival date,description,site number,subject,location,latitude,longitude,source,identifier,type,format original,format,language,rights,rightsstatement,finding aid,display_template,filename,object_location,image_small,image_thumb
latahsites0073a,latahsites0073,Cornwall Mansion [01],"Nielsen, Cameron",2024,2024,,28,,,,,,cornwall-mansion,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,cornwall-mansion.jpg,https://objects.lib.uidaho.edu/latahsites/cornwall-mansion.jpg,https://objects.lib.uidaho.edu/latahsites/small/cornwall-mansion_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/cornwall-mansion_th.jpg
latahsites0073b,latahsites0073,Cornwall Mansion [02],,1889,1887-1890,,28,,,,,"Latah County Historical Society, Moscow, ID",01-05-001,Image;StillImage,sepia tint photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,01-05-001.jpg,https://objects.lib.uidaho.edu/latahsites/01-05-001.jpg,https://objects.lib.uidaho.edu/latahsites/small/01-05-001_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/01-05-001_th.jpg
latahsites0074,,Nu Art Theatre,2024,2024,,"Milburn Kenworthy developed numerous theaters in Moscow, and in 1935, he built the Nu Art. The Nu Art played a significant part in Moscow’s social life and recreation. The theater entertained residents and University of Idaho students with motion pictures during the Great Depression and the Second World War.",35,Theatre; buildings; architecture,"Moscow, Idaho",46.73062267,-117.0012442,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/nu-art-theatre_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/nu-art-theatre_th.jpg
latahsites0074a,latahsites0074,Nu Art Theatre [01],"Nielsen, Cameron",2024,2024,,35,,,,,,nu-art-theatre,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,nu-art-theatre.jpg,https://objects.lib.uidaho.edu/latahsites/nu-art-theatre.jpg,https://objects.lib.uidaho.edu/latahsites/small/nu-art-theatre_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/nu-art-theatre_th.jpg
latahsites0074b,latahsites0074,Nu Art Theatre [02],,1930,1930-1939,Sixth and Main Street in Moscow during the 1930s. Note the Nu Art Theatre sign.,35,,,,,"Latah County Historical Society, Moscow, ID",01-02-074,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,01-02-074.jpg,https://objects.lib.uidaho.edu/latahsites/01-02-074.jpg,https://objects.lib.uidaho.edu/latahsites/small/01-02-074_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/01-02-074_th.jpg
latahsites0075,,Appaloosa Museum and Heritage Center,,,,"A non-profit organization established in 1975 to collect, preserve, study, and exhibit objects that illustrate the history of the Appaloosa horse & its origin. Call 208-882-5578.",43,Museum; horses; buildings,"Moscow, Idaho",46.73312891,-117.0390969,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/appaloosa-museum_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/appaloosa-museum_th.jpg
latahsites0075a,latahsites0075,Appaloosa Museum and Heritage Center [01],"Nielsen, Cameron",2024,2024,,43,,,,,,appaloosa-museum.jpg,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,appaloosa-museum.jpg,https://objects.lib.uidaho.edu/latahsites/appaloosa-museum.jpg,https://objects.lib.uidaho.edu/latahsites/small/appaloosa-museum_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/appaloosa-museum_th.jpg
latahsites0075b,latahsites0075,Appaloosa Museum and Heritage Center [02],,1960,1960-1969,"Historic image of the Appaloose Horse Club, Inc.",43,,,,,"Latah County Historical Society, Moscow, ID",01-03-0346,Image;StillImage,sepia tint photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,01-03-346.jpg,https://objects.lib.uidaho.edu/latahsites/01-03-346.jpg,https://objects.lib.uidaho.edu/latahsites/small/01-03-346_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/01-03-346_th.jpg
latahsites0076,,Arthur Snow House,,,,This house is an excellent example of the Bungalow/Craftsman style of architecture in early- twentieth century domestic buildings.,74,Homes; Bungalow; craftsman,"Moscow, Idaho",46.6934507,-117.0108811,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/arthur-snow-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/arthur-snow-house_th.jpg
latahsites0076a,latahsites0076,Arthur Snow House [01],"Nielsen, Cameron",2024,2024,,74,,,,,,arthur-snow-house,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,arthur-snow-house.jpg,https://objects.lib.uidaho.edu/latahsites/arthur-snow-house.jpg,https://objects.lib.uidaho.edu/latahsites/small/arthur-snow-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/arthur-snow-house_th.jpg
latahsites0076b,latahsites0076,Arthur Snow House [02],"Julin, Suzanne",2008-05-27,27 May 2008,,74,,,,,"National Register of Historic Places, National Park Service, United States Department of the Interior",arthur-snow,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,arthur-snow-house.jpg,https://objects.lib.uidaho.edu/latahsites/arthur-snow-house.jpg,https://objects.lib.uidaho.edu/latahsites/small/arthur-snow-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/arthur-snow-house_th.jpg
latahsites0077,,Bethany Memorial Chapel,,,,"This church was established in 1905 by Norwegian Lutherans. It boasts carved pews, altar railing, and a pulpit. It was built by the community with construction beginning in July 1902.",73,Church; lutheran; historic buildings,"Kendrick, Idaho",46.6643183,-116.62381,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/bethany-memorial-chapel-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/bethany-memorial-chapel-2_th.jpg
latahsites0077a,latahsites0077,Bethany Memorial Chapel [01],"Nielsen, Cameron",2024,2024,,73,,,,,,bethany-memorial-chapel-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,bethany-memorial-chapel-2.jpg,https://objects.lib.uidaho.edu/latahsites/bethany-memorial-chapel-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/bethany-memorial-chapel-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/bethany-memorial-chapel-2_th.jpg
latahsites0077b,latahsites0077,Bethany Memorial Chapel [02],"Nielsen, Cameron",2024,2024,,73,,,,,,bethany-memorial-chapel,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,bethany-memorial-chapel.jpg,https://objects.lib.uidaho.edu/latahsites/bethany-memorial-chapel.jpg,https://objects.lib.uidaho.edu/latahsites/small/bethany-memorial-chapel_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/bethany-memorial-chapel_th.jpg
latahsites0077c,latahsites0077,Bethany Memorial Chapel [03],,1905,1903-1907,"Large group of people posed in front of the Bethany Memorial Chapel, circa 1905.",73,,,,,"Latah County Historical Society, Moscow, ID",10-06-004,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,10-6-004.jpg,https://objects.lib.uidaho.edu/latahsites/10-6-004.jpg,https://objects.lib.uidaho.edu/latahsites/small/10-6-004_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/10-6-004_th.jpg
latahsites0078,,Elwood School,,,,"Elwood School was established in 1896. A typical one-room school, it is complete with its bell tower and bell as well as a functioning outhouse. For a tour call 208-877-1185.",71,School; bell tower; historic buildings,"Deary, Idaho",46.70390666,-116.5409493,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/elwood-school-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/elwood-school-2_th.jpg
latahsites0078a,latahsites0078,Elwood School [01],"Nielsen, Cameron",2024,2024,,71,,,,,,elwood-school-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,elwood-school-2.jpg,https://objects.lib.uidaho.edu/latahsites/elwood-school-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/elwood-school-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/elwood-school-2_th.jpg
latahsites0078b,latahsites0078,Elwood School [02],"Nielsen, Cameron",2024,2024,,71,,,,,,elwood-school-3,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,elwood-school-3.jpg,https://objects.lib.uidaho.edu/latahsites/elwood-school-3.jpg,https://objects.lib.uidaho.edu/latahsites/small/elwood-school-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/elwood-school-3_th.jpg
latahsites0078c,latahsites0078,Elwood School [03],"Nielsen, Cameron",2024,2024,,71,,,,,,elwood-school,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,elwood-school.jpg,https://objects.lib.uidaho.edu/latahsites/elwood-school.jpg,https://objects.lib.uidaho.edu/latahsites/small/elwood-school_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/elwood-school_th.jpg
latahsites0079,,Fort Russell Historic District,,,,"This neighborhood contains a variety of Queen Anne, bungalow, Greek Revival, Victorian, and other vernacular styles reflecting the prosperity of Moscow merchants. Bounded roughly by Washington, Hayes, Third, and D Streets, the district contains 240 buildings.",39,Homes; victorian; bungalow; greek revival,"Moscow, Idaho",46.73479034,-116.9957472,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/fort-russell-historic-district-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/fort-russell-historic-district-2_th.jpg
latahsites0079a,latahsites0079,Fort Russell Historic District [01],"Nielsen, Cameron",2024,2024,,39,,,,,,fort-russell-historic-district-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,fort-russell-historic-district-2.jpg,https://objects.lib.uidaho.edu/latahsites/fort-russell-historic-district-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/fort-russell-historic-district-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/fort-russell-historic-district-2_th.jpg
latahsites0079b,latahsites0079,Fort Russell Historic District [02],"Nielsen, Cameron",2024,2024,,39,,,,,,fort-russell-historic-district-3,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,fort-russell-historic-district-3.jpg,https://objects.lib.uidaho.edu/latahsites/fort-russell-historic-district-3.jpg,https://objects.lib.uidaho.edu/latahsites/small/fort-russell-historic-district-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/fort-russell-historic-district-3_th.jpg
latahsites0079c,latahsites0079,Fort Russell Historic District [03],"Nielsen, Cameron",2024,2024,,39,,,,,,fort-russell-historic-district-4,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,fort-russell-historic-district-4.jpg,https://objects.lib.uidaho.edu/latahsites/fort-russell-historic-district-4.jpg,https://objects.lib.uidaho.edu/latahsites/small/fort-russell-historic-district-4_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/fort-russell-historic-district-4_th.jpg
latahsites0079d,latahsites0079,Fort Russell Historic District [04],"Nielsen, Cameron",2024,2024,,39,,,,,,fort-russell-historic-district-5,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,fort-russell-historic-district-5.jpg,https://objects.lib.uidaho.edu/latahsites/fort-russell-historic-district-5.jpg,https://objects.lib.uidaho.edu/latahsites/small/fort-russell-historic-district-5_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/fort-russell-historic-district-5_th.jpg
latahsites0079e,latahsites0079,Fort Russell Historic District [05],"Nielsen, Cameron",2024,2024,,39,,,,,,fort-russell-historic-district,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,fort-russell-historic-district.jpg,https://objects.lib.uidaho.edu/latahsites/fort-russell-historic-district.jpg,https://objects.lib.uidaho.edu/latahsites/small/fort-russell-historic-district_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/fort-russell-historic-district_th.jpg
latahsites0079f,latahsites0079,Fort Russell Historic District [06],,1940,1940-1949,Aerial image of the Fort Russell Historic District during the 1940s.,39,,,,,"Latah County Historical Society, Moscow, ID",01-04-004,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,01-04-004.jpg,https://objects.lib.uidaho.edu/latahsites/01-04-004.jpg,https://objects.lib.uidaho.edu/latahsites/small/01-04-004_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/01-04-004_th.jpg
latahsites0080,,Idler's Rest Nature Preserve,,,,"A haven for nature lovers, this site has been used for recreation since the 1900s. Generations of scout troops, families, nature lovers, and students come together here to nurture this special place.",75,Hiking; nature; outdoor recreation,"Moscow, Idaho",46.80079546,-116.9533923,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/idlers-rest-nature-preserve_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/idlers-rest-nature-preserve_th.jpg
latahsites0080a,latahsites0080,Idler's Rest Nature Preserve [01],"Nielsen, Cameron",2024,2024,,75,,,,,,idlers-rest-nature-preserve,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,idlers-rest-nature-preserve.jpg,https://objects.lib.uidaho.edu/latahsites/idlers-rest-nature-preserve.jpg,https://objects.lib.uidaho.edu/latahsites/small/idlers-rest-nature-preserve_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/idlers-rest-nature-preserve_th.jpg
latahsites0080b,latahsites0080,Idler's Rest Nature Preserve [02],"Nielsen, Cameron",2024,2024,,75,,,,,,idlers-rest-nature-preserve-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,idlers-rest-nature-preserve-2.jpg,https://objects.lib.uidaho.edu/latahsites/idlers-rest-nature-preserve-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/idlers-rest-nature-preserve-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/idlers-rest-nature-preserve-2_th.jpg
latahsites0080c,latahsites0080,Idler's Rest Nature Preserve [03],,1986,1986,Three unidentified people sitting on a bridge at Idler's Rest Nature Preserve. This was before the cabin was torn down.,75,,,,,"Latah County Historical Society, Moscow, ID",25-08-037,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,25-08-037.jpg,https://objects.lib.uidaho.edu/latahsites/25-08-037.jpg,https://objects.lib.uidaho.edu/latahsites/small/25-08-037_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/25-08-037_th.jpg
latahsites0081,,Mountain Home Grange,,,,"Formed by 40 members in 1931. They logged the timber and sawed the lumber to build the structure. Vacant for many years, it has been restored in 2021 and brought back to life. The perfect example of a functioning Grange.",82A,Grange; historic buildings; architecture,"Potlatch, Idaho",47.00713021,-116.9390059,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/mountain-home-grange_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mountain-home-grange_th.jpg
latahsites0081a,latahsites0081,Mountain Home Grange [01],"Nielsen, Cameron",2024,2024,,82A,,,,,,mountain-home-grange,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,mountain-home-grange.jpg,https://objects.lib.uidaho.edu/latahsites/mountain-home-grange.jpg,https://objects.lib.uidaho.edu/latahsites/small/mountain-home-grange_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mountain-home-grange_th.jpg
latahsites0081b,latahsites0081,Mountain Home Grange [02],,1936,1936,,82A,,,,,"Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-28b,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,mountain-home-grange-002.jpg,https://objects.lib.uidaho.edu/latahsites/mountain-home-grange-002.jpg,https://objects.lib.uidaho.edu/latahsites/small/mountain-home-grange-002_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mountain-home-grange-002_th.jpg
latahsites0082,,Viola Community Center,,,,"This community center provides an environmentally sound facility for arts, education, recreation, celebration, and locally-based human services in order to increase opportunity for personal and collective growth in our community. One room in the center is dedicated to and used by the Viola Community Quilters established in 1924. Please call 208-892- 4288 with any questions.",70,community center; recreation; buildings,"Viola, Idaho",46.83399541,-117.028705,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/viola-community-center_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/viola-community-center_th.jpg
latahsites0082a,latahsites0082,Viola Community Center [01],"Nielsen, Cameron",2024,2024,,70,,,,,,viola-community-center,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,viola-community-center.jpg,https://objects.lib.uidaho.edu/latahsites/viola-community-center.jpg,https://objects.lib.uidaho.edu/latahsites/small/viola-community-center_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/viola-community-center_th.jpg
latahsites0083,,Mix Farm,,,,,87,farm; farming; agriculture,"Moscow, Idaho",46.74543526,-117.0077528,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/90-6-023_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-6-023_th.jpg
latahsites0083a,latahsites0083,Mix Farm [01],,1893,1893,Horsepower threshing on the Mix Farm. ,87,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-6-023,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,90-6-023.jpg,https://objects.lib.uidaho.edu/latahsites/90-6-023.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-6-023_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-6-023_th.jpg
latahsites0084,,Zeitler/Clyde Farm,,,,,88,farm; farming; agriculture,"Moscow, Idaho",46.69706002,-117.007912,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/01-12-027_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/01-12-027_th.jpg
latahsites0084a,latahsites0084,Zeitler/Clyde Farm [01],,1993,1993,Exterior view of the farmhouse on the Zeitler/Clyde Farm.,88,,,,,"Latah County Historical Society, Moscow, ID",01-12-027,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,01-12-027.jpg,https://objects.lib.uidaho.edu/latahsites/01-12-027.jpg,https://objects.lib.uidaho.edu/latahsites/small/01-12-027_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/01-12-027_th.jpg
latahsites0084b,latahsites0084,Zeitler/Clyde Farm [02],,,,Contemporary image of the exterior of the Zeitler house.,88,,,,,"National Register of Historic Places, National Park Service, United States Department of the Interior",zeitler-house,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,zeitler-house.jpg,https://objects.lib.uidaho.edu/latahsites/zeitler-house.jpg,https://objects.lib.uidaho.edu/latahsites/small/zeitler-house_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/zeitler-house_th.jpg
latahsites0085,,Ingle Farm,,,,,90,farm; farming; agriculture,"Kendrick, Idaho",46.69016621,-116.6127128,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/10-5-007_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/10-5-007_th.jpg
