objectid,parentid,title,creator,location,latitude,longitude,date,description,subject,source,transcriber,type,format,language,identifier,rights,rightsstatement,display_template,filename,object_transcript,image_small,image_thumb,object_location,image_alt_text
sakaino429,sakaino426,"February 16, 1943 entry, page 3",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-241.jpg,/objects/mg387_1_7-241a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-241_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-241_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-241.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino430,,"February 19, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-19,"February 19, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1943-02-19,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-19.pdf,/objects/1943-02-19.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-19_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-19_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-19.pdf,
sakaino431,sakaino430,"February 19, 1943 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-241.jpg,/objects/mg387_1_7-241b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-241_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-241_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-241.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino432,sakaino430,"February 19, 1943 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-242,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-242.jpg,/objects/mg387_1_7-242.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-242_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-242_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-242.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino433,sakaino430,"February 19, 1943 entry, page 3",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-243,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-243.jpg,/objects/mg387_1_7-243.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-243_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-243_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-243.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino434,sakaino430,"February 19, 1943 entry, page 4",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-244,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-244.jpg,/objects/mg387_1_7-244a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-244_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-244_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-244.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino435,,"February 20, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-20,"February 20, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1943-02-20,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-20.pdf,/objects/1943-02-20.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-20_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-20_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-20.pdf,
sakaino436,sakaino435,"February 20, 1943 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-244,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-244.jpg,/objects/mg387_1_7-244b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-244_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-244_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-244.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino437,,"February 21, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-20,"February 21, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1943-02-21,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-21.pdf,/objects/1943-02-21.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-21_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-21_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-21.pdf,
sakaino438,sakaino437,"February 21, 1943 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-245,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-245.jpg,/objects/mg387_1_7-245.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-245_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-245_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-245.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino439,sakaino437,"February 21, 1943 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-246,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-246.jpg,/objects/mg387_1_7-246a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-246_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-246_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-246.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino440,,"February 22, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-22,"February 22, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1943-02-22,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-22.pdf,/objects/1943-02-22.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-22_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-22_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-22.pdf,
sakaino441,sakaino440,"February 22, 1943 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-246,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-246.jpg,/objects/mg387_1_7-246b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-246_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-246_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-246.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino442,sakaino440,"February 22, 1943 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-247,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-247.jpg,/objects/mg387_1_7-247a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-247_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-247_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-247.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino443,,"February 23, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-23,"February 23, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1943-02-23,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-23.pdf,/objects/1943-02-23.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-23_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-23_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-23.pdf,
sakaino444,sakaino443,"February 23, 1943 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-247,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-247.jpg,/objects/mg387_1_7-247b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-247_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-247_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-247.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino445,sakaino443,"February 23, 1943 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-248,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-248.jpg,/objects/mg387_1_7-248.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-248_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-248_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-248.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino446,sakaino443,"February 23, 1943 entry, page 3",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-249,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-249.jpg,/objects/mg387_1_7-249a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-249_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-249_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-249.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino447,,"February 24, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-24,"February 24, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1943-02-24,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-24.pdf,/objects/1943-02-24.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-24_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-24_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-24.pdf,
sakaino448,sakaino447,"February 24, 1943 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-249,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-249.jpg,/objects/mg387_1_7-249b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-249_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-249_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-249.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino449,sakaino447,"February 24, 1943 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-250,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-250.jpg,/objects/mg387_1_7-250a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-250_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-250_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-250.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino450,,"February 26, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-26,"February 26, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1943-02-26,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-26.pdf,/objects/1943-02-26.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-26_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-26_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-26.pdf,
sakaino451,sakaino450,"February 26, 1943 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-250,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-250.jpg,/objects/mg387_1_7-250b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-250_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-250_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-250.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino452,sakaino450,"February 26, 1943 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-251,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-251.jpg,/objects/mg387_1_7-251.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-251_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-251_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-251.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino453,sakaino450,"February 26, 1943 entry, page 3",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-252,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-252.jpg,/objects/mg387_1_7-252a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-252_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-252_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-252.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino454,,"February 27, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-27,"February 27, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1943-02-27,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-27.pdf,/objects/1943-02-27.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-27_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-27_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-27.pdf,
sakaino455,sakaino454,"February 27, 1943 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-252,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-252.jpg,/objects/mg387_1_7-252b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-252_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-252_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-252.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino456,sakaino454,"February 27, 1943 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-253,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-253.jpg,/objects/mg387_1_7-253a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-253_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-253_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-253.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino457,,"February 28, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-28,"February 28, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1943-02-28,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-28.pdf,/objects/1943-02-28.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-28_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-28_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-28.pdf,
sakaino458,sakaino457,"February 28, 1943 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-253,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-253.jpg,/objects/mg387_1_7-253a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-253_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-253_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-253.jpg,Lined notebook paper with handwritten Japanese text in ink
