objectid,filename,identifier,box number,title,creator,description,date,archivaldate,date is approximate,subject,sensitive,location,idaho_county,latitude,longitude,source,type,format original,digital collection,findingaid,contributing institution,language,rights,rightsstatement,format,display_template,object_location,image_small,image_thumb,relation,notes
tabor2276,pg83-b03-f23-022_007.jpg,pg83-b03-f23-022_007,3,Mining truck [03],,"A truck used by Coeur d'Alene Mining Company. The truck appears to also serve as mining machinery, and it is parked outside in the snow.",,undated,,trucks (automobiles); mines (extracting complexes); snow (precipitation),,"Wallace, Idaho",Shoshone County,47.48047526,-115.9336813,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-022_007.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-022_007_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-022_007_th.jpg,,
tabor2277,pg83-b03-f23-022_008.jpg,pg83-b03-f23-022_008,3,Mining equipment [05],,"Mining equipment used by Coeur d'Alene Mining Company. The photo is of the side of a machine, revealing the logo to read, ""Coeur d'Alene; Wallace, Idaho.""",,undated,,mines (extracting complexes); machinery,,"Wallace, Idaho",Shoshone County,47.48047526,-115.9336813,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-022_008.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-022_008_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-022_008_th.jpg,,
tabor2278,pg83-b03-f23-022_009.jpg,pg83-b03-f23-022_009,3,Mining equipment [06],,"Mining equipment used by Coeur d'Alene Mining Company. The machine appears to be attached to a train car, seeing as how snow covered train tracks are nearby.",,undated,,mines (extracting complexes); trains (vehicle groupings); machinery; railroads (infrastructure); snow (precipitation),,"Wallace, Idaho",Shoshone County,47.48047526,-115.9336813,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-022_009.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-022_009_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-022_009_th.jpg,,
tabor2279,pg83-b03-f23-022_010.jpg,pg83-b03-f23-022_010,3,Mining truck [04],,"A truck used by Coeur d'Alene Mining Company. The truck appears to also serve as mining machinery, and it is parked outside in the snow.",,undated,,trucks (automobiles); mines (extracting complexes); snow (precipitation),,"Wallace, Idaho",Shoshone County,47.48047526,-115.9336813,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-022_010.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-022_010_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-022_010_th.jpg,,
tabor2280,pg83-b03-f23-022_011.jpg,pg83-b03-f23-022_011,3,Mining truck [05],,"Atruck used by Coeur d'Alene Mining Company. The truck appears to also serve as mining machinery, and it is parked outside in the snow.",,undated,,trucks (automobiles); mines (extracting complexes); snow (precipitation),,"Wallace, Idaho",Shoshone County,47.48047526,-115.9336813,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-022_011.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-022_011_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-022_011_th.jpg,,
tabor2281,pg83-b03-f23-024_001.jpg,pg83-b03-f23-024_001,3,Bunker Hill Mill,,"Image of a photo of ""B. H. & S. Mining Co. Mills, Kellogg, Ida,"" as written on the photo. The photo overlooks the Bunker Hill Mill, which is pretty grainy, but the milling complex is mostly visible.",,undated,,mills (buildings); buildings (structures),,"Kellogg, Idaho",Shoshone County,47.54221796,-116.1622559,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-024_001.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-024_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-024_001_th.jpg,,
tabor2282,pg83-b03-f23-025_001.jpg,pg83-b03-f23-025_001,3,Greenough Operation at Lucky Friday Mine [01],,Image of the dirt and rock ground at the Greenough Operation at Lucky Friday Mine.,,undated,,earth (soil); rock (inorganic material),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_001.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_001_th.jpg,,
tabor2283,pg83-b03-f23-025_002.jpg,pg83-b03-f23-025_002,3,Men moving machinery through wooded area for the Lucky Friday Mine Greenough Operation [01],,A couple men moving a piece of machinery through a heavily wooded area. They appear to be stuck due to a tree stump that is on the path.,,undated,,anonymous people; men; trees; machinery,,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_002.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_002_th.jpg,,
tabor2284,pg83-b03-f23-025_003.jpg,pg83-b03-f23-025_003,3,Greenough Operation at Lucky Friday Mine [02],,Image of the dirt and rock ground at the Greenough Operation at Lucky Friday Mine.,,undated,,earth (soil); rock (inorganic material),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_003.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_003_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_003_th.jpg,,
tabor2285,pg83-b03-f23-025_004.jpg,pg83-b03-f23-025_004,3,Men operating Machinery at Lucky Friday Mine for the Greenough Operation [01],,Group of men operating a piece of machinery in a heavily wooded area. They are all standing near the machine and appear to be planning on how to move it.,,undated,,anonymous people; men; trees; machinery,,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_004.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_004_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_004_th.jpg,,
tabor2286,pg83-b03-f23-025_005.jpg,pg83-b03-f23-025_005,3,Men operating Machinery at Lucky Friday Mine for the Greenough Operation [02],,Group of men operating a piece of machinery in a heavily wooded area. They are all standing near the machine and appear to be planning on how to move it.,,undated,,anonymous people; men; trees; machinery,,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_005.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_005_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_005_th.jpg,,
tabor2287,pg83-b03-f23-025_006.jpg,pg83-b03-f23-025_006,3,Greenough Operation at Lucky Friday Mine [03],,Image of the dirt and rock ground at the Greenough Operation at Lucky Friday Mine.,,undated,,earth (soil); rock (inorganic material),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_006.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_006_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_006_th.jpg,,
tabor2288,pg83-b03-f23-025_007.jpg,pg83-b03-f23-025_007,3,Men moving machinery through wooded area for the Lucky Friday Mine Greenough Operation [02],,A couple men moving a piece of machinery through a heavily wooded area. They appear to be stuck due to a tree stump that is on the path.,,undated,,anonymous people; men; trees; machinery,,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_007.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_007_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_007_th.jpg,,
tabor2289,pg83-b03-f23-025_008.jpg,pg83-b03-f23-025_008,3,Men moving machinery through wooded area for the Lucky Friday Mine Greenough Operation [03],,A couple men moving a piece of machinery through a heavily wooded area.,,undated,,anonymous people; men; trees; machinery,,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_008.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_008_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_008_th.jpg,,
tabor2290,pg83-b03-f23-025_009.jpg,pg83-b03-f23-025_009,3,Greenough Operation at Lucky Friday Mine [04],,A piece of machinery moving through the dirt of the Greenough Operation at Lucky Friday Mine.,,undated,,machinery; trees; earth (soil),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_009.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_009_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_009_th.jpg,,
tabor2291,pg83-b03-f23-025_010.jpg,pg83-b03-f23-025_010,3,Greenough Operation at Lucky Friday Mine [05],,A piece of machinery moving through the dirt of the Greenough Operation at Lucky Friday Mine.,,undated,,machinery; trees; earth (soil),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_010.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_010_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_010_th.jpg,,
tabor2292,pg83-b03-f23-025_011.jpg,pg83-b03-f23-025_011,3,Greenough Operation at Lucky Friday Mine [06],,Three small buildings at the Greenough Operation at Lucky Friday Mine.,,undated,,buildings (structures),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_011.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_011_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_011_th.jpg,,
tabor2293,pg83-b03-f23-025_012.jpg,pg83-b03-f23-025_012,3,Greenough Operation at Lucky Friday Mine [07],,A piece of machinery moving through the dirt of the Greenough Operation at Lucky Friday Mine.,,undated,,machinery; trees; earth (soil),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_012.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_012_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_012_th.jpg,,
tabor2294,pg83-b03-f23-025_013.jpg,pg83-b03-f23-025_013,3,Greenough Operation at Lucky Friday Mine [08],,Image of the dirt and rock ground at the Greenough Operation at Lucky Friday Mine.,,undated,,earth (soil); rock (inorganic material),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_013.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_013_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_013_th.jpg,,
tabor2295,pg83-b03-f23-025_014.jpg,pg83-b03-f23-025_014,3,Greenough Operation at Lucky Friday Mine [09],,A piece of machinery moving through the dirt of the Greenough Operation at Lucky Friday Mine.,,undated,,machinery; trees; earth (soil),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_014.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_014_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_014_th.jpg,,
tabor2296,pg83-b03-f23-025_015.jpg,pg83-b03-f23-025_015,3,Greenough Operation at Lucky Friday Mine [10],,Image of the dirt and rock ground at the Greenough Operation at Lucky Friday Mine.,,undated,,earth (soil); rock (inorganic material),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_015.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_015_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_015_th.jpg,,
tabor2297,pg83-b03-f23-025_016.jpg,pg83-b03-f23-025_016,3,Greenough Operation at Lucky Friday Mine [11],,Image of the dirt and rock ground at the Greenough Operation at Lucky Friday Mine.,,undated,,earth (soil); rock (inorganic material),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_016.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_016_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_016_th.jpg,,
tabor2298,pg83-b03-f23-025_017.jpg,pg83-b03-f23-025_017,3,Greenough Operation at Lucky Friday Mine [12],,A piece of machinery moving through the dirt of the Greenough Operation at Lucky Friday Mine.,,undated,,machinery; trees; earth (soil),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_017.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_017_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_017_th.jpg,,
tabor2299,pg83-b03-f23-025_018.jpg,pg83-b03-f23-025_018,3,Greenough Operation at Lucky Friday Mine [13],,Image of the dirt and rock ground at the Greenough Operation at Lucky Friday Mine.,,undated,,earth (soil); rock (inorganic material),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_018.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_018_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_018_th.jpg,,
tabor2300,pg83-b03-f23-025_019.jpg,pg83-b03-f23-025_019,3,Greenough Operation at Lucky Friday Mine [14],,A piece of machinery moving through the dirt of the Greenough Operation at Lucky Friday Mine. There are two men standing off to the side.,,undated,,anonymous people; men; machinery; trees; earth (soil),,"Mullan, Idaho",Shoshone County,47.47081765,-115.7801347,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b03-f23-025_019.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b03-f23-025_019_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b03-f23-025_019_th.jpg,,
