title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),idaho_county,region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,cdm_url,cdmid,objectid,display_template,filename2,object_location,image_small,image_thumb,errors
"Arrowroot, 1952",View of Arrowroot,"Laughlin, Kyle (1905-1984)",1952,,Maranta arundinacea,flowers (plants),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Wildflowers--Idaho;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-269, Slide 99-H-014-011",99-H-014-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Kevin Dobbins,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,,,669842296,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1205,1205,spec_kl1205,image,spec_kl1205.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1205.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1205_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1205_th.jpg,
"Asotin Creek (Wash.), 1944 [1]","Aerial view of Asotin Creek; Camera settings: 1/125, F:8, G filter","Laughlin, Kyle (1905-1984)",1944-08-27,,,aerial photography; canyons,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Aerial photography -- Washington (State); Rivers -- Washington (State);",,"Asotin County, Washington",United States--Washington--Asotin County,,Asotin,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet G-001, Slide 99-G-001-007",99-G-001-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.244863,-117.312698,669842197,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/663,663,spec_kl663,image,spec_kl663.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl663.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl663_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl663_th.jpg,
"Asotin Creek (Wash.), 1944 [2]","Aerial view near Asotin Creek; Camera settings: 1/125, F:8, G filter","Laughlin, Kyle (1905-1984)",1944-08-27,,,aerial photography; canyons,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Aerial photography -- Washington (State); Rivers -- Washington (State);",,"Asotin County, Washington",United States--Washington--Asotin County,,Asotin,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet G-001, Slide 99-G-001-008",99-G-001-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.244863,-117.312698,669842230,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/664,664,spec_kl664,image,spec_kl664.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl664.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl664_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl664_th.jpg,
Aspen trees in the fall [1],Image shows aspen trees in an unknown location.,"Laughlin, Kyle (1905-1984)",1960,y,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 852, Negative 99-852-002",99-852-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842663,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1366,1366,spec_kl1366,image,spec_kl1366.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1366.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1366_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1366_th.jpg,
Aspen trees in the fall [2],Image shows aspen trees in an unknown location.,"Laughlin, Kyle (1905-1984)",1960,y,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 852, Negative 99-852-003",99-852-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842980,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1367,1367,spec_kl1367,image,spec_kl1367.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1367.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1367_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1367_th.jpg,
Aspen trees in the fall [3],Color image of aspen trees in the fall in an unknown location.,"Laughlin, Kyle (1905-1984)",1960,y,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 865, Negative 99-865-003",99-865-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 color film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842594,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1404,1404,spec_kl1404,image,spec_kl1404.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1404.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1404_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1404_th.jpg,
Aspen trees in the fall [4],Color image of aspen trees in the fall in an unknown location.,"Laughlin, Kyle (1905-1984)",1960,y,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 865, Negative 99-865-004",99-865-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 color film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842304,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1405,1405,spec_kl1405,image,spec_kl1405.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1405.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1405_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1405_th.jpg,
"Bannack (Mont.), Cemetery, 1959 [1]","Cemetery at Bannack, Montana","Laughlin, Kyle (1905-1984)",1959-08-04,,,cemeteries,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Cemeteries -- Montana; Sepulchral monuments;",Tombs & sepulchral monuments;,"Beaverhead County, Montana",United States--Montana--Beaverhead County,,Mill Point,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-005",99-C-257-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,45.163029,-112.997131,669842987,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1013,1013,spec_kl1013,image,spec_kl1013.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1013.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1013_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1013_th.jpg,
"Bannack (Mont.), Cemetery, 1959 [2]","Cemetery at Bannack, Montana","Laughlin, Kyle (1905-1984)",1959-08-04,,,cemeteries,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Cemeteries -- Montana; Sepulchral monuments;",Tombs & sepulchral monuments;,"Beaverhead County, Montana",United States--Montana--Beaverhead County,,Mill Point,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-006",99-C-257-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,45.163029,-112.997131,669842973,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1014,1014,spec_kl1014,image,spec_kl1014.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1014.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1014_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1014_th.jpg,
"Bannack (Mont.), Log buildings, 1959","Old log building in Bannack, Montana","Laughlin, Kyle (1905-1984)",1959-08-04,,,buildings (structures),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Buildings -- Montana; Bannack (Mont);",,"Beaverhead County, Montana",United States--Montana--Beaverhead County,,Mill Point,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-007",99-C-257-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,45.163029,-112.997131,669840470,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1015,1015,spec_kl1015,image,spec_kl1015.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1015.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1015_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1015_th.jpg,
"Bannack Pass (Mont.), 1959",Looking into Montana from Bannack Pass. Mountains are seen in the distance.,"Laughlin, Kyle (1905-1984)",1959-08-04,,,mountain passes,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Mountains -- Montana;",Passes (Landforms);,"Beaverhead County, Montana",United States--Montana--Beaverhead County,,Mill Point,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-008",99-C-257-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,45.163029,-112.997131,669843019,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1016,1016,spec_kl1016,image,spec_kl1016.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1016.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1016_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1016_th.jpg,
"Beaverhead Mountains (Idaho), 1959 [1]",Beaverhead Mountains from the upper end of the Big Hole Basin,"Laughlin, Kyle (1905-1984)",1959,,,mountains,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Mountains -- Idaho; Mountains -- Montana; Beaverhead Mountains (Idaho and Mont);",,"Lemhi County, Idaho",United States--Idaho--Lemhi County,Lemhi County,Scott Peak,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-003",99-C-257-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,44.348142,-112.839203,669842475,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1011,1011,spec_kl1011,image,spec_kl1011.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1011.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1011_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1011_th.jpg,
"Beaverhead Mountains (Idaho), 1959 [2]",Beaverhead Mountains from the upper end of the Big Hole Basin,"Laughlin, Kyle (1905-1984)",1959,,,mountains,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Mountains -- Idaho; Mountains -- Montana; Beaverhead Mountains (Idaho and Mont);",,"Lemhi County, Idaho",United States--Idaho--Lemhi County,Lemhi County,Scott Peak,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-004",99-C-257-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,44.348142,-112.839203,669842247,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1012,1012,spec_kl1012,image,spec_kl1012.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1012.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1012_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1012_th.jpg,
Beezie [1],Beezie,"Laughlin, Kyle (1905-1984)",1946,,,groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Children--Idaho;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 825, Negative 99-825-003",99-825-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669840538,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1311,1311,spec_kl1311,image,spec_kl1311.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1311.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1311_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1311_th.jpg,
Beezie [2],Beezie,"Laughlin, Kyle (1905-1984)",1946,,,groups of people; highchairs,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Children--Idaho;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 827, Negative 99-827-002",99-827-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669843025,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1316,1316,spec_kl1316,image,spec_kl1316.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1316.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1316_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1316_th.jpg,
Beezie [3],"Image shows Beezie, as a child, sitting on the grass.","Laughlin, Kyle (1905-1984)",1946,y,,groups of people,"Idaho -- Social life and customs -- Pictorial works; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Children--Idaho;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,Moscow East,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 828, Negative 99-828-003",99-828-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669843057,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1318,1318,spec_kl1318,image,spec_kl1318.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1318.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1318_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1318_th.jpg,
"Bertha, 1939",Picture of Bertha,"Laughlin, Kyle (1905-1984)",1939,,,groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 804, Negative 99-804-002",99-804-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669842523,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1272,1272,spec_kl1272,image,spec_kl1272.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1272.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1272_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1272_th.jpg,
