objectid,parentid,display_template,title,presenter,event,date,description,bio,media_type,item_number,event_type,creator,publisher_digital,source,identifier,format_original,format,type,rights,rightsstatement,subject,language,youtubeid,filename,object_location,image_small,image_thumb
turning358,buckvich,image,"Dan Bukvich with Navin Chettri and the Jazz Choir I, Musical Performance - Turning of the Wheel, Photograph  20",Dan Bukvich with Navin Chettri and the Jazz Choir I,The Village Sings and Drums and Dances,2011-09-21,"Photograph  20 of Dan Bukvich with Navin Chettri and the Jazz Choir I's Musical Performance 'The Village Sings and Drums and Dances, an evening of engaged voices and rhythms.' Dan Bukvich is Professor of Music. Navin Chettri is Bukvich's student. Pictured: Dan Bukvich and Jazz Choir I, University of Idaho Prichard Gallery.",,Photograph,20,Musical Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",bukvich_20,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning358.jpg,https://objects.lib.uidaho.edu/turningwheel/turning358.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning358_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning358_th.jpg
turning359,buckvich,image,"Dan Bukvich with Navin Chettri and the Jazz Choir I, Musical Performance - Turning of the Wheel, Photograph  21",Dan Bukvich with Navin Chettri and the Jazz Choir I,The Village Sings and Drums and Dances,2011-09-21,"Photograph  21 of Dan Bukvich with Navin Chettri and the Jazz Choir I's Musical Performance 'The Village Sings and Drums and Dances, an evening of engaged voices and rhythms.' Dan Bukvich is Professor of Music. Navin Chettri is Bukvich's student. Pictured: Dan Bukvich and Jazz Choir I, University of Idaho Prichard Gallery.",,Photograph,21,Musical Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",bukvich_21,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning359.jpg,https://objects.lib.uidaho.edu/turningwheel/turning359.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning359_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning359_th.jpg
turning360,buckvich,image,"Dan Bukvich with Navin Chettri and the Jazz Choir I, Musical Performance - Turning of the Wheel, Photograph  22",Dan Bukvich with Navin Chettri and the Jazz Choir I,The Village Sings and Drums and Dances,2011-09-21,"Photograph  22 of Dan Bukvich with Navin Chettri and the Jazz Choir I's Musical Performance 'The Village Sings and Drums and Dances, an evening of engaged voices and rhythms.' Dan Bukvich is Professor of Music. Navin Chettri is Bukvich's student. Pictured: Dan Bukvich and Jazz Choir I, University of Idaho Prichard Gallery.",,Photograph,22,Musical Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",bukvich_22,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning360.jpg,https://objects.lib.uidaho.edu/turningwheel/turning360.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning360_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning360_th.jpg
turning476,buckvich,video,"Dan Bukvich with Navin Chettri and the Jazz Choir I, Musical Performance - Turning of the Wheel, Video",Dan Bukvich with Navin Chettri and the Jazz Choir I,The Village Sings and Drums and Dances,2011-09-21,"Video  of Dan Bukvich with Navin Chettri and the Jazz Choir I's Musical Performance 'The Village Sings and Drums and Dances, an evening of engaged voices and rhythms.' Dan Bukvich is Professor of Music. Navin Chettri is Bukvich's student.",,Video,,Musical Performance,,University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",bukvich_999,Video,video/avi,Image;MovingImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,EJ8M_vZ9e_s,,https://youtu.be/EJ8M_vZ9e_s,https://img.youtube.com/vi/EJ8M_vZ9e_s/hqdefault.jpg,https://img.youtube.com/vi/EJ8M_vZ9e_s/hqdefault.jpg
johnson,,event,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,,,,,,,,,,,,,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,eng,,,,https://objects.lib.uidaho.edu/turningwheel/small/turning87_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning87_th.jpg
turning087,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  1",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  1 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson.,,Photograph,1,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_01,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning87.jpg,https://objects.lib.uidaho.edu/turningwheel/turning87.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning87_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning87_th.jpg
turning088,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  2",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  2 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson.,,Photograph,2,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_02,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning88.jpg,https://objects.lib.uidaho.edu/turningwheel/turning88.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning88_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning88_th.jpg
turning090,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  3",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  3 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson.,,Photograph,3,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_03,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning90.jpg,https://objects.lib.uidaho.edu/turningwheel/turning90.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning90_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning90_th.jpg
turning091,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  4",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  4 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson.,,Photograph,4,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_04,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning91.jpg,https://objects.lib.uidaho.edu/turningwheel/turning91.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning91_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning91_th.jpg
turning092,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  5",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  5 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson.,,Photograph,5,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_05,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning92.jpg,https://objects.lib.uidaho.edu/turningwheel/turning92.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning92_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning92_th.jpg
turning093,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  6",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  6 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson and audience.,,Photograph,6,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_06,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning93.jpg,https://objects.lib.uidaho.edu/turningwheel/turning93.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning93_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning93_th.jpg
turning094,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  7",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  7 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson and audience.,,Photograph,7,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_07,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning94.jpg,https://objects.lib.uidaho.edu/turningwheel/turning94.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning94_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning94_th.jpg
turning095,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  8",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  8 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson.,,Photograph,8,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_08,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning95.jpg,https://objects.lib.uidaho.edu/turningwheel/turning95.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning95_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning95_th.jpg
turning096,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  9",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  9 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson.,,Photograph,9,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_09,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning96.jpg,https://objects.lib.uidaho.edu/turningwheel/turning96.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning96_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning96_th.jpg
turning097,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  10",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  10 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson talks with audience.,,Photograph,10,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_10,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning97.jpg,https://objects.lib.uidaho.edu/turningwheel/turning97.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning97_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning97_th.jpg
turning099,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  11",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  11 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson.,,Photograph,11,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_11,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning99.jpg,https://objects.lib.uidaho.edu/turningwheel/turning99.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning99_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning99_th.jpg
turning101,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  12",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  12 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson.,,Photograph,12,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_12,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning101.jpg,https://objects.lib.uidaho.edu/turningwheel/turning101.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning101_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning101_th.jpg
turning102,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  13",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,"Photograph  13 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Audience member Arthur Taylor, Native American Tribal Liaison to the Provost at UI, makes an oberservation after Johnson's talk.",,Photograph,13,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_13,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning102.jpg,https://objects.lib.uidaho.edu/turningwheel/turning102.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning102_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning102_th.jpg
turning103,johnson,image,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Photograph  14",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Photograph  14 of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English. Pictured: Janis Johnson talks with audience.,,Photograph,14,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",johnson_14,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning103.jpg,https://objects.lib.uidaho.edu/turningwheel/turning103.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning103_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning103_th.jpg
turning482,johnson,video,"Janis Johnson, Colloquium Talk - Turning of the Wheel, Video",Janis Johnson,This Is the Sound of Survivance: Nez Perce Indians Playing Jazz,2012-04-03,Video  of Janis Johnson's Colloquium Talk 'This Is the Sound of Survivance: Nez Perce Indians Playing Jazz.' Janis Johnson is Assistant Professor English.,,Video,,Colloquium Talk,,University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",Johnson_999,Video,video/avi,Image;MovingImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,nIdKpucMfcA,,https://youtu.be/nIdKpucMfcA,https://img.youtube.com/vi/nIdKpucMfcA/hqdefault.jpg,https://img.youtube.com/vi/nIdKpucMfcA/hqdefault.jpg
indigenous,,event,Turning of the Wheel: an Indigenous Woman's Perspective,"Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt.",Turning of the Wheel: an Indigenous Woman's Perspective,,,,,,,,,,,,,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,eng,,,,https://objects.lib.uidaho.edu/turningwheel/small/turning270_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning270_th.jpg
turning270,indigenous,image,"Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt, Panel Presentation - Turning of the Wheel, Photograph  1","Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt.",Turning of the Wheel: an Indigenous Woman's Perspective,2012-04-10,"Photograph  1 of Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt's Panel Presentation 'Turning of the Wheel: an Indigenous Woman's Perspective.' Panelists are from Georgia Johnson (Associate Professor of Education)'s 'Indigenous Knowledge and Research Models in Education' course. Pictured: Angel Sobotta (UI).",,Photograph,1,Panel Presentation,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",indigenouswoman_01,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning270.jpg,https://objects.lib.uidaho.edu/turningwheel/turning270.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning270_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning270_th.jpg
turning271,indigenous,image,"Georgia Johnson and graduate students Angel Sobotta,D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt, Panel Presentation - Turning of the Wheel, Photograph  2","Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt.",Turning of the Wheel: an Indigenous Woman's Perspective,2012-04-10,"Photograph  2 of Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt's Panel Presentation 'Turning of the Wheel: an Indigenous Woman's Perspective.' Panelists are from Georgia Johnson (Associate Professor of Education)'s 'Indigenous Knowledge and Research Models in Education' course. Pictured L to R: Angel Sobotta (UI) and D'Lisa Pinkham (UI).",,Photograph,2,Panel Presentation,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",indigenouswoman_02,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning271.jpg,https://objects.lib.uidaho.edu/turningwheel/turning271.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning271_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning271_th.jpg
turning272,indigenous,image,"Georgia Johnson and graduate students Angel Sobotta,D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt, Panel Presentation - Turning of the Wheel, Photograph  3","Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt.",Turning of the Wheel: an Indigenous Woman's Perspective,2012-04-10,"Photograph  3 of Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt's Panel Presentation 'Turning of the Wheel: an Indigenous Woman's Perspective.' Panelists are from Georgia Johnson (Associate Professor of Education)'s 'Indigenous Knowledge and Research Models in Education' course. Pictured: Angel Sobotta (UI).",,Photograph,3,Panel Presentation,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",indigenouswoman_03,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning272.jpg,https://objects.lib.uidaho.edu/turningwheel/turning272.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning272_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning272_th.jpg
turning273,indigenous,image,"Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt, Panel Presentation - Turning of the Wheel, Photograph  4","Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt.",Turning of the Wheel: an Indigenous Woman's Perspective,2012-04-10,"Photograph  4 of Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt's Panel Presentation 'Turning of the Wheel: an Indigenous Woman's Perspective.' Panelists are from Georgia Johnson (Associate Professor of Education)'s 'Indigenous Knowledge and Research Models in Education' course. Pictured L to R: D'Lisa Pinkham (UI), Lynn Becerra (WSU), and Maria Isabel Morales (WSU).",,Photograph,4,Panel Presentation,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",indigenouswoman_04,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning273.jpg,https://objects.lib.uidaho.edu/turningwheel/turning273.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning273_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning273_th.jpg
turning274,indigenous,image,"Georgia Johnson and graduate students Angel Sobotta,D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt, Panel Presentation - Turning of the Wheel, Photograph  6","Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt.",Turning of the Wheel: an Indigenous Woman's Perspective,2012-04-10,"Photograph  6 of Georgia Johnson and graduate students Angel Sobotta, D'Lisa Pinkham, Lynn M. Becerra, Maria Isabel Morales, and Renee Holt's Panel Presentation 'Turning of the Wheel: an Indigenous Woman's Perspective.' Panelists are from Georgia Johnson (Associate Professor of Education)'s 'Indigenous Knowledge and Research Models in Education' course. Pictured: Panelists and audience.",,Photograph,6,Panel Presentation,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",indigenouswoman_06,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning274.jpg,https://objects.lib.uidaho.edu/turningwheel/turning274.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning274_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning274_th.jpg
