objectid,title,description,date,date is approximate?,creator,subject,latitude,longitude,donor,digital collection,source,finding aid,identifier,rights,rightsstatement,format original,type,format,language,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors
priestlake127,Paul Jones Beach Cabins,"An automobile sitting near the Paul Jones Beach Cabins. Priest Lake, Idaho. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.",1935,y,,automobiles;cabins (houses);roads;lake;beach,48.484347,-116.844876,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-31,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/127,127,213.jp2,/priestlake/image/213.jp2,image,priestlake127.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake127.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake127_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake127_th.jpg,""
priestlake190,Paul Jones Beach during winter,"Flooding the ice in front of Paul Jones Beach. Leonard Paul in the center. Coolin, Idaho. Donated by June Paul Paley through Priest Lake Museum.",1937,,,winter;people;lake;ice;snow,48.479622,-116.849422,June Paul Paley through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-03-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/190,190,270.jp2,/priestlake/image/270.jp2,image,priestlake190.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake190.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake190_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake190_th.jpg,""
priestlake378,Paul Martin,Paul Martin cutting wood in the snow. Zero Creek Planting Camp. Donated by Carl Krueger through Priest Lake Museum.,1927,y,,winter;camps (temporary settlements);workers,48.727028,-117.017324,Carl Krueger through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-13-02,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/378,378,98.jp2,/priestlake/image/98.jp2,image,priestlake378.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake378.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake378_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake378_th.jpg,""
priestlake170,"Paul Mears, Leonard Paul, and Marjorie Paul in front of the Leonard Paul store.","Photograph of Paul Mears, Leonard Paul, Marjorie Paul in front of the Leonard Paul store. Coolin, Idaho. Donated by Marjorie Paul Roberts via Priest Lake Mus.. Date: 1916",1916,y,,exteriors;general stores;people,48.483598,-116.845298,Marjorie Paul Roberts via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-49,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/170,170,252.jp2,/priestlake/image/252.jp2,image,priestlake170.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake170.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake170_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake170_th.jpg,""
priestlake320,People in a rowboat,Two men and two women sitting in a rowboat near the beach. Donated by Harriet (Klein) Allen through Priest Lake Museum.,1900,y,,lakes (bodies of water);boats;mountains,48.479233,-116.848354,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-10,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,8x8 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/320,320,45.jp2,/priestlake/image/45.jp2,image,priestlake320.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake320.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake320_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake320_th.jpg,""
priestlake94,People in an outdoor kitchen,People sitting and standing in an outdoor kitchen. Donated by Stan McClung through Priest Lake Museum.,1914,y,,interior spaces;tents (portable buildings);families,48.611767,-116.838934,Stan McClung through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-21-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/94,94,184.jp2,/priestlake/image/184.jp2,image,priestlake94.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake94.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake94_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake94_th.jpg,""
priestlake173,Pete Chase,Pete Chase sitting outside a cabin with a dog. Donated by Marjorie Paul Roberts via Priest Lake Museum.,1920,y,,winter;cabins (houses);people;snow;dogs,48.493742,-116.835042,Marjorie Paul Roberts via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-07,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/173,173,255.jp2,/priestlake/image/255.jp2,image,priestlake173.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake173.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake173_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake173_th.jpg,""
priestlake185,Pete Chase at moonshine still,Pete Chase and two others at his moonshine still.,1925,,,distilleries;people;moonshine,48.493766,-116.835066,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-31-11,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/185,185,266.jp2,/priestlake/image/266.jp2,image,priestlake185.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake185.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake185_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake185_th.jpg,""
priestlake183,Plowboy Lookout on Plowboy Mountain,"View of Plowboy Lookout on Plowboy Mountain. Ten miles north of Nordman, Idaho.",1932,y,,ranger stations;lookout;buildings;mountain,48.64881,-116.952188,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-31-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/183,183,264.jp2,/priestlake/image/264.jp2,image,priestlake183.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake183.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake183_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake183_th.jpg,""
priestlake202,Plowing snow,"Plowing snow on main street in Coolin, Idaho. Donated by June Paul Paley through Priest Lake Museum.",1946,y,,winter;people;main streets;snow;plowing;winter,48.477514,-116.848843,June Paul Paley through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-03-06,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/202,202,281.jp2,/priestlake/image/281.jp2,image,priestlake202.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake202.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake202_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake202_th.jpg,""
priestlake29,Portrait of Walter W. Slee,Copy of an autographed postcard portrait of Walter W. Slee. Donated by Harriet (Klein) Allen through Priest Lake Museum.,1940,y,,portrait;postcard;signed;autograph,48.480238,-116.848735,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-55,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/29,29,125.jp2,/priestlake/image/125.jp2,image,priestlake29.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake29.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake29_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake29_th.jpg,""
priestlake345,Prater Ranch,View of the Prater Ranch or 'Half-way House.' Donated by Harriet (Klein) Allen through Priest Lake Museum.,1925,y,,cabins (houses);homestead;ranch,48.281072,-116.849749,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-17,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/345,345,68.jp2,/priestlake/image/68.jp2,image,priestlake345.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake345.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake345_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake345_th.jpg,""
priestlake244,Priest Lake Stage,"Priest Lake Stage in front of the St. Elmo Hotel. Priest River, Idaho.",1899,y,,stagecoaches;hotels (public accommodations),48.184712,-116.904863,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-27,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,7x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/244,244,319.jp2,/priestlake/image/319.jp2,image,priestlake244.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake244.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake244_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake244_th.jpg,""
priestlake100,Priest Lake swimmers,"Pictured are Mard, Russ, Ned, Dewey, and Bea while they swim in Priest Lake. Donated by Dewey Huot through Priest Lake Museum.",1920,y,,swimmers;lakes (bodies of water);people;swimming,48.476149,-116.852088,Dewey Huot through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-12-03,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/100,100,19.jp2,/priestlake/image/19.jp2,image,priestlake100.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake100.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake100_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake100_th.jpg,""
priestlake243,"Priest Lake, Idaho [1]","View of Priest Lake, Idaho. Donated by Viv Beardmore through Priest Lake Museum.",1926,y,,lakes (bodies of water);boats;mountains,48.553061,-116.910753,Viv Beardmore through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-26,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/243,243,318.jp2,/priestlake/image/318.jp2,image,priestlake243.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake243.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake243_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake243_th.jpg,""
priestlake81,"Priest Lake, Idaho [2]","Boats in front of cabins flying flags. Priest Lake, Idaho. Donated by Stan McClung through Priest Lake Museum.",1915,y,,shores (landforms);boats;mountains,48.483091,-116.849685,Stan McClung through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-21-01,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/81,81,172.jp2,/priestlake/image/172.jp2,image,priestlake81.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake81.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake81_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake81_th.jpg,""
priestlake270,Putting sections together,Workers putting sections together for one of the buidlings. Donated by Red Gasterneau through Priest Lake Museum.,1935,y,,automobiles;construction;buildings,48.571538,-116.919388,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-22,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/270,270,342.jp2,/priestlake/image/342.jp2,image,priestlake270.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake270.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake270_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake270_th.jpg,""
priestlake264,Putting tarp roof on,CCC workers putting tarp roof on. Donated by Red Gasterneau through Priest Lake Museum.,1935,y,,construction;ccc;roof;civillian convservation corps,48.571508,-116.919308,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-18,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/264,264,337.jp2,/priestlake/image/337.jp2,image,priestlake264.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake264.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake264_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake264_th.jpg,""
priestlake372,Quartz Creek Ranch barn,Exterior view of the Quartz Creek Ranch barn. Donated by Dewey Huot through Priest Lake Museum.,1922,y,,barns;farming;homestead,48.307374,-116.896849,Dewey Huot through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-12-08,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/372,372,92.jp2,/priestlake/image/92.jp2,image,priestlake372.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake372.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake372_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake372_th.jpg,""
priestlake298,Ralph Miller with whiskey,Ralph Miller stands holding whiskey bottles. Donated by Red Gasterneau through Priest Lake Museum.,1950,y,,people;winter;whiskey;snow,48.482777,-116.846729,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-06,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/298,298,368.jp2,/priestlake/image/368.jp2,image,priestlake298.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake298.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake298_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake298_th.jpg,""
priestlake359,Ranch home,People posed out the Ranch home during the winter. Donated by Dewey Huot through Priest Lake Museum.,1939-10-26,,,families;houses;people;buildings,48.527762,-116.858162,Dewey Huot through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-12-13,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/359,359,80.jp2,/priestlake/image/80.jp2,image,priestlake359.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake359.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake359_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake359_th.jpg,""
priestlake377,Ranch log dug-out,Exterior view of a ranch log dug-out.,1910,y,,cabins (houses);buildings;structures;homestead,48.575656,-116.767506,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-12-09,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,5 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/377,377,97.jp2,/priestlake/image/97.jp2,image,priestlake377.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake377.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake377_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake377_th.jpg,""
