file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,idaho_county,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,rightsstatement,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
,Children's Home Makes Annual Christmas Appeal,Cascade News,Story about the appeal of the Idaho Children's Home in order to provide funding for the homeless children.,1934-12-14,,,,Children's Home Society; child dependency; unemployment,McCall Public Library,"Nez Perce County; Lewiston, Idaho",Nez Perce County,46.388391,-116.958837,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1934_12_14,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1519,1519,1520.pdf,/cccidaho/image/1520.pdf,cccidaho1519,pdf,cccidaho1519.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1519.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1519_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1519_th.jpg,
,"Idaho now has 17,000 Workers on Relief Rolls",Cascade News,"Article outlining the announcements from Raymond Thompson, head of the public relations department of the IERA, in which he said that 17,082 unemployed men would be working in relief roles.",1934-12-21,,,,unemployment; public assistance and relief; Idaho Emergency Relief Administration,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.62224,-116.201354,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1934_12_21a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1520,1520,1521.pdf,/cccidaho/image/1521.pdf,cccidaho1520,pdf,cccidaho1520.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1520.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1520_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1520_th.jpg,
,Donnelly,Cascade News,"Donnelly news items, including visits to friends, school vacation announcements, business trips and a Cascade Townsend Club meeting.",1934-12-21,,,,Donnelly,McCall Public Library,Valley County; Donnelly,Valley County,44.731648,-116.080865,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1934_12_21b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1521,1521,1522.pdf,/cccidaho/image/1522.pdf,cccidaho1521,pdf,cccidaho1521.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1521.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1521_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1521_th.jpg,
,One-Fifth of Nations Population Depends on Government for Support,Cascade News,Article outlining the public's dependance on federal support programs. There are over 25 million people who look to the government for all or a large part of their support.,1934-12-28,,,,New Deal; employment; federal relief administration; Public Works Administration,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.505748,-116.032931,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1934_12_28,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1522,1522,1523.pdf,/cccidaho/image/1523.pdf,cccidaho1522,pdf,cccidaho1522.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1522.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1522_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1522_th.jpg,
,Townsend Pension Plan Strongly Endorsed in this Section,Cascade News,"Article about the Townsend Pension Plan, a plan to tax retail sales, and the opposition of it by many people.",1934-12-18,,,,social insurance; Cascade Townsend Club; Francis Townsend,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.520744,-116.042489,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1934_12_18,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1523,1523,1524.pdf,/cccidaho/image/1524.pdf,cccidaho1523,pdf,cccidaho1523.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1523.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1523_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1523_th.jpg,
,In Message to Congress Roosevelt Stressed need for Security,Cascade News,"Piece about President Roosevelt's recent speech, in which he said he was to abolish 'dole' relief and substitute it with a system of jobs.",1935-01-11,,,,Franklin D. Roosevelt; New Deal; public assistance and relief; employment programs; unemployment,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.52541,-116.04228,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_01_11,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1524,1524,1525.pdf,/cccidaho/image/1525.pdf,cccidaho1524,pdf,cccidaho1524.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1524.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1524_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1524_th.jpg,
,Townsend Pension Plan Information,Cascade News,Article written by Dr. F. E. Townsend in order to explain that the purpose of the Townsend Pension Plan is to pay fairly and stimulate industry.,1935-01-04,,,,Townsend Plan; Francis Townsend; social insurance,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.51078,-116.033093,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_01_04,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1525,1525,1526.pdf,/cccidaho/image/1526.pdf,cccidaho1525,pdf,cccidaho1525.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1525.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1525_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1525_th.jpg,
,"Ross Receives $405,500 for Idaho Relief",Cascade News,"Piece about the announcement from Governor Ross that Idaho would receive over $400,000 to help the needy.",1935-02-01,,,,Gov. C. Ben Ross; public assistance and relief; Idaho Emergency Relief Administration,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.668779,-116.266747,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_02_01,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1526,1526,1527.pdf,/cccidaho/image/1527.pdf,cccidaho1526,pdf,cccidaho1526.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1526.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1526_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1526_th.jpg,
,Godden was detailed to work in a CCC camp in Kentucky,Cascade News,"Collection of news items, including travel plans, business trips and CCC work.",1934-05-04,,,,McCall,McCall Public Library,"Valley County; McCall, Idaho",Valley County,44.943042,-116.072003,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1934_05_04c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1527,1527,1528.pdf,/cccidaho/image/1528.pdf,cccidaho1527,pdf,cccidaho1527.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1527.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1527_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1527_th.jpg,
,Governor Sets Forth Rules Governing Relief Work,Cascade News,Article outlining the rules set by Governor Ross pertaining to relief work.,1935-02-08,,,,Gov. C. Ben Ross; New Deal; public assistance and relief; IRPA,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.570665,-116.158888,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_02_08,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1528,1528,1529.pdf,/cccidaho/image/1529.pdf,cccidaho1528,pdf,cccidaho1528.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1528.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1528_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1528_th.jpg,
,Long Valley Relief,Cascade News,Poem about a boy and his father that details the new relief system and how it is often unfair.,1935-03-15,,,,Gov. C. Ben Ross; New Deal; public assistance and relief,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.519451,-116.041971,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_03_15,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1529,1529,1530.pdf,/cccidaho/image/1530.pdf,cccidaho1529,pdf,cccidaho1529.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1529.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1529_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1529_th.jpg,
,"CCC, Doubled, to go on Two Years",Cascade News,"Article about plans to increase the number of CCC workers to 600,000 and the number of camps to 1,500.",1935-04-26,,,,enrollment,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.528991,-116.042344,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_04_26,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1530,1530,1531.pdf,/cccidaho/image/1531.pdf,cccidaho1530,pdf,cccidaho1530.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1530.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1530_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1530_th.jpg,
,Supreme Court Outlaws N.R.A.,Cascade News,"Article about the Supreme Court's ruling that the National Recovery Act is unconstitutional, due to the authority it gave the president.",1935-05-31,,,,National Recovery Act; Supreme Court; New Deal,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.516572,-116.035675,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_05_31a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1531,1531,1532.pdf,/cccidaho/image/1532.pdf,cccidaho1531,pdf,cccidaho1531.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1531.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1531_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1531_th.jpg,
,Veterans May Now Enroll in Conservation Corps,Cascade News,Short clip stating that enrollment of any veterans in the CCC will be greatly increased.,1935-05-31,,,,enrollment; veterans,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.624929,-116.280209,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_05_31b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1532,1532,1533.pdf,/cccidaho/image/1533.pdf,cccidaho1532,pdf,cccidaho1532.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1532.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1532_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1532_th.jpg,
,More Veterans Wanted to Fill CCC Quota,Cascade News,Report to inform potential veteran enrollees that there are still 100 vacancies.,1935-06-21,,,,enrollment; veterans,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.554459,-116.240085,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_06_21a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1533,1533,1534.pdf,/cccidaho/image/1534.pdf,cccidaho1533,pdf,cccidaho1533.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1533.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1533_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1533_th.jpg,
,Administration's Social Security Plan Passed By U.S. Senate,Cascade News,"Short news items from the week, including the passing of a social security plan, the effect of the NRA Act on Idaho and a thank you to the fans of the Cascade baseball club.",1935-06-21,,,,Social Security,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.493598,-116.047601,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_06_21b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1534,1534,1535.pdf,/cccidaho/image/1535.pdf,cccidaho1534,pdf,cccidaho1534.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1534.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1534_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1534_th.jpg,
,IERA closes projects and urges men to take private jobs,Cascade News,Short report on the IERA's plan to shut down projects in order to provide labor in southwestern Idaho.,1935-06-21,,,,Idaho Emergency Relief Administration; public assistance and relief; agriculture,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.496182,-116.050866,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_06_21c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1535,1535,1536.pdf,/cccidaho/image/1536.pdf,cccidaho1535,pdf,cccidaho1535.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1535.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1535_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1535_th.jpg,
,Government Relief Funds for Idaho Total over a Million,Cascade News,Article about the Federal Emergency Relief Administration's grant of about $1.4 million to the relief of the needy in Idaho.,1934-05-11,,,,FERA; public assistance and relief,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.580868,-116.321807,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1934_05_11a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1536,1536,1537.pdf,/cccidaho/image/1537.pdf,cccidaho1536,pdf,cccidaho1536.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1536.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1536_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1536_th.jpg,
,CCC boys have been improving the grounds of the camp,Cascade News,"Collection of news items, including CCC camp improvement, community events and residents returning home.",1934-05-11,,,,McCall,McCall Public Library,"Valley County; McCall, Idaho",Valley County,44.945715,-116.056897,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1934_05_11b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1537,1537,1538.pdf,/cccidaho/image/1538.pdf,cccidaho1537,pdf,cccidaho1537.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1537.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1537_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1537_th.jpg,
,Would Have More Work and Less Play,Cascade News,"Column about CWA and IERA workers wives saying that the work had a bad effect on their husbands, as they would work less hours.",1934-05-11,,,,CWA; Idaho Emergency Relief Administration; public assistance and relief,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.597777,-116.234178,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1934_05_11c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1538,1538,1539.pdf,/cccidaho/image/1539.pdf,cccidaho1538,pdf,cccidaho1538.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1538.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1538_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1538_th.jpg,
,National Geographic to Sponsor Salmon River Expedition,Cascade News,"Article about National Geographic's agreement to sponsor an expedition into the wilderness of the Salmon River country, the least explored area in the United States.",1935-07-19,,,,wilderness and primitive areas; Salmon River; Native American,McCall Public Library,"Lemhi County; Salmon, Idaho",Lemhi County,45.220035,-114.01601,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_07_19a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1539,1539,1540.pdf,/cccidaho/image/1540.pdf,cccidaho1539,pdf,cccidaho1539.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1539.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1539_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1539_th.jpg,
,Federal Administration Reports Public Works Program,Cascade News,"Article about the Acting State Director of Idaho, J.V. Otter's announcement that 4,500 federal and non-federal projects will be started.",1935-08-02,,,,public assistance and relief; Public Works Administration,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.661291,-116.33113,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_08_02,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1540,1540,1541.pdf,/cccidaho/image/1541.pdf,cccidaho1540,pdf,cccidaho1540.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1540.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1540_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1540_th.jpg,
,New Bills May Replace the NRA,Cascade News,"Article about the potential replacement of the NRA with the Guffey Coal Bill, which would compel all material suppliers to conform to rates of pay.",1935-08-09,,,,National Recovery Act; New Deal,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.585794,-116.138321,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_08_09a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1541,1541,1542.pdf,/cccidaho/image/1542.pdf,cccidaho1541,pdf,cccidaho1541.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1541.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1541_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1541_th.jpg,
,Enrollment of Veterans in CCC Corps Will Continue to August 20,Cascade News,Announcement stating that veteran enrollment in the CCC will continue until August 20 because of the unmet quota.,1935-08-09,,,,enrollment; veterans,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.602517,-116.258238,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_08_09b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1542,1542,1543.pdf,/cccidaho/image/1543.pdf,cccidaho1542,pdf,cccidaho1542.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1542.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1542_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1542_th.jpg,
,President Roosevelt Pens Approval to Social Security Bill,Cascade News,Article about the passing of the new social security bill by President Roosevelt.,1935-08-16,,,,Social Security; New Deal; President Roosevelt,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.582102,-116.355487,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_08_16,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1543,1543,1544.pdf,/cccidaho/image/1544.pdf,cccidaho1543,pdf,cccidaho1543.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1543.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1543_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1543_th.jpg,
,Governor Ross Prepares Plans to Meet Social Security Costs,Cascade News,Announcement that over five thousands Idahoans over the age of 65 will receive a monthly pension of $30.,1935-09-13,,,,Social Security; New Deal; Gov. C. Ben Ross,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.549433,-116.117046,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_09_13a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1544,1544,1545.pdf,/cccidaho/image/1545.pdf,cccidaho1544,pdf,cccidaho1544.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1544.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1544_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1544_th.jpg,
,Idaho Officials Outline Work Program,Cascade News,"Report on a conference held in Boise, in which Governor Ross explained the importance of the work programs to the individuals responsible for administering these programs.",1935-07-19,,,,public assistance and relief; Works Progress Administration; unemployment,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.586746,-116.249839,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_07_19b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1545,1545,1546.pdf,/cccidaho/image/1546.pdf,cccidaho1545,pdf,cccidaho1545.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1545.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1545_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1545_th.jpg,
