objectid,parentid,title,subject_name,date,description,image_alt_text,event_type,political_affiliation,party_nominee_yes_or_no,president_or_vice_president,election_outcome,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
mg660_box4_14_1620,,"Republican State Convention June 13-14, 1998 Fort Worth, Texas","Bush, George W.",1998,George W. Bush. Republican governor nominee.,"Round button with a red and blue border. In the center is a black and white photograph of George W. Bush. White text reads ""REPUBLICAN STATE CONVENTION JUNE 13-14, 1998 FORT WORTH, TEXAS""",Governor,Republican,yes,,won,elections; political buttons; political pins; governor (public officers),,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_14_1620,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_14_1620.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_14_1620.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_14_1620_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_14_1620_th.jpg
mg660_box4_14_1621,,Elizabeth Dole Never send a man to do a Woman's job. 2000,"Dole, Elizabeth Hanford",2000,Elizabeth (Liddy) Dole. Republican candidate for President of the United States.,"Round, white button with a band of red across the center. Red, blue, and white text reads ""Elizabeth DOLE Never send a man to do a Woman's Job. 2000""",President,Republican,no,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_14_1621,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_14_1621.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_14_1621.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_14_1621_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_14_1621_th.jpg
mg660_box4_14_1622,,"APIC Western Regional American Political Items Collectors Sacramento August 29-30, 1998",,1998,Member button.,"Round, white button with a blue illustration of an eagle holding arrows, an olive branch, and a ribbon. Blue text reads ""APIC WESTERN REGIONAL AMERICAN POLITICAL ITEMS COLLECTORS Sacramento August 29-30, 1998."" Attached to the bottom of the button is a red, white, and blue ribbon with gold text reading ""MEMBER""",Other,,,,,elections; political buttons; political pins,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_14_1622,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_14_1622.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_14_1622.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_14_1622_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_14_1622_th.jpg
mg660_box4_14_1623,,Lungren '98 For Governor,"Lungren, Dan",1998,Dan Lungren. Republican Governor candidate for California.,"Round, blue button with a yellow outline of the state of California against a yellow sun. White text reads ""LUNGREN 98 FOR GOVERNOR""",Governor,Republican,yes,,lost,elections; political buttons; political pins; governor (public officers),,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_14_1623,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_14_1623.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_14_1623.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_14_1623_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_14_1623_th.jpg
mg660_box4_14_1624,,Liar Liar Pants on Fire!,,1998,Anti-Bill Clinton.,,President,,,,,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_14_1624,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_14_1624.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_14_1624.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_14_1624_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_14_1624_th.jpg
mg660_box4_14_1625,,Elizabeth Dole 2000,"Dole, Elizabeth Hanford",2000,Elizabeth (Liddy) Dole. Republican candidate for President of the United States.,"Round, white button with a color photograph of Elizabeth Dole. Red and blue text reads ""Elizabeth DOLE 2000""",President,Republican,no,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_14_1625,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_14_1625.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_14_1625.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_14_1625_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_14_1625_th.jpg
mg660_box4_14_1626,,43rd First Family Elizabeth and Robert Dole,"Dole, Robert J.; Dole, Elizabeth Hanford",2000,Robert and Elizabeth Dole. Republican candidate for President of the United States and her husband.,"Round button with a border of red and blue stripes and a color photograph of Elizabeth and Bob Dole in front of a series of national flags and a sign reading ""WELCOME TO OUR LIBERATORS"". White text on the button reads ""43rd FIRST FAMILY Elizabeth & Robert Dole""",President,Republican,no,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_14_1626,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_14_1626.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_14_1626.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_14_1626_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_14_1626_th.jpg
mg660_box4_14_1627,,Elizabeth Dole President 2000,"Dole, Elizabeth Hanford",2000,Elizabeth (Liddy) Dole. Republican candidate for President of the United States.,"Heart-shaped button with a red and white striped border around a section of blue with white stars. In the center is a color photograph of Elizabeth Dole. White text reads ""ELIZABETH DOLE PRESIDENT 2000""",President,Republican,no,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_14_1627,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_14_1627.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_14_1627.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_14_1627_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_14_1627_th.jpg
mg660_box4_14_1628,,Elizabeth Dole President 2000,"Dole, Elizabeth Hanford",2000,Elizabeth (Liddy) Dole. Republican candidate for President of the United States.,"Round button with a red border. In the center is a black and white photograph of Elizabeth Dole. White text reads ""ELIZABETH DOLE PRESIDENT 2000""",President,Republican,no,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_14_1628,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_14_1628.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_14_1628.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_14_1628_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_14_1628_th.jpg
mg660_box4_15_1629,,Elect Ken McAuliffe for Congress,"McAuliffe, Ken",1998,Ken McAuliffe. California Republican Congress candidate.,"Round button with bands of dark green and white. White and dark green text reads ""ELECT KEN McAULIFFE FOR CONGRESS""",Congress,Republican,yes,,lost,elections; political buttons; political pins; members of Congress,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1629,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1629.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1629.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1629_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1629_th.jpg
mg660_box4_15_1630,,Socialist Workers 2000 Harris and Trowe,"Harris, James; Trowe, Margaret",2000,James Harris and Margaret Trowe. Socialist Workers Party USA nominees for President and Vice President of the United States.,"Round, white button with black and white photographs of James Harris and Margaret Trowe. Red and blue text reads ""SOCIALIST WORKERS 2000 HARRIS & TROWE""",President; Vice President,Socialist Workers Party USA,yes,,lost,elections; presidents; political buttons; political pins; vice-presidents,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1630,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1630.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1630.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1630_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1630_th.jpg
mg660_box4_15_1631,,Catch the Georgia GOP Bush Wave Republican National Convention,,2000,"Republican National Convention held in Philadelphia, Pennsylvania where George W. Bush was nominated for President of the United States.","Round, blue and white button with an illustration of a blue elephant holding a US flag with its trunk riding a blue surfboard on a wave composed of red and white stripes and blue and white stars. On the elephant's side, white text reads ""Catch the Georgia GOP Bush Wave"". Blue and red text on the button reads ""Republican National Convention July 31-Aug 3, 2000 Philadelphia, PA""",Convention,Republican,,,,elections; presidents; political buttons; political pins; vice-presidents; conferences,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1631,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1631.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1631.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1631_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1631_th.jpg
mg660_box4_15_1632,,Libertarian Republicans,,2000,Additional button text: Don't Tread on Me.,"Round, white button with a blue line drawing of an elephant summiting a hill and carrying in its trunk the Gadsden flag bearing a coiled snake and text reading ""DON'T TREAD ON ME"". Red text below reads ""Libertarian Republicans""",Other,Republican,,,,elections; political buttons; political pins,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1632,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1632.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1632.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1632_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1632_th.jpg
mg660_box4_15_1633a,,Prohibition Party 2000 Dodge-Watkins,"Dodge, Earl F.; Watkins, W. Dean",2000,Earl F. Dodge and W. Dean Watkins. Prohibition Party nominees for President and Vice President of the United States.,"Round button with color photographs of Earl F. Dodge and W. Dean Watkins inside white circles. Surrounding them is a color illustration of a woman in a white dress holding a piece of fabric with the red, white, and blue stars and stripes of the US flag. Blue and yellow text reads ""Prohibition Party 2000 Dodge-Watkins""",President; Vice President,Prohibition,yes,,lost,elections; presidents; political buttons; political pins; vice-presidents,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1633a,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1633a.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1633a.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1633a_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1633a_th.jpg
mg660_box4_15_1633b,,Dodge for President Dry Crusaders of 1917 Dry Crusaders of 2000 Prohibition Y2K,"Dodge, Earl F.",2000,Earl F. Dodge. Prohibition Party nominee for President of the United States.,"Round button with a color photograph of Earl F. Dodge against a black and white photograph of a group marchers wearing white. White text reads ""DODGE FOR PRESIDENT DRY CRUSADERS OF 1917 DRY CRUSADERS OF 2000 PROHIBITION Y2K""",President,Prohibition,yes,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1633b,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1633b.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1633b.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1633b_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1633b_th.jpg
mg660_box4_15_1634,,Dodge for President Dry Crusaders of 1917 Dry Crusaders of 2000 Prohibition Y2K,"Dodge, Earl F.",2000,Earl F. Dodge. Prohibition Party nominee for President of the United States.,"Round button with a color photograph of Earl F. Dodge against a black and white photograph of a group marchers wearing white. White and red text reads ""DODGE FOR PRESIDENT DRY CRUSADERS OF 1917 DRY CRUSADERS OF 2000 PROHIBITION Y2K""",President,Prohibition,yes,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1634,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1634.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1634.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1634_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1634_th.jpg
mg660_box4_15_1635,,Vote Prohibition 2000 Dodge-Watkins,"Dodge, Earl F.; Watkins, W. Dean",2000,Earl F. Dodge and W. Dean Watkins. Prohibition Party nominees for President and Vice President of the United States.,"Round, white button with color photographs of Earl F. Dodge and W. Dean Watkins on a color illustration of a camel. Blue and red text reads ""Vote Prohibition 2000 Dodge-Watkins""",President; Vice President,Prohibition,yes,,lost,elections; presidents; political buttons; political pins; vice-presidents,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1635,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1635.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1635.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1635_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1635_th.jpg
mg660_box4_15_1636,,Bellis Johnson America's Party 2000,"Bellis, Joe; Johnson, Derrick",2000,Joe Bellis and Derrick Johnson. America's Party nominees for President and Vice President of the United States.,"Round, white button with blue and red text reading ""Bellis Johnson America's Party 2000""",President,America's Party,yes,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1636,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1636.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1636.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1636_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1636_th.jpg
mg660_box4_15_1637,,Smith of New Hampshire for President,"Smith, Robert C.",2000,Bob Smith. Independent nominee for President of the United States.,"Round, white button with a black and white photograph of Bob Smith surrounded by illustrations of US flags and red ribbons. Black text reads ""SMITH OF NEW HAMPSHIRE FOR PRESIDENT""",President,Independent,yes,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1637,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1637.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1637.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1637_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1637_th.jpg
mg660_box4_15_1638,,McReynolds-Hollis 2000 Socialist Party,"McReynolds, David; Hollis, Mary Cal",2000,David McReynolds and Mary Cal Hollis. Socialist Party nominees for President and Vice President of the United States.,"Round, white button with black and white photographs of David McReynolds and Mary Cal Hollis atop a red and green illustration of a carnation. Red text reads ""McReynolds-Hollis 2000 Socialist Party""",President; Vice President,Socialist,yes,,lost,elections; presidents; political buttons; political pins; vice-presidents,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1638,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1638.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1638.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1638_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1638_th.jpg
mg660_box4_15_1639,,J. C. Watts President 2000,"Watts, J. C.",2000,J. C. Watts. Republican candidate for President of the United States.,"Round, white button with a black and white photograph of J. C. Watts and a color illustration of the US flag. Red and blue text reads ""J. C. WATTS PRESIDENT 2000""",President,Republican,no,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1639,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1639.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1639.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1639_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1639_th.jpg
mg660_box4_15_1640,,"Jobs, Peace and Freedom 2000 Socialist Party McReynolds and Hollis","McReynolds, David; Hollis, Mary Cal",2000,David McReynolds and Mary Cal Hollis. Socialist Party nominees for President and Vice President of the United States.,"Round, white button with black and white photographs of David McReynolds and Mary Cal Hollis between two red and green carnations. Green and red text reads ""Jobs, Peace and Freedom 2000 Socialist Party McReynolds & Hollis""",President; Vice President,Socialist,yes,,lost,elections; presidents; political buttons; political pins; vice-presidents,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1640,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1640.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1640.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1640_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1640_th.jpg
mg660_box4_15_1641,,Gary Bauer Pro Choice Pro Family President 2000,"Bauer, Gary",2000,Gary Bauer. Republican candidate for President of the United States.,"Round, white button with a black and white photograph of Gary Bauer. Blue text reads ""GARY BAUER PRO CHOICE PRO FAMILY PRESIDENT 2000""",President,Republican,no,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1641,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1641.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1641.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1641_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1641_th.jpg
mg660_box4_15_1642,,"Family, Faith, Freedom Bauer 2000","Bauer, Gary",2000,Gary Bauer. Republican candidate for President of the United States.,"Round button with a border of red, white, and blue stars and stripes. In the center is a color photograph of Gary Bauer. White text reads ""Family Faith Freedom BAUER 2000""",President,Republican,no,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1642,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1642.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1642.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1642_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1642_th.jpg
mg660_box4_15_1643,,A Real Republican for President Ashcroft,"Ashcroft, John",2000,John Ashcroft. Republican candidate for President of the United States.,"Round, white button with a black and white photograph of John Ashcroft in the center. Red and black text reads ""A REAL REPUBLICAN FOR PRESIDENT ASHCROFT""",President,Republican,no,,lost,elections; presidents; political buttons; political pins;,,,,"MG 660, Political Buttons and Stickers collection, Special Collections and Archives, University of Idaho Library",mg660_box4_15_1643,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg660_box4_15_1643.jpg,image,https://objects.lib.uidaho.edu/buttons/mg660_box4_15_1643.jpg,https://objects.lib.uidaho.edu/buttons/small/mg660_box4_15_1643_sm.jpg,https://objects.lib.uidaho.edu/buttons/thumbs/mg660_box4_15_1643_th.jpg
