title,photographer,description,date,date_approximate,subject (lcsh),subject,location,features,latitude,longitude,source,identifier,rights,rightsstatement,type,format,language,moscow number,fs number,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Partially completed dam and reservoir site on Benton Creek,"Rockwell, Frank I.",Source of water supply for Priest River Experiment Station. Partially completed dam and reservoir site on Benton Creek. From the 1912 Annual Report.,1911,yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Creek,,"Bonner County, Idaho",Priest River Experimental Forest; Benton Creek,48.35194444,-116.8166667,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WaterSupplyDam1911,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1302,95716,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/779,779,expforsav779,image,expforsav779.jpg,https://objects.lib.uidaho.edu/expforest/expforsav779.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav779_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav779_th.jpg,
Concrete dam,,"Concrete dam, water from here was piped to the buildings, found in PREF files.",1960,,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Creek,,"Bonner County, Idaho",Priest River Experimental Forest; Benton Creek,48.35194444,-116.8166667,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WaterSupplyDam1960,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1153,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/780,780,expforsav780,image,expforsav780.jpg,https://objects.lib.uidaho.edu/expforest/expforsav780.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav780_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav780_th.jpg,
Baren slope at Deception Creek Experimental Forest headquarters wattled to prevent erosion,"Wellner, Chuck A.","No. 350798-Baren slope at Deception Creek Experimental Forest headquarters wattled to prevent erosion. Coeur d'Alene NF, Idaho. November 11, 1936.  No. 391801 - 1939",1936,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters Site,,"Kootenai County, Idaho",Deception Creek Experimental Forest Headquarters Site,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WattleSlope,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1380,"350798, 391801",http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/781,781,expforsav781,image,expforsav781.jpg,https://objects.lib.uidaho.edu/expforest/expforsav781.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav781_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav781_th.jpg,
Univ of Idaho field trip spring 1928 at weather station,,"Univ of Idaho field trip spring 1928 at weather station, Gisborne and Wellner in picture.",1928,yes,United States--Idaho--Bonner County--Priest River Experimental Station--Weather Station,,"Bonner County, Idaho",Priest River Experimental Station; Weather Station,48.35111111,-116.8352778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WeatherSta1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/782,782,expforsav782,image,expforsav782.jpg,https://objects.lib.uidaho.edu/expforest/expforsav782.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav782_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav782_th.jpg,
Same area as No. 374095 but slightly different view,K.P. Davis,"374096: ""Same area as No. 374095 but slightly different view. Taken 8-6-38.""",1938-08-06,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Sands Creek,,"Kootenai County, Idaho",Deception Creek Experimental Forest; Sands Creek,47.7225,-116.4944444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SandsCk14_15,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1396,"374096, 374097",http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/783,783,expforsav783,image,expforsav783.jpg,https://objects.lib.uidaho.edu/expforest/expforsav783.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav783_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav783_th.jpg,
Rain gage near office. Gisborne with dipstick,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Rain gage near office. Gisborne with dipstick. The inexpensive, forest service designed, rain gage has been tested for 3 years at PR in comparison with more expensive, standard rain gauges and has been found to be of sufficient accuracy for fire control use. With 450 of these gages in use in Region One, a savings of more than $3000 has been affected by use of the cheaper gage.",1937,,United States--Idaho--Bonner County--Priest River Experimental Station--Weather Station,,"Bonner County, Idaho",Priest River Experimental Station; Weather Station,48.35111111,-116.8352778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WeatherSta3,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,,350678,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/784,784,expforsav784,image,expforsav784.jpg,https://objects.lib.uidaho.edu/expforest/expforsav784.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav784_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav784_th.jpg,
Weather station with telephone pole and wind gage and 150' weather tree,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970",Weather station with telephone pole and wind gage and 150' weather tree.,1932,,United States--Idaho--Bonner County--Priest River Experimental Station--Weather Station,,"Bonner County, Idaho",Priest River Experimental Station; Weather Station,48.35111111,-116.8352778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WeatherSta5,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,,270719,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/785,785,expforsav785,image,expforsav785.jpg,https://objects.lib.uidaho.edu/expforest/expforsav785.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav785_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav785_th.jpg,
Weather Station at Deception Creek,C.L. James,Weather Station at Deception Creek Experimental Forest.,1939,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters Site,,"Kootenai County, Idaho",Deception Creek Experimental Forest Headquarters Site,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WeatherStationWinter,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1347,314107,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/786,786,expforsav786,image,expforsav786.jpg,https://objects.lib.uidaho.edu/expforest/expforsav786.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav786_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav786_th.jpg,
"Mounting weather instruments, spring 1932","Thompson, J. B.","Working on top of spar tree at Priest River Branch Station.  Mounting weather instruments, spring 1932.",1932,,United States--Idaho--Bonner County--Priest Creek Experimental Forest--Weather Tree,,"Bonner County, Idaho",Priest Creek Experimental Forest; Weather Tree,48.35083333,-116.8344444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WeatherTree,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1241,271628,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/787,787,expforsav787,image,expforsav787.jpg,https://objects.lib.uidaho.edu/expforest/expforsav787.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav787_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav787_th.jpg,
"Weather instruments and spar tree, Priest River Experimental Station","Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Weather instruments and spar tree, Priest River Experimental Station. Scanned from a copy framed and hanging in the lodge.",1932,yes,United States--Idaho--Bonner County--Priest River Experimental Station--Weather Station,,"Bonner County, Idaho",Priest River Experimental Station; Weather Station,48.35111111,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WeatherTree2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1241a,270719,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/788,788,expforsav788,image,expforsav788.jpg,https://objects.lib.uidaho.edu/expforest/expforsav788.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav788_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav788_th.jpg,
Man with bomb wreckage [01],,Man with bomb wreckage.,1965,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest,,"Bonner County, Idaho",Priest Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",AerialBombCrater,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/789,789,expforsav789,image,expforsav789.jpg,https://objects.lib.uidaho.edu/expforest/expforsav789.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav789_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav789_th.jpg,
Chuck and Ethel Wellner,,"Chuck and Ethel Wellner both served in the military during WW2.  Photo and article appeared in the Missoulian newspaper, 1/26/43,",1943-01-26,,United States--Montana--Jefferson County--Helena National Forest--Boulder Nursery,,"Jefferson County, Montana",Helena National Forest; Boulder Nursery,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WellnerEnlisted,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/790,790,expforsav790,image,expforsav790.jpg,https://objects.lib.uidaho.edu/expforest/expforsav790.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav790_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav790_th.jpg,
Wire bound wood water pipe from water supply dam to buildings,"Thompson, J. B.",Wire bound wood water pipe from water supply dam to buildings; new pipe ready for bury.,1930,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WoodWaterLine,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1154,256154,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/791,791,expforsav791,image,expforsav791.jpg,https://objects.lib.uidaho.edu/expforest/expforsav791.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav791_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav791_th.jpg,
"Combination shed for workshop, tools, wood and ice and greenhouse work","Brewster, D.R.","Combination shed for workshop, tools, wood and ice and greenhouse work. Built in September 1913. Priest River Experimental Station. November 1913.",1913,,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",workshop_Nov_1913,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1155,18075A,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/792,792,expforsav792,image,expforsav792.jpg,https://objects.lib.uidaho.edu/expforest/expforsav792.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav792_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav792_th.jpg,
Mature white pine timber on Clearwater Timber Company's holdings [06],"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Mature white pine timber on Clearwater Timber Co.'s holdings near Pierce, Idaho.",1930,Yes,United States--Idaho--Clearwater County--Pierce,,"Pierce, Idaho",,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP01,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,247.1,228517,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/793,793,expforsav793,image,expforsav793.jpg,https://objects.lib.uidaho.edu/expforest/expforsav793.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav793_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav793_th.jpg,
White pine 5 ft. diameter breast high on  Clearwater Timber Company's holdings,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","White pine 5 ft. diameter breast high on Clearwater Timber Company's holdings near Pierce, Idaho.",1930,Yes,United States--Idaho--Clearwater County--Pierce,,"Pierce, Idaho",,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP02,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,247.2,228524,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/794,794,expforsav794,image,expforsav794.jpg,https://objects.lib.uidaho.edu/expforest/expforsav794.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav794_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav794_th.jpg,
White pine 5 ft. diameter breast high on Clearwater Timber Company's holdings,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","White pine 5 ft. diameter breast high on Clearwater Timber Company's holdings near Pierce, Idaho.",1930,Yes,United States--Idaho--Clearwater County--Pierce,,"Pierce, Idaho",,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP03,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,247.3,228525,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/795,795,expforsav795,image,expforsav795.jpg,https://objects.lib.uidaho.edu/expforest/expforsav795.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav795_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav795_th.jpg,
"100-yr-old pure western white pine stand near Pierce, Idaho","Haig, I.T.","100-yr-old pure western white pine stand near Pierce, Idaho in the vicinity of the Clearwater NF",1925,,United States--Idaho--Clearwater County--Pierce,,"Pierce, Idaho",,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP04,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,247.4,215337,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/796,796,expforsav796,image,expforsav796.jpg,https://objects.lib.uidaho.edu/expforest/expforsav796.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav796_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav796_th.jpg,
Mature Western White Pine timber on the Clearwater Timber Company holdings [02],"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Mature Western White Pine timber on the Clearwater Timber Company holdings, near Pierce, Idaho, and the Clearwater NF.",1930,Yes,United States--Idaho--Clearwater County--Pierce--Clearwater National Forest,,"Pierce, Idaho;Clearwater National Forest",,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP05,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,2852,228519,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/797,797,expforsav797,image,expforsav797.jpg,https://objects.lib.uidaho.edu/expforest/expforsav797.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav797_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav797_th.jpg,
"Interior view of thinning in 65-year western white pine stand. Sands Creek, Deception Creek Experimental Forest, Idaho. September 1937","Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Interior view of thinning in 65-year western white pine stand. Sands Creek, Deception Creek Experimental Forest, Idaho. September 1937.",1937-09-01,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Sands Creek,,"Kootenai County, Idaho",Deception Creek Experimental Forest; Sands Creek,47.7225,-116.4944444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SandsCk16,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1397,351753,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/798,798,expforsav798,image,expforsav798.jpg,https://objects.lib.uidaho.edu/expforest/expforsav798.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav798_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav798_th.jpg,
Mature Western White Pine timber on the Clearwater Timber Company holdings [03],"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Mature Western White Pine timber on the Clearwater Timber Company holdings, near Pierce, Idaho, and the Clearwater NF.",1930,Yes,United States--Idaho--Clearwater County--Pierce--Clearwater National Forest,,"Pierce, Idaho;Clearwater National Forest",,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP06,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,2853,228520,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/799,799,expforsav799,image,expforsav799.jpg,https://objects.lib.uidaho.edu/expforest/expforsav799.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav799_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav799_th.jpg,
Same as shown in Plate XIX from a different angle,,"Plate XIX -A- caption: ""Same as shown in Plate XIX from a different angle.""",1911,,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Flat Nursery,,"Bonner County, Idaho",Priest River Experimental Forest; Benton Flat Nursery,48.35194444,-116.8402778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1911_P13,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,562,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/800,800,expforsav800,image,expforsav800.jpg,https://objects.lib.uidaho.edu/expforest/expforsav800.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav800_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav800_th.jpg,
Mature Western White Pine timber on the Clearwater Timber Company holdings [04],K.P. Davis,"Mature Western White Pine timber on the Clearwater Timber Company holdings, near Pierce, Idaho, and the Clearwater NF.",1930,Yes,United States--Idaho--Clearwater County--Pierce--Clearwater National Forest,,"Pierce, Idaho;Clearwater National Forest",,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP07,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,2854,228520,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/801,801,expforsav801,image,expforsav801.jpg,https://objects.lib.uidaho.edu/expforest/expforsav801.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav801_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav801_th.jpg,
Mature Western White Pine timber on the Clearwater Timber Company holdings [05],"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Mature Western White Pine timber on the Clearwater Timber Company holdings, near Pierce, Idaho, and the Clearwater NF.",1930,Yes,United States--Idaho--Clearwater County--Pierce--Clearwater National Forest,,"Pierce, Idaho;Clearwater National Forest",,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP08,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,2855,228522,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/802,802,expforsav802,image,expforsav802.jpg,https://objects.lib.uidaho.edu/expforest/expforsav802.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav802_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav802_th.jpg,
Mature Western White Pine timber on the Clearwater Timber Company holdings [01],"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Mature Western White Pine timber on the Clearwater Timber Company holdings, near Pierce, Idaho, and the Clearwater NF.",1930,Yes,United States--Idaho--Clearwater County--Pierce--Clearwater National Forest,,"Pierce, Idaho;Clearwater National Forest",,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP09,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,2856,228523,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/803,803,expforsav803,image,expforsav803.jpg,https://objects.lib.uidaho.edu/expforest/expforsav803.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav803_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav803_th.jpg,
Western white pine near Browns Creek,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970",Clearwater National Forest. Western white pine. Near Brown's Creek.,1925,yes,United States--Idaho--Clearwater County--Browns Creek--Clearwater National Forest,,Clearwater County;Browns Creek;Clearwater National Forest,,46.396405,-115.797067,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP10,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,2857,199137,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/804,804,expforsav804,image,expforsav804.jpg,https://objects.lib.uidaho.edu/expforest/expforsav804.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav804_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav804_th.jpg,
