objectid,filename,title,creator,date,archival_date,description,image_alt_text,subject,source,identifier,relation,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
kibbiedome198,soccer(3) 4-2-12.jpg,University of Idaho women's soccer team,Argonaut,2012,2012,University of Idaho women's soccer team versus Washington State University,Color photograph of two soccer teams playing each other. The women wear white and red uniforms. In the background are empty stadium stands.,soccer; soccer players; stadiums,"The Argonaut digital materials, UG 130, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug130_soccer(3) 4-2-12,,Image;StillImage,color digital photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv480809,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/soccer(3) 4-2-12.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/soccer(3) 4-2-12_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/soccer(3) 4-2-12_th.jpg
kibbiedome199,sullivan_matt_sf1.jpg,Matt Sullivan,Argonaut,2013,2013,Pole vaulter Matt Sullivan in the Kibbie Dome,Color photograph of a pole vaulter going over the pole. He wears a black singlet.,track and field; pole vault; stadiums,"The Argonaut digital materials, UG 130, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug130_sullivan_matt_sf1,,Image;StillImage,color digital photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv480809,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/sullivan_matt_sf1.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/sullivan_matt_sf1_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/sullivan_matt_sf1_th.jpg
kibbiedome200,ug113_47_1037-01.pdf,"On Pullman, Moscow Campuses",,1970,1970,"""On Pullman, Moscow Campuses"". Article outlining plans for athletics facilities on the University of Idaho campus in Moscow, 1970.",,campuses; sports; academic buildings,"Administration Building collection, UG 113, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug113_47_1037-01,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv758579,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug113_47_1037-01.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug113_47_1037-01_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug113_47_1037-01_th.jpg
kibbiedome201,ug13_25_599-12.pdf,To: Applicants for the position of manager,,1975,1974-1976,To: Applicants for the position of manager. Letter from the Student Stadium Board.,,stadiums; campuses; managers,"President's Office (Hartung) Records, UG 13, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug13_25_599-12,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv80377,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug13_25_599-12.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug13_25_599-12_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug13_25_599-12_th.jpg
kibbiedome202,ug13_25_599-14.pdf,Western Rock Concert Critique,,1975,1975-10-12,Western Rock Concert Critique. Memo outlining how a concert in the Kibbie Dome went from a facilities operation perspective. 2 pages.,,concerts (performances); critiques (events); memorandums,"President's Office (Hartung) Records, UG 13, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug13_25_599-14,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv80377,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug13_25_599-14.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug13_25_599-14_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug13_25_599-14_th.jpg
kibbiedome203,ug13_25_599-15.pdf,Boise State Game Critique,,1975,1971-10-11,Memo detailing how the October 1975 University of Idaho vs. Boise State University football game went from a facility operations perspective. 2 pages.,,sports; stadiums,"President's Office (Hartung) Records, UG 13, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug13_25_599-15,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv80377,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug13_25_599-15.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug13_25_599-15_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug13_25_599-15_th.jpg
kibbiedome204,ug13_25_599-17.pdf,William H. Kibbie dedication remarks,,1975,1975-10-11,"Remarks by William H. Kibbie during the dedication of the Kibbie Dome during the October 11, 1975 dedication. 3 pages.",,speakers (people); remarks,"President's Office (Hartung) Records, UG 13, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug13_25_599-17,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv80377,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug13_25_599-17.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug13_25_599-17_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug13_25_599-17_th.jpg
kibbiedome205,ug13_25_599-22.pdf,ASUI letter to the Argonaut regarding dome name,,1975,1975-09-01,"ASUI letter to the Argonaut regarding dome name, expressing concern that overuse of the term ""The Kibbie Dome"" failed to acknowledge the ASUI's role in funding and supporting the building.",,stadiums; names,"President's Office (Hartung) Records, UG 13, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug13_25_599-22,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv80377,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug13_25_599-22.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug13_25_599-22_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug13_25_599-22_th.jpg
kibbiedome206,ug13_25_599.pdf,Kibbie-ASUI Activity Center schedule,,1975,1976-01-05,Memo outlining the Kibbie-ASUI Activity Center schedule for the first week of spring semester 1976. 3 pages.,,schedules (time plans); stadiums; sports buildings,"President's Office (Hartung) Records, UG 13, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug13_25_599,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv80377,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug13_25_599.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug13_25_599_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug13_25_599_th.jpg
kibbiedome207,ug180_box1_folder1_002.pdf,Endorsements for U of I roof campaign,"Raunio, Elmer K.; Ehrenreich, John H.; Kempthorne, Dirk",1981,1980-1982,"Endorsements for U of I roof campaign from Elmer K. Raunio, John H. Ehrenreich, and Dirk Kempthorne.",,roofs; repairing; buildings,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder1_002,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder1_002.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder1_002_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder1_002_th.jpg
kibbiedome208,ug180_box1_folder1_003.pdf,Dome Dedication Oct. 11 is Culmination of Sports Complex Rebuilding,,1975,1975-10-06,"""Dome Dedication Oct. 11 is Culmination of Sports Complex Rebuilding."" Article for the University of Idaho General News, October 6, 1975. 2 pages.",,stadiums; dedications (ceremonies),"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder1_003,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder1_003.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder1_003_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder1_003_th.jpg
kibbiedome209,ug180_box1_folder1_007.pdf,"Kibbie-ASUI Activity Center, University of Idaho-Moscow Project Facts and Specifications",Cline Smull Hamill Associates,1976,1976-03-15,"Kibbie-ASUI Activity Center, University of Idaho-Moscow Project Facts and Specifications. 22 pages.",,architectural drawings (visual works); stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder1_007,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder1_007.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder1_007_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder1_007_th.jpg
kibbiedome210,ug180_box1_folder1_009.pdf,Idaho's Domed Multi-Purpose Center with a Roll-Up Football Field,,1978,1978-01,"""Idaho's Domed Multi-Purpose Center with a Roll-Up Football Field"". Article in Scholastic Coach, January 1978. 3 pages.",,football fields; stadiums; sports buildings,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder1_009,,Text,text document,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder1_009.pdf,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder1_009_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder1_009_th.jpg
kibbiedome211,ug180_box1_folder10_001.jpg,University of Idaho-Idaho State University football game [1],,1971,1971-10-09,University of Idaho-Idaho State University football game in Idaho Stadium.,Color photograph of a marching band and cheerleaders in formation on a football field. stands crowded with spectators are in the foreground and background.,football (sports); football fields; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder10_001,,Image;StillImage,color photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder10_001.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder10_001_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder10_001_th.jpg
kibbiedome212,ug180_box1_folder10_002.jpg,University of Idaho-Idaho State University football game [2],,1971,1971-10-09,University of Idaho-Idaho State University football game in Idaho Stadium.,"Two color photographs, vertically stacked. The top photo shows four football players on a football field, stands crowded with spectators in the background. The bottom photograph shows male and female cheerleaders standing in front of stands crowded with spectators. A red and white Carnation brand truck is parked atop a hillside beyond.",football (sports); football fields; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder10_002,,Image;StillImage,color photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder10_002.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder10_002_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder10_002_th.jpg
kibbiedome213,ug180_box1_folder10_006.jpg,University of Idaho-Idaho State University football game [3],,1971,1971-10-09,University of Idaho-Idaho State University football game in Idaho Stadium.,Color photograph of two football players and a bystander on a football field next to a dirt hillside.,football (sports); football fields; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder10_006,,Image;StillImage,color photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder10_006.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder10_006_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder10_006_th.jpg
kibbiedome214,ug180_box1_folder11_016.jpg,Construction worker in a bucket working on a roof arch [1],,1975,1975,"Construction workers working on a wooden roof arch, one in a bucket suspended from a crane and the other lying on the roof arch.","Black and white photograph of two men working on a wooden roof arch, one in a bucket suspended from a crane and the other lying on the roof arch.",construction sites; construction workers; construction equipment; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder11_016,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder11_016.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder11_016_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder11_016_th.jpg
kibbiedome215,ug180_box1_folder11_017.jpg,Construction worker in a bucket working on a roof arch [2],,1975,1975,Construction worker in a bucket working on a roof arch,Black and white photograph of one end of a wooden arch rising into the air. A worker in a bucket suspended by a crane works at the end of the arch.,construction sites; construction workers; construction equipment; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder11_017,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder11_017.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder11_017_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder11_017_th.jpg
kibbiedome216,ug180_box1_folder11_021.jpg,Onlookers watching Kibbie Dome construction,,1975,1975,Onlookers watching Kibbie Dome construction from a hillside.,Black and white photograph of people standing or lying on a grassy hillside behind a chain link fence.,construction sites; construction workers; construction equipment; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder11_021,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder11_021.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder11_021_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder11_021_th.jpg
kibbiedome217,ug180_box1_folder11_025.jpg,Construction worker in a bucket working on a roof arch [3],,1975,1975,Construction worker in a bucket working on a roof arch,"Black and white photograph of a person standing in a bucket suspended from a crane, approaching a wooden arch of an arched roof under construction.",construction sites; construction workers; construction equipment; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder11_025,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder11_025.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder11_025_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder11_025_th.jpg
kibbiedome218,ug180_box1_folder11_030.jpg,Worker at one end of a wooden arch,,1975,1975,A worker stands at one end of a wooden arch under construction,Black and white photograph of a man standing at one end of a wooden arch being installed as the roof of an enclosed stadium by a construction crane.,construction sites; construction workers; construction equipment; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder11_030,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder11_030.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder11_030_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder11_030_th.jpg
kibbiedome219,ug180_box1_folder11_033.jpg,First arch of the Kibbie Dome roof,,1975,1975,Wide view of a wooden arch under construction and group of workers in the stands,Black and white photograph of a wooden arch being maneuvered by construction cranes in an open air stadium.,construction sites; construction workers; construction equipment; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder11_033,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder11_033.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder11_033_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder11_033_th.jpg
kibbiedome220,ug180_box1_folder11_040.jpg,Construction workers working on wooden arch,,1975,1975,Construction workers working on wooden arch sitting on the ground.,Black and white photograph of men working on wooden beams connected by metal trusses. In the background are some evergreen trees.,construction sites; construction workers; construction equipment; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder11_040,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder11_040.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder11_040_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder11_040_th.jpg
kibbiedome221,ug180_box1_folder11_042.jpg,Construction workers on the Kibbie Dome construction site,,1975,1975,Three construction workers working on a wooden arch sitting on the ground.,Black and white photograph of three men working on a wooden beam that sits on the ground.,construction sites; construction workers; construction equipment; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder11_042,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder11_042.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder11_042_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder11_042_th.jpg
kibbiedome222,ug180_box1_folder11_048.jpg,Kibbie Dome construction site [4],,1975,1975,"Car parked outside of the fenced off Kibbie Dome construction area, wooden arches and machinery in the background",Black and white photograph of a car parked next to a construction site filled with wooden arches mounted on steel trusses.,construction sites; construction equipment; stadiums,"Department of Athletics Kibbie Dome collection, UG 180, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug180_box1_folder11_048,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv488199,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/ug180_box1_folder11_048.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/ug180_box1_folder11_048_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/ug180_box1_folder11_048_th.jpg
