objectid,parentid,title,creator,recipient ,date,approximated_date,archival_date,description,subject,location,latitude,longitude,source,filename,identifier,type,format,format_original,findingaid,digital_collection,contributing_institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,object_transcript
cougar-dave_260,,Extension Agreement,"Taylor, Jess R.; Taylor, Dorothy M.",The Regents of the University of Idaho,1969-02-14,,14 February 1969,An 'Extension Agreement' document by the Taylors for The Regents of the University of Idaho.,extensions; agreements; documents; regents,"Boise, Idaho",43.61494622,-116.2019718,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-030p004.pdf,mg190_b1_f13-030p004,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-030p004.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-030p004_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-030p004_th.jpg,
cougar-dave_261,,Memorandum of Agreement,,,,1969-05,December 1899,A memorandum of agreement for 1977 through 1982 for the Taylor Ranch airstrip.,memos; memorandums; agreements; ranches; airstrips,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-031p001.pdf,mg190_b1_f13-031p001,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-031p001.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-031p001_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-031p001_th.jpg,
cougar-dave_262,,Memorandum to Albert W. Erickson,"Warren, Jon","Erickson, Albert W.",1971-09-07,,07 September 1971,A memorandum on the guiding operations at the Taylor Ranch.,memos; memorandums; operations; ranches,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-031p003.pdf,mg190_b1_f13-031p003,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-031p003.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-031p003_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-031p003_th.jpg,
cougar-dave_263,,Memorandum to John Warren,"Warren, John","Erickson, Albert W.",1971-09-02,,02 September 1971,A memorandum about an enclosed correspondance for the Guide operation at the Taylor Ranch.,memos; memorandums; operations; ranches,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-031p004.pdf,mg190_b1_f13-031p004,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-031p004.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-031p004_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-031p004_th.jpg,
cougar-dave_264,,Letter to Dr. Carter,,Dr. Carter,1971-09-28,,28 September 1971,A message about a lease delivery.,letters; messages; leases; delivery,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-031p005.pdf,mg190_b1_f13-031p005,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-031p005.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-031p005_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-031p005_th.jpg,
cougar-dave_265,,Message and check,"Potts, Stanley",,,,undated,Photocopy of a handwritten message from Stanley Potts and a check to the University of Idaho. ,checks; messages; ,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-031p006.pdf,mg190_b1_f13-031p006,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-031p006.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-031p006_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-031p006_th.jpg,
cougar-dave_266,,Memorandum on the Taylor Ranch Agreement,"Hornocker, M. G.","Watts, Joe",1970-05-11,,11 May 1970,A memorandum on the enclosed Taylor Ranch Agreement for the Regents signature.,memos; memorandums; ranches; agreements; documents; regents; signatures,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-031p007.pdf,mg190_b1_f13-031p007,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-031p007.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-031p007_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-031p007_th.jpg,
cougar-dave_267,,Memorandum to Don Amos,"McKinney, David L.","Amos, Don",1982-06-24,,24 June 1982,"A memorandum to Don Amos simply stating ""Please review and make recommendations"".",memos; memorandums; reviews; recommendations,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-032.pdf,mg190_b1_f13-032,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-032.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-032_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-032_th.jpg,
cougar-dave_268,,Claim Voucher,,"Hourihan, Tina; Hourihan, Cornelius",1982-10-07,,07 October 1982,A claim voucher on the Taylor Ranch building.,claims; claim voucher; ranches; payments,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-033.pdf,mg190_b1_f13-033,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-033.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-033_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-033_th.jpg,
cougar-dave_269,,Letter to David L. McKinney,"Hourihan, Tina; Hourihan, Cournelius","McKinney, David L.",1982-09-23,,23 September 1982,A letter to David L. McKinney about an accompanying enclosed Taylor Ranch agreement document.,letters; enclosures; agreements; documents,"Office of Financial Affairs, Moscow, Idaho 83843",46.72868548,-117.0070885,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-034p001.pdf,mg190_b1_f13-034p001,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-034p001.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-034p001_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-034p001_th.jpg,
cougar-dave_270,,Letter to the Hourihans,"McKinney, David L.","Hourihan, Tina; Hourihan, Cournelius",1982-08-25,,25 August 1982,A letter to the Hourihans about the University of Idaho receiving ownership of several buildings on the Taylor Ranch property.,letters; ownerships; titles; property; buildings,"Taylor Ranch Outfitters, Air Route Taylor Ranch, Cascade, Idaho 83611",45.10317762,-114.8506796,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-034p002.pdf,mg190_b1_f13-034p002,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-034p002.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-034p002_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-034p002_th.jpg,
cougar-dave_271,,Memorandum about the Taylor Ranch building and attached letter,"Amos, Don; Mc Kinney, David L.","Krumpe, Ed; Hourihan, Tina; Hourihan, Cornelius",1982-08-26,,26 August 1982,A memorandum about an enclosed letter of agreement. A letter to Tina and Cornelius Hourihan on the University of Idaho paying for the Hourihans' buildings on Taylor Ranch.,memos; memorandums; buildings; letters; ranches; payments; titles of ownership,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-035.pdf,mg190_b1_f13-035,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-035.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-035_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-035_th.jpg,
cougar-dave_272,,Taylor Ranch Appraisal Report,"Rudd, Terry R.",University of Idaho,1982-06-10,,10 June 1982,"An appraisal report of Taylor Ranch consisting of but not limited to a letter, appraisal purpose, photographs, maps, building conditions, and valuation estimates.",appraising; valuation note; appraisal note; appraisals (financial records); letter; photographs; maps; building conditions,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-036.pdf,mg190_b1_f13-036,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-036.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-036_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-036_th.jpg,
cougar-dave_273,,Letter on land gift,"Spence, James M.","McKinney, David L.",1984-10-29,,29 October 1984,A letter from James M. Spence on his concerns of the future use of his land donation to the University of Idaho.,letters; gifts; donations; land; land use,"Office of Financial Affairs, University of Idaho, Moscow, Idaho",46.72856815,-117.0072171,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-037.pdf,mg190_b1_f13-037,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-037.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-037_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-037_th.jpg,
cougar-dave_274,,Letter About a Land Donation and Land Acreage Exchange Map,"McKinney, David L.","Spence, James M.",1984-10-15,,15 October 1984,A letter from David L. McKinney explaining how James M. Spence's land donation maybe used in a land exchange with the U.S. Forest Service.,letters; gifts; donations; land; land use; exchanges; forest service,"7324 Linden Drive, Anchorage, Alaska 99502",61.15429469,-149.9431981,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-038.pdf,mg190_b1_f13-038,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-038.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-038_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-038_th.jpg,
cougar-dave_275,,Memorandum on a land exchange proposal,"Amos, Don A.","McKinney, Dave",1984-10-03,,03 October 1984,A memorandum on a proposed land exhange of forty donated acres with the U.S. Forest Service and alerting the donation owner out of courtesy.,memos; memorandums; acres; land; forest service; exchanges,"Office of Financial Affairs, University of Idaho, Moscow, Idaho",46.72856815,-117.0072171,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-039.pdf,mg190_b1_f13-039,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-039.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-039_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-039_th.jpg,
cougar-dave_276,,Letter about land donation draft,"McKinney, David L.","Spence, James M.",1984-09-24,,24 September 1984,A draft of a letter from David L. McKinney explaining how James M. Spence's land donation maybe used in a land exchange with the U.S. Forest Service.,letters; gifts; donations; land; land use; exchanges; forest service; drafts,"7324 Linden Drive, Anchorage, Alaska 99502",61.15429469,-149.9431981,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-040.pdf,mg190_b1_f13-040,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-040.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-040_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-040_th.jpg,
cougar-dave_277,,"Memorandum on a Letter Draft, Letter About a Land Donation Draft, Land Acreage Exchange Map","Amos, Don A.","Bottger, Dick",1984-09-24,,24 September 1984,A memorandum asking for a review of a letter draft to James Spence. A draft of a letter from David L. McKinney explaining how James M. Spence's land donation maybe used in a land exchange with the U.S. Forest Service.,memos; memorandums; land; exchanges; letters; drafts; gifts; donations; land use; forest service,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-043.pdf,mg190_b1_f13-043,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-043.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-043_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-043_th.jpg,
cougar-dave_278,,Sticky note message and letter draft,,"Steele, Bob",,1984-09-24,30 December 1899,A sticky note message asking to review a letter. Letter draft and acreage map included.,sticky notes; messages,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-044.pdf,mg190_b1_f13-044,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-044.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-044_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-044_th.jpg,
cougar-dave_279,,Memorandum on a Land Exchange,"Bottger, Dick","Amos, Don",1984-09-24,,24 September 1984,A memorandum on land exchange documents.,memos; memorandums; land; exchanges; letters; documents,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-045.pdf,mg190_b1_f13-045,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-045.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-045_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-045_th.jpg,
cougar-dave_280,,Memorandum on a U.S. Forest Service Land Exchange,"Gibb, Richard D.","McKinney, David L.",1984-09-17,,17 September 1984,A memorandum on a U.S. Forest Service land exchange with mention to a Jon Warren and Ernie Ables about the land proposal.,memos; memorandums; land; exchanges,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-046.pdf,mg190_b1_f13-046,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-046.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-046_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-046_th.jpg,
cougar-dave_281,,Message on Land Exchange with U.S. Forest Service,"Ables, E.D.",McKinney,1984-09-14,,14 September 1984,A message to Vice President McKinney about proceeding with the U.S. Forest Service land exchange. Two yellow sticky notes with handwritten cursive messages accompany the page.,messages; procedures; forest service; land; exchange; sticky notes; handwritten; cursive,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-047.pdf,mg190_b1_f13-047,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-047.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-047_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-047_th.jpg,
cougar-dave_282,,Memorandum to David L. McKinney,"Amos, Don A.","McKinney, David L.",1984-09-13,,13 September 1984,"A memorandum to David McKinney on a U.S, Forest Service land exchange. Memorandum information includes but is not limited to a Scenic Easement Deed, land title, Statement of Interest form and an ""Exchange Process"" paper.",memos; memorandums; land; exchanges; documents,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-048.pdf,mg190_b1_f13-048,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-048.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-048_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-048_th.jpg,
cougar-dave_283,,Exchange Process Document,,,,1984-09-13,30 December 1899,"A document titled ""Exchange Process"" with information including but not limited to a Statement of Intent form, Preliminary Environmental Assessment, payments, and deeds.",documents; forms; statements; land; exchanges; environment; assessment,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-050.pdf,mg190_b1_f13-050,Text,application/pdf,document,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-050.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-050_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-050_th.jpg,
