objectid,title,creator,date,date_is_approximate,description,subject,subject_lcsh,subject_lctgm,location_depicted,idaho_county,location,latitude,longitude,identifier,source,rights,rightsstatement,findingaid,digital_collection,holding_institution,format_original,type,format,digital_identifier,date_digital,language,web site,digital_specifications,original reference url,original contentdm number,date created,cdm_url,cdmid,display_template,filename,object_location,image_small,image_thumb
barstock10,"Wallace (Idaho), Forest fire 1910 [09]","Barnard Studio (Wallace, Idaho)",1910-08-25,,"Image of Wallace, Idaho after the fire of August 20, 1910.",fires; buildings (structures); railroads; railroad cars,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Debris;  Buildings;  Bricks;  Cities and towns,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.471605,-115.922208,PG 8-X089b,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00089b,2009-03-11,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,341",341,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/10,10,image,barstock10.jpg,https://objects.lib.uidaho.edu/barstock/barstock10.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock10_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock10_th.jpg
barstock11,"Wallace (Idaho), Forest fire 1910 [08]","Barnard Studio (Wallace, Idaho)",1910-08-25,,"Image of Wallace, Idaho after the fire of August 20, 1910. Caption on front: ""General view from Samuel's Hotel, showing Oregon, Washington Railroad and Navigation station, August 20, 1910""",fires; buildings (structures); railroads; railroad cars,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Debris;  Buildings;  Bricks;  Cities and towns,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.471625,-115.922228,PG 8-X090,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00090,2009-03-11,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,342",342,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/11,11,image,barstock11.jpg,https://objects.lib.uidaho.edu/barstock/barstock11.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock11_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock11_th.jpg
barstock12,"Wallace (Idaho), City Dairy [01]","Barnard Studio (Wallace, Idaho)",1920,yes,Interior view of a dairy where cows being milked by machine.,dairy barns; business (commercial function),"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Milking;  Dairy cattle,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.473379,-115.923749,PG 8-X005a,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00005a,2009-02-18,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,229",229,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/12,12,image,barstock12.jpg,https://objects.lib.uidaho.edu/barstock/barstock12.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock12_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock12_th.jpg
barstock13,"Wallace (Idaho), Forest fire of 1910, Samuel's Hotel","Barnard Studio (Wallace, Idaho)",1910-08-22,,"Image of Wallace, Idaho after the fire of August 20, 1910, shows the corner of Samuel's Hotel on August 22, 1910.",fires; buildings (structures); groups of people; wagons (cargo vehicles),"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections; Horses",Debris;  Buildings;  Bricks;  Cities and towns;  Men,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.471645,-115.922248,PG 8-X092,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00092,2009-03-11,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,344",344,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/13,13,image,barstock13.jpg,https://objects.lib.uidaho.edu/barstock/barstock13.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock13_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock13_th.jpg
barstock14,"Wallace (Idaho), Forest fire 1910 [07]","Barnard Studio (Wallace, Idaho)",1910-08-22,,"Image of Wallace, Idaho after the fire of August 20, 1910.",fires; buildings (structures); groups of people,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Debris;  Buildings;  Bricks;  Cities and towns;  Men;  Women,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.471635,-115.922238,PG 8-X091a,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00091a,2009-03-11,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,343",343,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/14,14,image,barstock14.jpg,https://objects.lib.uidaho.edu/barstock/barstock14.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock14_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock14_th.jpg
barstock15,"Wallace (Idaho), Flood of 1896","Barnard Studio (Wallace, Idaho)",1896-03-01,yes,"Image is of Wallace, Idaho after the flood of 1896. Caption on front: ""Results of flood on placer creek, Wallace, Idaho late in November 1896. Similar flood occurred late in January, 1894 but no photos available. These were flash floods as result of deep snow, heavy rains, Chinook winds that removed the snow very fast.""",buildings (structures); groups of people; floods (natural events),"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Debris;  Wooden Buildings;  Cities and towns;  Men;  Women,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.475761,-115.931272,PG 8-X093,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00093,2009-03-11,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,345",345,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/15,15,image,barstock15.jpg,https://objects.lib.uidaho.edu/barstock/barstock15.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock15_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock15_th.jpg
barstock16,"Wallace (Idaho), Flood of 1906 [04]","Barnard Studio (Wallace, Idaho)",1906-11-15,,"Image is of Wallace, Idaho after the Canyon Creek flood November 15, 1906.",buildings (structures); floods (natural events),"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Debris;  Wooden Buildings;  Cities and towns,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.472115,-115.915994,PG 8-X094,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00094,2009-03-17,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,346",346,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/16,16,image,barstock16.jpg,https://objects.lib.uidaho.edu/barstock/barstock16.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock16_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock16_th.jpg
barstock17,"Wallace (Idaho), Flood of 1897","Barnard Studio (Wallace, Idaho)",1897,yes,"Image is of Wallace, Idaho after the flood of 1897.",buildings (structures); dwellings; floods (natural events),"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Debris;  Wooden Buildings;  Cities and towns,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.475772,-115.931287,PG 8-X095a,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00095a,2009-03-17,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,347",347,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/17,17,image,barstock17.jpg,https://objects.lib.uidaho.edu/barstock/barstock17.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock17_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock17_th.jpg
barstock18,Coeur d'Alene cut off [01],"Barnard Studio (Wallace, Idaho)",1913,yes,Image shows a scenic view of the N.P. [Northern Pacific] train on the South bridge.,railroad bridges; steam locomotives,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections; Mine railroad trains; Railroad tracks",Steam engines;  Railroad bridges,United States - Idaho,Shoshone County,,,,PG 8-X049a,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00049a,2009-02-20,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,280",280,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/18,18,image,barstock18.jpg,https://objects.lib.uidaho.edu/barstock/barstock18.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock18_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock18_th.jpg
barstock19,"Wallace (Idaho), Flood of 1906 [02]","Barnard Studio (Wallace, Idaho)",1906-11-15,,"Image is of Wallace, Idaho after the Canyon Creek flood November 15, 1906.",buildings (structures); groups of people; railroads; floods (natural events),"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Debris;  Wooden Buildings;  Cities and towns;  Men;  Women,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.472115,-115.915984,PG 8-X096,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00096,2009-03-17,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,348",348,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/19,19,image,barstock19.jpg,https://objects.lib.uidaho.edu/barstock/barstock19.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock19_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock19_th.jpg
barstock20,"Wallace (Idaho), Flood of 1906 [03]","Barnard Studio (Wallace, Idaho)",1906-11-15,,"Image is of Wallace, Idaho after the Canyon Creek flood November 15, 1906.",buildings (structures); groups of people; floods (natural events),"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Debris;  Wooden Buildings;  Buildings;  Bricks;  Cities and towns;  Men,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.472125,-115.915974,PG 8-X097,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00097,2009-03-17,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,349",349,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/20,20,image,barstock20.jpg,https://objects.lib.uidaho.edu/barstock/barstock20.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock20_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock20_th.jpg
barstock21,"Wallace (Idaho), Wallace High School, Gymnasium, 1915","Barnard Studio (Wallace, Idaho)",1915-05-27,,"Interior view of the Wallace High School Gymnasium, May 27, 1915. Students are pictured using various gymnastic equipment.",groups of people; gymnasiums,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.473851,-115.926165,PG 8-X098,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00098,2009-03-17,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,350",350,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/21,21,image,barstock21.jpg,https://objects.lib.uidaho.edu/barstock/barstock21.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock21_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock21_th.jpg
barstock22,"Burke (Idaho), Gorge Gulch, 1907","Barnard Studio (Wallace, Idaho)",1907,yes,"A distant view of Gorge Gulch and Burke, Idaho in May 1907. Caption on back: ""Benton Mag. Ce. Dump""",buildings (structures); dwellings; railroads,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Wooden Buildings;  Houses;  Cities and towns,United States - Idaho - Shoshone County - Burke,Shoshone County,"Burke, Idaho",47.522356,-115.81256,PG 8-X099,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00099,2009-03-17,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,351",351,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/22,22,image,barstock22.jpg,https://objects.lib.uidaho.edu/barstock/barstock22.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock22_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock22_th.jpg
barstock23,"Wallace (Idaho), City Dairy [02]","Barnard Studio (Wallace, Idaho)",1920,yes,Interior view of a dairy where cows being milked by machine.,dairy barns; business (commercial function),"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Milking;  Dairy cattle,United States - Idaho - Shoshone County - Wallace,Shoshone County,"Wallace, Idaho",47.473379,-115.923749,PG 8-X005b,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",8x10 black and white glass negative,Image;StillImage,image/jpeg,8-X00005b,2009-02-18,eng,http://www.lib.uidaho.edu/digital/barstock/,"300 dpi grayscale, Scanned from a 8 x 10 black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,230",230,2011-12-16,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/23,23,image,barstock23.jpg,https://objects.lib.uidaho.edu/barstock/barstock23.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock23_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock23_th.jpg
