objectid,title,description,date,date is approximate,subject,latitude,longitude,digital collection,source,donor,box number,identifier,rights,rightsstatement,format original,type,format,cdmid,contentdm file name,display_template,filename,object_location,image_small,image_thumb,errors
stonebraker505,Hunting with Juno [04],"The Stonebraker's dog, Juno, hunts near the Clearwater River.",1903,yes,dogs; hunting;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 259",PG26-S2-031,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,2.75x3.25 black and white print,Image;StillImage,image/jpeg,505,506.jp2,image,stonebraker505.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker505.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker505_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker505_th.jpg,""
stonebraker506,Camping near Thunder Mountain [07],Three canvas tents are joined together in the middle of the forest.,1903,yes,tents; forests; camp sites;,44.965051,-115.164111,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 410",PG26-S3-102,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,506,507.jp2,image,stonebraker506.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker506.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker506_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker506_th.jpg,""
stonebraker507,River Canyon [02],A scenic view of the river rounding a bend near Campbell's Ferry.,1905,yes,rivers; mountains;,45.484623,-115.338667,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 412",PG26-S3-104,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,507,508.jp2,image,stonebraker507.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker507.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker507_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker507_th.jpg,""
stonebraker508,Camping near Thunder Mountain [08],Horses and men stand near tents at the camp site.,1903,yes,horses; tents; camp sites;,44.965051,-115.164111,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 411",PG26-S3-103,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,508,509.jp2,image,stonebraker508.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker508.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker508_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker508_th.jpg,""
stonebraker509,Elk hunting [03],A hunter sits from a post high above the ground with a rifle waiting for elk.,1903,yes,hunters; rifles; mountains;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 413",PG26-S3-105,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,509,510.jp2,image,stonebraker509.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker509.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker509_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker509_th.jpg,""
stonebraker510,Stonebraker hunting trip [04],Three dogs practice treeing a cougar cub. The cub is chained. This was a common way for dogs to learn to tree game animals. Near a cabin on the Werdenhoff property at Big Creek.,1930,yes,snow; winter; dogs; cougars;,45.6239,-115.5136,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 414",PG26-S3-106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.25x5.25 black and white print,Image;StillImage,image/jpeg,510,511.jp2,image,stonebraker510.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker510.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker510_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker510_th.jpg,""
stonebraker511,Scenic view of river,A view of the river with trees just beyond the bank.,1905,yes,rivers; mountains;,45.487436,-115.333635,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 415",PG26-S3-107,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,511,512.jp2,image,stonebraker511.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker511.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker511_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker511_th.jpg,""
stonebraker512,"Hunting near Roosevelt, Idaho [03]","A man stands in a meadow wearing lace-up boots, a hat, and has two pistol holders around his waist.",1902,yes,guns; pistols; hunting;,44.967261,-115.16787,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 416",PG26-S3-108,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,512,513.jp2,image,stonebraker512.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker512.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker512_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker512_th.jpg,""
stonebraker513,Scenic view of mountains [11],View from the trail of snow-capped mountains with forested hills in the foreground.,1905,yes,mountains; forests;,45.401972,-115.254846,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 417",PG26-S3-109,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,513,514.jp2,image,stonebraker513.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker513.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker513_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker513_th.jpg,""
stonebraker514,Stonebraker hunting trip [05],Silver fox hanging from snare in a tree near a cabin at Big Creek.,1930,yes,winter; snow; foxes;,45.6239,-115.5136,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 418",PG26-S3-110,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white print,Image;StillImage,image/jpeg,514,515.jp2,image,stonebraker514.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker514.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker514_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker514_th.jpg,""
stonebraker515,Elk trophy [02],A harvested mule deer buck hangs from a wooden beam with a rifle nearby. A brick building storefront and automobile is in the background.,1920,yes,exterior views; rifles; guns; elk; animal trophies;,46.399484,-117.003273,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 419",PG26-S3-111,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,515,516.jp2,image,stonebraker515.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker515.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker515_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker515_th.jpg,""
stonebraker516,W.A. Stonebraker and dogsled team [02],A dog sits in the snow waiting for the pack to catch up. Stonebraker pushes behind the sled through the snow.,1927,yes,horses; snow; sleds; dogs; forests;,45.389782,-115.198343,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 420",PG26-S3-112,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,516,517.jp2,image,stonebraker516.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker516.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker516_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker516_th.jpg,""
stonebraker517,Sumner Stonebraker,Sumner Stonebraker (right) poses with an unidentified man near the exterior of a building. The photo caption reads: 'Honey get your gun.',1902,yes,portraits; exterior views; wooden buildings;,44.966538,-115.172905,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 421",PG26-S3-113,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,517,518.jp2,image,stonebraker517.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker517.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker517_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker517_th.jpg,""
stonebraker518,Camping near Thunder Mountain [09],View of a campsite with tents and horses in a forested area.,1903,yes,camp sites; tents; horses;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 422",PG26-S3-114,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,518,519.jp2,image,stonebraker518.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker518.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker518_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker518_th.jpg,""
stonebraker519,Camping near Thunder Mountain [10],Canvas tent with a clothesline in a forested area.,1903,yes,tents; forests; camp sites; camping;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 423",PG26-S3-115,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,519,520.jp2,image,stonebraker519.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker519.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker519_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker519_th.jpg,""
stonebraker520,Elk hunting [04],A hunter sits from a post high above the ground with a rifle waiting for elk.,1903,yes,hunters; rifles; forests;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 424",PG26-S3-116,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,520,521.jp2,image,stonebraker520.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker520.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker520_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker520_th.jpg,""
stonebraker521,Burro near Clearwater River,Jack the burro stands near the bank of the Clearwater River.,1903,yes,mules; rivers;,46.100672,-115.951638,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 261",PG26-S2-033,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpeg,521,522.jp2,image,stonebraker521.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker521.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker521_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker521_th.jpg,""
stonebraker522,Girl with baby bear,A young girl walks in an orchard holding a baby bear. A ladder is in the background.,1903,yes,children; orchards; bears;,46.092017,-115.974895,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 425",PG26-S3-117,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,522,523.jp2,image,stonebraker522.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker522.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker522_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker522_th.jpg,""
stonebraker523,Bear Carcass in the Snow,A harvested black bear lays on a tarp in a snowy field.,1903,yes,snow; winter; bears; carcasses; hunting; animal trophies;,45.51445,-115.547199,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 427",PG26-S3-119,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,523,524.jp2,image,stonebraker523.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker523.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker523_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker523_th.jpg,""
stonebraker524,Hunting near Big Creek [04],Two hunters hold rifles staring out into the distance. Three horses stand with supplies packed to their backs.,1903,yes,hunting; rifles; guns; horses;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 426",PG26-S3-118,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,524,525.jp2,image,stonebraker524.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker524.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker524_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker524_th.jpg,""
stonebraker525,Log fence in the snow,A log fence in the snow provides a perimeter at the Stonebraker Ranch.,1903,yes,fences; snow; winter;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 428",PG26-S3-120,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,525,526.jp2,image,stonebraker525.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker525.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker525_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker525_th.jpg,""
stonebraker526,Scenic view of mountains [12],View from the trail of mountain covered in trees.,1905,yes,mountains; forests;,45.401972,-115.254846,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 429",PG26-S3-121,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,526,527.jp2,image,stonebraker526.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker526.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker526_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker526_th.jpg,""
stonebraker527,Children with burros,Three children hold the reigns and sit on top of pack train burros near the Clearwater River.,1903,yes,mules; children; rivers;,46.100672,-115.951638,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 260",PG26-S2-032,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.5 black and white print,Image;StillImage,image/jpeg,527,528.jp2,image,stonebraker527.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker527.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker527_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker527_th.jpg,""
stonebraker528,"Village of Roosevelt, Idaho [04]","Wooden buildings in the mining town of Roosevelt, Idaho. A dog stands in the foreground with snow on the ground.",1902,yes,dogs; snow; winter; wooden buildings; log cabins; exterior views; mining towns;,44.966538,-115.172905,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 430",PG26-S3-122,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,528,529.jp2,image,stonebraker528.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker528.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker528_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker528_th.jpg,""
stonebraker529,Men sawing trees,Three men among downed trees.,1903,yes,trees; forests; hand saws;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 431",PG26-S3-123,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,529,530.jp2,image,stonebraker529.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker529.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker529_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker529_th.jpg,""
