objectid,parentid,title,creator,location,latitude,longitude,date,recipient,recipient_location,description,subject,source,type,format,language,rights,rightsstatement,identifier,display_template,filename,object_location,image_small,image_thumb,image_alt_text,object_transcript
mosher165,mosher164,,,,,,,,,,,,,application/pdf,,,,mg118_folder29_01,pdf,mg118_folder29_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder29_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder29_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder29_01_th.jpg,,/objects/mosher029-01.md
mosher166,mosher164,,,,,,,,,,,,,application/pdf,,,,mg118_folder29_02,pdf,mg118_folder29_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder29_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder29_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder29_02_th.jpg,,/objects/mosher029-02.md
mosher167,mosher164,,,,,,,,,,,,,application/pdf,,,,mg118_folder29_03,pdf,mg118_folder29_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder29_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder29_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder29_03_th.jpg,,
mosher168,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1865-01-15","Mosher, Raycide","Savannah, Georgia",32.0840395,-81.09000581,1865-01-15,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of Raycide's experience marching toward Savannah and what he would like done with his sheep.",soldiers; civil wars; sheep raising,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder30_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder30_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder30_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder30_01_th.jpg,,/objects/mosher030.md
mosher169,mosher168,,,,,,,,,,,,,application/pdf,,,,mg118_folder30_01,pdf,mg118_folder30_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder30_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder30_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder30_01_th.jpg,,/objects/mosher030-01.md
mosher170,mosher168,,,,,,,,,,,,,application/pdf,,,,mg118_folder30_02,pdf,mg118_folder30_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder30_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder30_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder30_02_th.jpg,,/objects/mosher030-02.md
mosher171,mosher168,,,,,,,,,,,,,application/pdf,,,,mg118_folder30_03,pdf,mg118_folder30_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder30_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder30_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder30_03_th.jpg,,/objects/mosher030-03.md
mosher172,mosher168,,,,,,,,,,,,,application/pdf,,,,mg118_folder30_04,pdf,mg118_folder30_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder30_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder30_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder30_04_th.jpg,,/objects/mosher030-04.md
mosher173,mosher168,,,,,,,,,,,,,application/pdf,,,,mg118_folder30_05,pdf,mg118_folder30_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder30_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder30_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder30_05_th.jpg,,
mosher174,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1865-01-28","Mosher, Raycide","Beaufort, South Carolina",32.43139792,-80.67145264,1865-01-28,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes discussion of Raycide's movement from Savannah toward Charleston.",soldiers; civil wars; military campaigns,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder31_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder31_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder31_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder31_01_th.jpg,,/objects/mosher031.md
mosher175,mosher174,,,,,,,,,,,,,application/pdf,,,,mg118_folder31_01,pdf,mg118_folder31_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder31_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder31_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder31_01_th.jpg,,/objects/mosher031.md
mosher176,mosher174,,,,,,,,,,,,,application/pdf,,,,mg118_folder31_02,pdf,mg118_folder31_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder31_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder31_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder31_02_th.jpg,,
mosher177,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1865-01-29","Mosher, Raycide","Beaufort, South Carolina",32.43139792,-80.67145264,1865-01-29,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes discussion of General Sherman's military actions and some land that Raycide would like to purchase.",soldiers; civil wars; military campaigns,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder32_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder32_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder32_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder32_01_th.jpg,,/objects/mosher032.md
mosher178,mosher177,,,,,,,,,,,,,application/pdf,,,,mg118_folder32_01,pdf,mg118_folder32_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder32_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder32_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder32_01_th.jpg,,/objects/mosher032-01.md
mosher179,mosher177,,,,,,,,,,,,,application/pdf,,,,mg118_folder32_02,pdf,mg118_folder32_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder32_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder32_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder32_02_th.jpg,,/objects/mosher032-02.md
mosher180,mosher177,,,,,,,,,,,,,application/pdf,,,,mg118_folder32_03,pdf,mg118_folder32_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder32_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder32_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder32_03_th.jpg,,/objects/mosher032-03.md
mosher181,mosher177,,,,,,,,,,,,,application/pdf,,,,mg118_folder32_04,pdf,mg118_folder32_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder32_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder32_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder32_04_th.jpg,,/objects/mosher032-04.md
mosher182,mosher177,,,,,,,,,,,,,application/pdf,,,,mg118_folder32_05,pdf,mg118_folder32_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder32_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder32_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder32_05_th.jpg,,
mosher183,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1865-03-25","Mosher, Raycide","Goldsboro, North Carolina",35.38616314,-77.99514002,1865-03-25,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes discussion of General Sherman's military actions and Raycide's reflections on the landscape of the Carolinas.",soldiers; civil wars; military campaigns,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder33_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder33_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder33_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder33_01_th.jpg,,/objects/mosher033.md
mosher184,mosher183,,,,,,,,,,,,,application/pdf,,,,mg118_folder33_01,pdf,mg118_folder33_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder33_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder33_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder33_01_th.jpg,,/objects/mosher033-01.md
mosher185,mosher183,,,,,,,,,,,,,application/pdf,,,,mg118_folder33_02,pdf,mg118_folder33_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder33_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder33_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder33_02_th.jpg,,/objects/mosher033-02.md
mosher186,mosher183,,,,,,,,,,,,,application/pdf,,,,mg118_folder33_03,pdf,mg118_folder33_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder33_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder33_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder33_03_th.jpg,,/objects/mosher033-03.md
mosher187,mosher183,,,,,,,,,,,,,application/pdf,,,,mg118_folder33_04,pdf,mg118_folder33_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder33_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder33_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder33_04_th.jpg,,/objects/mosher033-04.md
mosher188,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1865-03-27","Mosher, Raycide","Goldsboro, North Carolina",35.38616314,-77.99514002,1865-03-27,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes Raycide's advice to his family members and plans for after the war.",soldiers; civil wars; family life,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder34_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder34_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder34_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder34_01_th.jpg,,/objects/mosher034.md
mosher189,mosher188,,,,,,,,,,,,,application/pdf,,,,mg118_folder34_01,pdf,mg118_folder34_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder34_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder34_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder34_01_th.jpg,,/objects/mosher034-01.md
mosher190,mosher188,,,,,,,,,,,,,application/pdf,,,,mg118_folder34_02,pdf,mg118_folder34_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder34_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder34_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder34_02_th.jpg,,/objects/mosher034-02.md
mosher191,mosher188,,,,,,,,,,,,,application/pdf,,,,mg118_folder34_03,pdf,mg118_folder34_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder34_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder34_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder34_03_th.jpg,,/objects/mosher034-03.md
mosher192,mosher188,,,,,,,,,,,,,application/pdf,,,,mg118_folder34_04,pdf,mg118_folder34_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder34_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder34_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder34_04_th.jpg,,/objects/mosher034-04.md
mosher193,mosher188,,,,,,,,,,,,,application/pdf,,,,mg118_folder34_05,pdf,mg118_folder34_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder34_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder34_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder34_05_th.jpg,,
mosher194,,"Raycide Mosher to Sarah ""Sally"" Mosher, 1865-04-06","Mosher, Raycide","Goldsboro, North Carolina",35.38616314,-77.99514002,1865-04-06,"Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his mother, Sarah ""Sally"" Mosher; includes discussion of the war's progress and life around camp.",soldiers; civil wars; military camps,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder35_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder35_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder35_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder35_01_th.jpg,,/objects/mosher035.md
mosher195,mosher194,,,,,,,,,,,,,application/pdf,,,,mg118_folder35_01,pdf,mg118_folder35_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder35_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder35_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder35_01_th.jpg,,/objects/mosher035-01.md
mosher196,mosher194,,,,,,,,,,,,,application/pdf,,,,mg118_folder35_02,pdf,mg118_folder35_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder35_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder35_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder35_02_th.jpg,,/objects/mosher035-02.md
mosher197,mosher194,,,,,,,,,,,,,application/pdf,,,,mg118_folder35_03,pdf,mg118_folder35_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder35_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder35_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder35_03_th.jpg,,/objects/mosher035-03.md
mosher198,mosher194,,,,,,,,,,,,,application/pdf,,,,mg118_folder35_04,pdf,mg118_folder35_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder35_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder35_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder35_04_th.jpg,,/objects/mosher035-04.md
mosher199,mosher194,,,,,,,,,,,,,application/pdf,,,,mg118_folder35_05,pdf,mg118_folder35_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder35_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder35_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder35_05_th.jpg,,
mosher200,,"Raycide Mosher to Mosher family, 1865-04-24","Mosher, Raycide","Raleigh, North Carolina",35.7837588,-78.64282891,1865-04-24,Mosher family,"Albion, Michigan",Letter from Raycide Mosher to his family; includes discussion of the war's progress and Raycide's desire to return home.,soldiers; civil wars; military camps,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder36_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder36_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder36_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder36_01_th.jpg,,/objects/mosher036.md
mosher201,mosher200,,,,,,,,,,,,,application/pdf,,,,mg118_folder36_01,pdf,mg118_folder36_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder36_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder36_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder36_01_th.jpg,,/objects/mosher036-01.md
mosher202,mosher200,,,,,,,,,,,,,application/pdf,,,,mg118_folder36_02,pdf,mg118_folder36_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder36_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder36_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder36_02_th.jpg,,/objects/mosher036-02.md
mosher203,mosher200,,,,,,,,,,,,,application/pdf,,,,mg118_folder36_03,pdf,mg118_folder36_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder36_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder36_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder36_03_th.jpg,,/objects/mosher036-03.md
mosher204,mosher200,,,,,,,,,,,,,application/pdf,,,,mg118_folder36_04,pdf,mg118_folder36_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder36_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder36_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder36_04_th.jpg,,/objects/mosher036-04.md
mosher205,mosher200,,,,,,,,,,,,,application/pdf,,,,mg118_folder36_05,pdf,mg118_folder36_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder36_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder36_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder36_05_th.jpg,,/objects/mosher036-05.md
mosher206,mosher200,,,,,,,,,,,,,application/pdf,,,,mg118_folder36_06,pdf,mg118_folder36_06.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder36_06.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder36_06_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder36_06_th.jpg,,/objects/mosher036-06.md
mosher207,mosher200,,,,,,,,,,,,,application/pdf,,,,mg118_folder36_07,pdf,mg118_folder36_07.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder36_07.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder36_07_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder36_07_th.jpg,,/objects/mosher036-07.md
mosher208,mosher200,,,,,,,,,,,,,application/pdf,,,,mg118_folder36_08,pdf,mg118_folder36_08.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder36_08.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder36_08_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder36_08_th.jpg,,/objects/mosher036-08.md
mosher209,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1865-05-27","Mosher, Raycide","Washington, D.C.",38.90776711,-77.03896908,1865-05-27,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of Raycide's movement from Raleigh toward Washington, D.C., and a speech by Michigan Governor Henry H. Crapo.",soldiers; civil wars; capital cities,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder37_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder37_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder37_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder37_01_th.jpg,,/objects/mosher037.md
mosher210,mosher209,,,,,,,,,,,,,application/pdf,,,,mg118_folder37_01,pdf,mg118_folder37_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder37_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder37_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder37_01_th.jpg,,/objects/mosher037-01.md
mosher211,mosher209,,,,,,,,,,,,,application/pdf,,,,mg118_folder37_02,pdf,mg118_folder37_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder37_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder37_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder37_02_th.jpg,,/objects/mosher037-02.md
mosher212,mosher209,,,,,,,,,,,,,application/pdf,,,,mg118_folder37_03,pdf,mg118_folder37_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder37_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder37_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder37_04_th.jpg,,/objects/mosher037-03.md
mosher213,mosher209,,,,,,,,,,,,,application/pdf,,,,mg118_folder37_04,pdf,mg118_folder37_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder37_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder37_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder37_03_th.jpg,,
mosher214,,"Raycide Mosher to Clarissa Mosher, 1865-06-17","Mosher, Raycide","Louisville, Kentucky",38.252998,-85.75568664,1865-06-17,"Mosher, Clarissa","Albion, Michigan","Letter from Raycide Mosher to his sister, Clarissa Mosher; includes description of Raycide's movement from Washington, D.C., to Louisville, and what he would like done with his sheep.",soldiers; civil wars; sheep raising,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder38_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder38_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder38_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder38_01_th.jpg,,/objects/mosher038.md
mosher215,mosher214,,,,,,,,,,,,,application/pdf,,,,mg118_folder38_02,pdf,mg118_folder38_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder38_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder38_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder38_02_th.jpg,,/objects/mosher038-01.md
mosher216,mosher214,,,,,,,,,,,,,application/pdf,,,,mg118_folder38_03,pdf,mg118_folder38_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder38_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder38_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder38_03_th.jpg,,/objects/mosher038-02.md
mosher217,mosher214,,,,,,,,,,,,,application/pdf,,,,mg118_folder38_04,pdf,mg118_folder38_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder38_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder38_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder38_04_th.jpg,,/objects/mosher038-03.md
mosher218,mosher214,,,,,,,,,,,,,application/pdf,,,,mg118_folder38_05,pdf,mg118_folder38_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder38_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder38_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder38_05_th.jpg,,/objects/mosher038-04.md
mosher219,,"Raycide Mosher to Clarissa Mosher, 1865-06-29","Mosher, Raycide","Louisville, Kentucky",38.252998,-85.75568664,1865-06-29,"Mosher, Clarissa","Albion, Michigan","Letter from Raycide Mosher to his sister, Clarissa Mosher; includes discussion of Raycide having his likeness taken and his wish for it to be framed.",soldiers; civil wars; portraits,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder39_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder39_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder39_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder39_01_th.jpg,,/objects/mosher039.md
mosher220,mosher219,,,,,,,,,,,,,application/pdf,,,,mg118_folder39_01,pdf,mg118_folder39_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder39_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder39_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder39_01_th.jpg,,/objects/mosher039-01.md
