objectid,title,creator,client_sponsor,faculty_advisor,date,archival_date,description,image_alt_text,subject,location,source,identifier,type,format,finding_aid,language,rights,rightsstatement,filename_original,filename,display_template,object_location,image_small,image_thumb
expo227,Hyster-Yale - Forklift Floor Plate Sealing,Brock Golightly; Evan Henkel; Alan Kyaw; Wesley Rebeck,"Jacob Wilson, Hyster-Yale Materials Handling","Matthew Swenson, University of Idaho Department of Mechanical Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Hyster-Yale - Forklift Floor Plate Sealing,"" created by Brock Golightly, Evan Henkel, Alan Kyaw, Wesley Rebeck. In the 2025 Program Guide, project is entitled ""Forklift Floor Plate Improvements for a Quieter Design."" University of Idaho College of Engineering, Department of Mechanical Engineering.","Digital poster with text blocks, data tables, and images of a forklift. ",mechanical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-017,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_5Tt64KrCKinKuk1_09-Forklift-Floorplate-Sealing.pdf,expo2025-017.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-017.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-017_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-017_th.jpg
expo228,Wiring Harness Modular Form Board,AJ Fahey; Alex Peterson; Curtis Johnson; Kewei Zhu,"Nathan Stout, Schweitzer Engineering Laboratories;Kyle Fickenworth, Schweitzer Engineering Laboratories","Matthew Swenson, University of Idaho Department of Mechanical Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Wiring Harness Modular Form Board,"" created by AJ Fahey, Alex Peterson, Curtis Johnson, Kewei Zhu. In the 2025 Program Guide, project is entitled ""SEL: Modular Harness Formboard System."" University of Idaho College of Engineering, Department of Mechanical Engineering.",Digital poster with text blocks and both photographic and computer generated images of a form board for wiring harnesses.,mechanical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-018,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_5PZQoKf3pQM1DnH_ModularHarnessFormboardSEL_team11.pdf,expo2025-018.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-018.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-018_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-018_th.jpg
expo229,Marching Band Robot,Robert Rinker; Lacey Hunt; Matthew Kurtz; Kevin Wing; Connor McElroy; Michael Knutson; Mikayla Winant,"Spencer Martin, University of Idaho Vandal Marching Band;Robert Rinker, University of Idaho Department of Computer Science","Bruce Bolden, University of Idaho Department of Computer Science",2025,2025,"2025 Engineering Design EXPO poster entitled ""Marching Band Robot,"" created by Robert Rinker, Lacey Hunt, Matthew Kurtz, Kevin Wing, Connor McElroy, Michael Knutson, Mikayla Winant. In the 2025 Program Guide, project is entitled ""Band Robot."" University of Idaho College of Engineering, Department of Computer Science.","Digital poster with text blocks, engineering schematics, and images of a large, flat platform on six wheels.",computer science; engineering; instructional posters; bands (ensembles),"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-019,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_5mmzJhkRggs81WI_CdA_Capstone_2025-1.pdf,expo2025-019.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-019.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-019_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-019_th.jpg
expo230,Pullman Citywide Pedestrian Crossing Improvements Projects,Daniel Champlin; Joe Sparano; Aiden McCarthy,"Fred Wismer, Kittelson & Associates;Anthony Davies, Kittelson & Associates","Fritz Fiedler, University of Idaho Department of Civil and Environmental Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Pullman Citywide Pedestrian Crossing Improvements Project,"" created by Daniel Champlin, Joe Sparano, Aiden McCarthy. In the 2025 Program Guide, project is entitled ""Citywide Pedestrian Crossing Improvements in Pullman Washington."" University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with text blocks, maps and images of an intersection, and the architecture of components for crosswalk indicators.",civil engineering; engineering; instructional posters; roads,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-020,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_5P7udCpnWl5Mglx_Citywide_Pedestrian_Crossing_Improvements_In_Pullman_Washington.pdf,expo2025-020.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-020.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-020_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-020_th.jpg
expo231,Downtown Lewiston Main Street Improvements,Carlos Jaquez; Paul Surbeck; Adrian Sanford,"Melissa Cleveland, Welch Comer & Associates; Cody Hodgson, Welch Comer","Fritz Fiedler, University of Idaho Department of Civil and Environmental Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Downtown Lewiston Main Street Improvements,"" created by Carlos Jaquez, Paul Surbeck, Adrian Sanford. University of Idaho College of Engineering, Department of Civil and Environmental Engineering.",Digital poster with text blocks and maps and images of a traffic circle.,civil engineering; engineering; instructional posters; roads,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-021,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_5HSlyfwYTxVx0Zs_Downtown_Lewiston_MainStreet_Improvements.pdf,expo2025-021.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-021.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-021_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-021_th.jpg
expo232,Purpleframe: Vulnerability and Security Testing Framework,Nathan Hampton; Meghan Nulf; Rebecca Smith; Claire Westby,"Joe Ferguson, Schweitzer Engineering Laboratories;Tracy Young, Schweitzer Engineering Laboratories","Bruce Bolden, University of Idaho Department of Computer Science",2025,2025,"2025 Engineering Design EXPO poster entitled ""Purpleframe: Vulnerability and Security Testing Framework,"" created by Nathan Hampton, Meghan Nulf, Rebecca Smith, Claire Westby. University of Idaho College of Engineering, Department of Computer Science.","Digital poster with text blocks, engineering schematics, and screenshots of a computer's command line interface.",computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-022,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_5iyuLVjE029f6m0_purpleframe_vulnerability_and_security_framework.pdf,expo2025-022.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-022.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-022_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-022_th.jpg
expo233,Bench-Scale Automated Bioreactor,Olivia Nielson; Pascal Deuel; Josh Werner; Ethan Miller; Phil Boettcher,"Dev Shrestha, University of Idaho Department of Chemical and Biological Engineering","Russell Qualls, University of Idaho Department of Chemical and Biological Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Bench-Scale Automated Bioreactor,"" created by Olivia Nielson, Pascal Deuel, Josh Werner, Ethan Miller, Phil Boettcher. In the 2025 Program Guide, project is entitled ""Bench Scale Yeast Fermentation Bioreactor for Teaching Control Systems."" University of Idaho College of Engineering, Department of Chemical and Biological Engineering. ","Digital poster with text blocks, data graphs, engineering schematics, and images of a cylindrical object filled with fluid.",biological engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-023,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_6gqWp8ccXKMUNax_ExpoPoster.pdf,expo2025-023.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-023.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-023_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-023_th.jpg
expo234,Viability of High-Efficiency Tailless Aircraft,Jake Miller; Zhewen Luo; Shay Albrecht; Kyren Mesenbrink; Warren Smith; Aiden Shepard; Brian Renzelman,NASA Idaho Space Grant Consortium,"Matthew Swenson, University of Idaho Department of Mechanical Engineering; Vibhav Durgesh, University of Idaho Department of Mechanical Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Viability of High-Efficiency Tailless Aircraft,"" created by Jake Miller, Zhewen Luo, Shay Albrecht, Kyren Mesenbrink, Warren Smith, Aiden Shepard, Brian Renzelman. University of Idaho College of Engineering, Department of Mechanical Engineering.","Digital poster with text blocks, an aerial image of a small airport, and a V-shaped aerial vehicle,",mechanical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-024,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_7ih6nXpkgxchA0V_Viability_of_High_Efficiency_Tailless_Aircraft.pdf,expo2025-024.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-024.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-024_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-024_th.jpg
expo235,Cloud Tools for Data Modeling,Ian King; Caleb Mouat; Shashwot Niraula; Andrew Plum; Bibek Sharma,"Brendan Geidl, Lightcast","Bruce Bolden, University of Idaho Department of Computer Science",2025,2025,"2025 Engineering Design EXPO poster entitled ""Cloud Tools for Data Modeling,"" created by Ian King, Caleb Mouat, Shashwot Niraula, Andrew Plum, Bibek Sharma. University of Idaho College of Engineering, Department of Computer Science.","Digital poster with text blocks, a representation of the architecture of a data modeling tool, and a photograph of a group of people.",computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-025,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_7MfW3yT74g3X2rD_Cloud_Tools_For_Data_Modeling_Expo_2025_Poster.pdf,expo2025-025.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-025.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-025_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-025_th.jpg
expo236,Sprayer Drone for Precision Agriculture,Andrew VanCorbach; Andrew Schafer; Evan Schweifler; Joseph Schlegel,"Jae Ryu, University of Idaho College of Agriculture and Life Sciences","Matthew Swenson, University of Idaho Department of Mechanical Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Sprayer Drone for Precision Agriculture,"" created by Andrew VanCorbach, Andrew Schafer, Evan Schweifler, Joseph Schlegel. University of Idaho College of Engineering, Department of Mechanical Engineering.",Digital poster with text blocks and photographs of a six-armed drone and of a group of people.,mechanical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-026,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_6tDJ7xMaQqfoiCB_Sprayer_Drone_for_Precision_Agriculture.pdf,expo2025-026.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-026.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-026_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-026_th.jpg
expo237,Virtual Reality Simulation of a Microchip Fabrication Clean Room,Ibrahim Mansour; Tracy Rountree; Tryston Jimenez,"Terry Soule, University of Idaho Department of Computer Science","Bruce Bolden, University of Idaho Department of Computer Science",2025,2025,"2025 Engineering Design EXPO poster entitled ""Virtual Reality Simulation of a Microchip Fabrication Clean Room,"" created by Ibrahim Mansour, Tracy Rountree, Tryston Jimenez. In the 2025 Program Guide, project is entitled ""Microchip Clean Room Virtual Reality Simulation."" University of Idaho College of Engineering, Department of Computer Science.",Digital poster with text blocks and both photographic and computer generated images of a laboratory-type room.,computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-027,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_6RaWUMpOSsw6Ft4_MicrochipCleanRoomVirtualRealitySimulation.pdf,expo2025-027.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-027.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-027_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-027_th.jpg
expo238,New Path 2 Project,Nathan Salzer; Paul Gillespie; Candace Jones,"Madelynn Gregoire, KPFF Consulting Engineers;Chaney Wood, KPFF Consulting Engineers","Fritz Fiedler, University of Idaho Department of Civil and Environmental Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""New Path 2,"" created by Nathan Salzer, Paul Gillespie, Candace Jones. University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with text blocks, an aerial photograph of a city neighborhood, and an architectural drawing of a building.",civil engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-028,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_6NzijXDhw338akz_New_Path_2_Project.pdf,expo2025-028.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-028.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-028_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-028_th.jpg
expo239,Bull Run Filtration: Test Water Treatment,Sterling Beasley; McKinley Fulk; Isabel Huggins,"Kiersten Lee, MWH Constructors;Em Minner, MWH Constructors","Fritz Fiedler, University of Idaho Department of Civil and Environmental Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Bull Run Filtration: Test Water Treatment,"" created by Sterling Beasley, McKinley Fulk, Isabel Huggins. In the 2025 Program Guide, project is entitled ""Bull Run Filtration - Active Treatment System Design."" University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with text blocks, engineering schematics, and images of a cylindrical device.",civil engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-029,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_6SdYnzjTKsN5QO9_Bull_Run_Filtration_Active_Treatment_System_Design.pdf,expo2025-029.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-029.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-029_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-029_th.jpg
expo240,Port-A-Boost: Portable Seating Assistance,Samuel Mbah; Josh Planting; Jonathan Stark; Gavin Wickens,"Kip Sikes, University of Idaho Department of Electrical and Computer Engineering","Kip Sikes, University of Idaho Department of Electrical and Computer Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Port-A-Boost: Portable Seating Assistance,"" created by Samuel Mbah, Josh Planting, Jonathan Stark, Gavin Wickens. In the 2025 Program Guide, project is entitled ""Portable Chair Life Assist."" University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, engineering schematics, and images of a seat cushion within a wooden box.",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-030,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_6mxD7IueXBtrVSb_Port_A_Boost.pdf,expo2025-030.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-030.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-030_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-030_th.jpg
expo241,Automated Ring/Mount Crossbolt Press,Cole Bailey; Preston Bielenberg; Mason Decola; Jacob Flick; John Dorr; David Demain,"Daniel Revard, Nightforce Optics;Grant Minor, Nightforce Optics","Christopher Bitikofer, University of Idaho Department of Mechanical Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Automated Ring/Mount Crossbolt Press,"" created by Cole Bailey, Preston Bielenberg, Mason Decola, Jacob Flick, John Dorr, David Demain. University of Idaho College of Engineering, Department of Mechanical Engineering.","Digital poster with text blocks, engineering schematics, and a mechanical device within a metal frame.",mechanical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-031,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_6kjFWoiCEDTRJF7_Expo_Poster.pdf,expo2025-031.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-031.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-031_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-031_th.jpg
expo242,Grangeville High Zone Water Tank No. 2,Nick Caracciolo; Cali Shipman; Awson Wheeler,"Braxton Klas, J-U-B Engineers; City of Nezperce","Fritz Fiedler, University of Idaho Department of Civil and Environmental Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Grangeville High Zone Water Tank No. 2,"" created by Nick Caracciolo, Cali Shipman, Awson Wheeler. In the 2025 Program Guide, project is entitled ""Grangeville Water Tank."" University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with rectangular information blocks that include engineering schematics, data tables, and aerial photographs of a small city.",civil engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-032,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_6KnVPu3n2i25f2x_Grangeville_Water_Tank.pdf,expo2025-032.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-032.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-032_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-032_th.jpg
expo243,Sheet Metal Fatigue Testing Frame,Jasmeen Manshahia; Logan Ellis; Cade Stenzel,"Jonathan Richards, Schweitzer Engineering Laboratories;Matthew Swenson, University of Idaho Department of Mechanical Engineering","Ryan Sundburg, University of Idaho Department of Mechanical Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Sheet Metal Fatigue Testing Frame,"" created by Jasmeen Manshahia, Logan Ellis, Cade Stenzel. In the 2025 Program Guide, project is entitled ""Sheet Metal Fatigue Testing Frame for Targeted Location Research."" University of Idaho College of Engineering, Department of Mechanical Engineering.","Digital poster with text blocks, engineering schematics, and images of a complex mechanical device with cylindrical rollers.",mechanical engineering; engineering; instructional posters; sheet metal,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-033,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_7ISMCz6wAXdlEr8_Sheet_Metal_Fatigue_Testimg_Frame_EXPO2025.pdf,expo2025-033.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-033.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-033_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-033_th.jpg
expo244,Toner Cartridge Natural Fiber Applications,Skylar Dawe; Colin Haugseth; Isaac Looney; James Setters,"Doug Richards, Hewlett-Packard;Andie Weyant, Hewlett-Packard","Matthew Swenson, University of Idaho Department of Mechanical Engineering",2025,2025,"2025 Engineering Design EXPO poster entitled ""Toner Cartridge Natural Fiber Applications,"" created by Skylar Dawe, Colin Haugseth, Isaac Looney, James Setters. In the 2025 Program Guide, project is entitled ""Toner Cartridge Sustainable Housing Design."" University of Idaho College of Engineering, Department of Mechanical Engineering.","Digital poster with text blocks, data tables, and photographs of long, thin plastic objects of different colors.",mechanical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2025-034,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_389XEIRilcYTlip_Capstone Team 17 - HP Toner Cartridge.pdf,expo2025-034.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2025-034.pdf,https://objects.lib.uidaho.edu/expo/small/expo2025-034_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2025-034_th.jpg
