objectid,parentid,title,creator,date,archival_date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
mg5792_020-007,,"Hagerman, Idaho [7]",Sheldon Zadok Thayer; Vernice Thayer,,,"A view from above of a fish hatchery and the surrounding area. A sticker on the back reads ""012 Federal Fish Hatchery.""",fish hatcheries; roads; automobiles,"Hagerman, Idaho",42.76052191,-114.8583689,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_020-007,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_020-007.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_020-007,https://objects.lib.uidaho.edu/thayer/small/mg5792_020-007_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_020-007_th.jpg
mg5792_021-001,,"Sun Valley, Idaho [1]",Sheldon Zadok Thayer; Vernice Thayer,,,"Two people on skis stand near the top of the ski lift. ""Joan Thayer, Marie Aralos, Dollar Mountain Sun Valley"" is written on the back of the photograph, which is stamped with the number 36.",downhill skiing; chair lifts (chairlike conveyances),"Sun Valley, Idaho",43.68324212,-114.3471895,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_021-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_021-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_021-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_021-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_021-001_th.jpg
mg5792_021-002,,"Sun Valley, Idaho [2]",Sheldon Zadok Thayer; Vernice Thayer,,,"A snowy resort building with a frozen pool of water and three snow creatures in front of it. ""Sun Valley"" is written on the back of the photograph.",resorts; snow (precipitation); dragons; restaurants,"Sun Valley, Idaho",43.69672953,-114.3531731,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_021-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_021-002.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_021-002,https://objects.lib.uidaho.edu/thayer/small/mg5792_021-002_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_021-002_th.jpg
mg5792_021-003,,"Sun Valley, Idaho [3]",Sheldon Zadok Thayer; Vernice Thayer,,1937 or 1940,"A view from above of the resort at the base of a mountain range. ""Sun Valley 1937 or 40"" is written on the back of the photograph.",,"Sun Valley, Idaho",43.69714772,-114.352422,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_021-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_021-003.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_021-003,https://objects.lib.uidaho.edu/thayer/small/mg5792_021-003_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_021-003_th.jpg
mg5792_022-001,,"Hailey, Idaho [1]",Sheldon Zadok Thayer; Vernice Thayer,,July 4,"A dog pulls a parade float shaped like a lamppost with a flag reading ""West Coast Power Co."" A child stands next to the dog, and several people on horseback are visible in the background.",parades; Canis familiaris (species); independence day; children (people by age group),"Hailey, Idaho",43.5244112,-114.3189743,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_022-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_022-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-001_th.jpg
mg5792_022-002,,"Hailey, Idaho [2]",Sheldon Zadok Thayer; Vernice Thayer,,1945-07-06,"A postcard featuring a photograph of an automobile driving down a snowy street. The postcard is addressed to Averill S. Thayer in San Francisco, California and reads, ""Dear Averill, Sheldon and I got here yesterday. We are having such a good time. Stayed with Fred & Edith last nite, will be with Cutlers[?] to-nite. Everyone is fine & asks about you. Wish you were with us. Love Mom.""",postcards; snow (precipitation); automobiles; correspondence,"Hailey, Idaho",42.60562647,-114.2095867,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_022-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_022-002.jpg,multiple,https://objects.lib.uidaho.edu/thayer/mg5792_022-002a,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-002a_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-002a_th.jpg
mg5792_022-002a,mg5792_022-002,,,,,,,,,,,,,,,,,,,,,,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-002a,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-002a_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-002a_th.jpg
mg5792_022-002b,mg5792_022-002,,,,,,,,,,,,,,,,,,,,,,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-002b,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-002b_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-002b_th.jpg
mg5792_022-003,,"Snow Figures, Sun Valley",Sheldon Zadok Thayer; Vernice Thayer,,,"A postcard featuring a picture of a snowy resort building with snow creatures in front of it. ""Snow Figures, Sun Valley"" and ""Reeve"" are printed on the front of the postcard. The back of the postcard is blank.",postcards; snow (precipitation); automobiles; dragons; resorts,"Sun Valley, Idaho",43.69536676,-114.3537712,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_022-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_022-003.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-003,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-003_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-003_th.jpg
mg5792_022-004,,"Hailey, Idaho [3]",Sheldon Zadok Thayer; Vernice Thayer,,,"A postcard featuring a picture of a snow-covered downtown street. ""Hailey, Idaho"" is printed on the picture. ""Hailey"" is written on the back of the postcard, and there is a pencil drawing of a wheel with an arrow and the number 412.",postcards; snow (precipitation); automobiles; downtowns,"Hailey, Idaho",43.5244112,-114.3189743,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_022-004,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_022-004a.jpg,multiple,https://objects.lib.uidaho.edu/thayer/mg5792_022-004a,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-004a_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-004a_th.jpg
mg5792_022-004a,mg5792_022-004,,,,,,,,,,,,,,,,,,,,,mg5792_022-004a.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-004a,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-004a_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-004a_th.jpg
mg5792_022-004b,mg5792_022-004,,,,,,,,,,,,,,,,,,,,,mg5792_022-004b.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-004b,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-004b_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-004b_th.jpg
mg5792_022-005,,"Hailey, Idaho [4]",Sheldon Zadok Thayer; Vernice Thayer,,,"A postcard featuring a picture of a snow-covered downtown street after the sidewalk has been plowed. ""Hailey, Idaho"" is printed on the picture. The back of the postcard is blank.",postcards; snow (precipitation); downtowns,"Hailey, Idaho",43.5244112,-114.3189743,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_022-005,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_022-005.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-005,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-005_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-005_th.jpg
mg5792_022-006,,"Hailey, Idaho [5]",Sheldon Zadok Thayer; Vernice Thayer,,,"Two women stand on the deck of a house in front of a cleared and frozen area in the yard. ""3rd house Hailey"" is written on the back of the photograph.",ice (water by form); snow (precipitation); women (female humans); houses,"Hailey, Idaho",43.52091167,-114.3130338,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_022-006,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_022-006.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-006,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-006_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-006_th.jpg
mg5792_022-007,,"Hailey, Idaho [6]",Sheldon Zadok Thayer; Vernice Thayer,,,"Two people ride on a sled pulled by a team of dogs in a snowy yard in front of a house. ""from Hailey 3rd house front yard"" is written on a post-it on the back of the photograph.",Canis familiaris (species); houses; dogsleds,"Hailey, Idaho",43.52091167,-114.3130338,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_022-007,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_022-007.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-007,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-007_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-007_th.jpg
mg5792_022-008,,"Hailey, Idaho [7]",Sheldon Zadok Thayer; Vernice Thayer,,,"A group of people ice skate on a clear and frozen area in front of a house. ""Third house Hailey"" is written on the back of the photograph.",ice (water by form); snow (precipitation); houses; ice skating,"Hailey, Idaho",43.52091167,-114.3130338,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_022-008,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_022-008.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-008,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-008_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-008_th.jpg
mg5792_022-009,,"Hailey, Idaho [8]",Sheldon Zadok Thayer; Vernice Thayer,,,"A dog sits on top of a wooden building. ""Pat garage of 3rd house"" is written on the back of the photograph.",Canis familiaris (species); garages,"Hailey, Idaho",43.52091167,-114.3130338,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_022-009,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_022-009.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_022-009,https://objects.lib.uidaho.edu/thayer/small/mg5792_022-009_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_022-009_th.jpg
mg5792_023-001,,Wood River [1],Sheldon Zadok Thayer; Vernice Thayer,,,"Two people and two dogs walk in a forest area. ""Me going to little Wood River"" is written on the back of the photograph.",Canis familiaris (species); hats; recreation,"Blaine County, Idaho",43.40337187,-114.002557,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_023-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_023-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_023-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_023-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_023-001_th.jpg
mg5792_023-002,,Wood River [2],Sheldon Zadok Thayer; Vernice Thayer,1938-04-10,"April 10, 1938","Two people ski over a snow-covered bridge in a wilderness area. A mountain is visible in the background. ""Averill and Vernice on a bridge over Wood River above Ketchum Apr 10-38"" is written on the back of the photograph.",cross-country skiing; bridges (built works); snow (precipitation),"Blaine County, Idaho",43.66842179,-114.3666563,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_023-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_023-002.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_023-002,https://objects.lib.uidaho.edu/thayer/small/mg5792_023-002_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_023-002_th.jpg
mg5792_023-003,,Wood River [3],Sheldon Zadok Thayer; Vernice Thayer,1938-04-11,"April 11, 1938","Two people ski over a snow-covered bridge in a wilderness area. A mountain is visible in the background. ""Averill and Vernice on a bridge over Wood River above Ketchum Apr 10-38"" is written on the back of the photograph. This copy has tape and some paper material stuck to the back of the photograph.",cross-country skiing; bridges (built works); snow (precipitation),"Blaine County, Idaho",43.66842179,-114.3666563,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_023-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_023-003.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_023-003,https://objects.lib.uidaho.edu/thayer/small/mg5792_023-003_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_023-003_th.jpg
mg5792_023-004,,Wood River [4],Sheldon Zadok Thayer; Vernice Thayer,,,"A group of people and dogs stand in a forest area. ""george Cutler, Ross Batkin, Eddie Foster, Averill Thayer going to little Wood River"" is written on the back of the photograph.",Canis familiaris (species); hats; recreation,"Blaine County, Idaho",43.40337187,-114.002557,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_023-004,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_023-004.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_023-004,https://objects.lib.uidaho.edu/thayer/small/mg5792_023-004_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_023-004_th.jpg
mg5792_024-001,,Mascot Mine [1],Sheldon Zadok Thayer; Vernice Thayer,,,"A team of sled dogs pulls a person on a dogsled in front of a wooden building. ""At Mascot Mine"" is written on the back of the photograph.",Canis familiaris (species); cabins (houses); mountains (landforms); dogsleds; snow (precipitation),"Blaine County, Idaho",43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-001_th.jpg
mg5792_024-002,,Mascot Mine [2],Sheldon Zadok Thayer; Vernice Thayer,,,A team of sled dogs pulls a person on a sled through a snowy area. The back of the photograph is stamped with the number 4.,Canis familiaris (species); dogsleds; snow (precipitation),"Blaine County, Idaho",43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-002.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-002,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-002_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-002_th.jpg
mg5792_024-003,,Mascot Mine [3],Sheldon Zadok Thayer; Vernice Thayer,1938-04-17,"April 17, 1938","A team of sled dogs and two people rest in a snowy area. ""Enroute Mascot Mine April 17 1938 Vernice, me"" is written on the back of the photograph.",Canis familiaris (species); dogsleds; snow (precipitation); cross-country skiing,"Blaine County, Idaho",43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-003.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-003,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-003_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-003_th.jpg
mg5792_024-004,,En Route to Mascot Mine,Sheldon Zadok Thayer; Vernice Thayer,1938-04-17,"April 17, 1938","Two people and their supplies are pulled in a sled by a team of dogs. The photograph is taken from behind the sled. ""Enroute Mascot Mine April 17"" is written on the back of the photograph.",Canis familiaris (species); dogsleds; snow (precipitation); snowshoes (drags),,43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-004,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-004.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-004,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-004_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-004_th.jpg
mg5792_024-005,,Mascot Mine [4],Sheldon Zadok Thayer; Vernice Thayer,,,"A man poses with two teams of dogs pulling sleds in a snowy field. ""On trail to bring Mrs. Rutherford out. She died."" is written on a post-it on the back of the photograph.",Canis familiaris (species); dogsleds; snow (precipitation),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-005,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-005.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-005,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-005_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-005_th.jpg
