objectid,title,description,original_description,image_alt_text,organizations,subject,original_subject,creator,date,archival_date,location,latitude,longitude,identifier,format_original,format,filename_old,filename,source,type,accession_number,donor,digital_collection,contributing_institution,language,rights,rightsstatement,book,physical_location,display_template,object_location,image_small,image_thumb
priestriver0446,Donkey Train,"A ""donkey,"" or a portable engine mounted on a sled and equipped with a drum and cable, pulling a long load of large logs through a snowy landscape.",Runners came off the sleds in the summertime and wheels were attached. Picture shows a locomotive with the sleds attached. Men standing by the sleds and on top of the logs stacked on the sleds.,A steam locomotive is pulling a long load of large logs through a snowy landscape. Several men are standing on top of the logs and beside the train. There is a team of horses with a driver in the foreground. Tall trees can be seen in the background.,,logging; railroad transportation,logging; railroad transportation,Mike Winslow,,1920-1950,Bonner County,,,log7-08,black and white photograph,image/jpeg,log7-008,log7-008.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1766,Mike Winslow,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 7,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0446.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0446_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0446_th.jpg
priestriver0447,Ed Elliott's Tyee & Ridley Towing Logs on Priest Lake,"A large body of water is depicted with a collection of logs floating on its surface. In the distance, a small boat identified as the Tuee is visible towing the logs. The handwritten text at the bottom reads: ""Ed Elliott's Tyee & Ridley Towing logs on Priest Lake about 1949? Elliotte Photo (B. Wetzler)."" The typed text in the top right reads: ""193-15A.""","Information inscribed at bottom of the photo lists the photo as Elliotte's (?spelling?) with B. Whetsler in parentheses--Whetsler also misspelled. Picture shows tug towing logs. According to Don DeNooy, the Tyee was the pull boat, the Ridley was the push boat. The Ridley, which was too small to pull the big boom, pushed the small ones around and gathered them into one big boom for the Tyee. As the big boom proceeded down the lake, the Ridley was tied alongside the Tyee. Cap Elliott was their owner. He was Russ Bishop's father-in-law; Russ was the wood stoker. Boats took 4 ft. lengths.","A large body of water is depicted with a collection of logs floating on its surface. In the distance, a small boat is visible towing the logs. Beyond the water, a forested shoreline is seen under a cloudy sky. Handwriting at the bottom provides information about the scene. The handwritten text at the bottom reads: ""Ed Elliott's Tyee & Ridley Towing logs on Priest Lake about 1949? Elliotte Photo (B. Wetzler)."" The typed text in the top right reads: """"193-15A.""",,logging; water transportation,logging; railroad transportation,,,1920-1950,Bonner County,48.59927949,-116.8818727,log8-01,black and white photograph,image/jpeg,log8-001,log8-001.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,36,B. Whetaler,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 8,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0447.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0447_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0447_th.jpg
priestriver0448,Tow on Pend Oreille River,"Tow of logs on the Pend Oreille River, probably below the Long Bridge at Sandpoint.",,"A river scene with a boat moving across the water. There is a large group of logs floating in the river, held together by a boom. A forested hillside borders the river, and a bridge spans the water in the distance.",,logging; water transportation; bridges,logging; water transportation,,,1910-1950,Bonner County,48.25703967,-116.5449527,log8-03,black and white photograph,image/jpeg,log8-003,log8-003.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1764,"J. Parsons, Jr.",Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 8,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0448.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0448_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0448_th.jpg
priestriver0449,Edwin Peterson and Truck,"Edwin Peterson sitting at the wheel of his truck loaded with lumber. The handwritten text near the bottom reads ""Edwin Peterson & truck"" and ""Edith P.""",Edwin was Edith's brother-in-law and Ethel' husband.,A man sitting in the driver's seat of a vintage truck loaded with lumber. The truck is parked on a dirt road with trees in the background.,,logging; logging trucks; lumber trucks; automobiles,logging; water transportation,,1918,1910-1920,Bonner County,,,log9-01,black and white photograph,image/jpeg,log9-001,log9-001.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,96,Edith Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0449.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0449_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0449_th.jpg
priestriver0450,Logging Trucks at Runck's Old Garage,"A group of men identified as Bill Peterson, Mart Gumaer's dad or uncle, Jess Johnson and others, stand along a dirt road with several trucks carrying equipment or logs.","Shows men and logging trucks lined up near Runck's old Garage. New building was built after the highway change. Picture shows just one end of the old building. The garage was over the bank below the Catholic Church, street was above it. Bank was cut away when Highway went through. Edith thinks the first man in line, at right of pix, was Bill Peterson, and the second a Gumaer, Mart Gumaer's dad or uncle. Jess Johnson was probably in the picture too.","A group of men stands along a dirt road with several trucks carrying equipment or logs. Trees and distant hills are visible in the background, and there is a building on the right side.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,1920,1910-1930,Bonner County,48.17961756,-116.9129385,log9-02,black and white photograph,image/jpeg,log9-002,log9-002.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,79,Edith Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0450.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0450_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0450_th.jpg
priestriver0451,Trucks Waiting For Ferry,"Two old trucks with open backs are parked on a dirt road, possibly taken at the Newport Ferry which crossed the river in the vicinity of the present Oldtown Bridge.",,"Two old trucks with open backs are parked on a dirt road. One truck has a seated driver. The area surrounding them is rural with fields, trees, and a few buildings visible in the background. A utility pole is on the left side near some vegetation.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,1920,1910-1930,Bonner County,48.17824073,-116.8957087,log9-03,black and white photograph,image/jpeg,log9-003,log9-003.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,156,Edith Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0451.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0451_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0451_th.jpg
priestriver0452,Load of Logs on Truck Trailer,Possibly Jess Johnson's truck filled with cut logs on a dirt track in a forested area.,,A large cart filled with cut logs on a dirt track in a forested area.,,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1910-1930,Bonner County,,,log9-04,black and white photograph,image/jpeg,log9-004,log9-004.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,149,Edith Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0452.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0452_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0452_th.jpg
priestriver0453,Hard Rubber Tired Truck Loaded With Logs,"Possibly Jess Johnson stands next to a truck loaded with large logs, with a child beside them.",,"A person stands next to a truck loaded with large logs, with a child beside them. The scene is outdoors with trees in the background and a small wooden structure to the right.",,logging; logging trucks; lumber trucks; automobiles; children,logging; logging trucks; lumber trucks,,,1910-1930,Bonner County,,,log9-05,black and white photograph,image/jpeg,log9-005,log9-005.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,148,Edith Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0453.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0453_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0453_th.jpg
priestriver0454,Peterson's Air-conditioned Truck,Edwin G. Peterson pictured in his Federal truck with hard rubber tires.,"During the winter of 1928-29 Peterson hauled logs for the Humbird Lumber Co. on Gleason Meadow Cutoff Road. He died in 1971, was father of Leona and Daunice Baker, Shirley Wylie, Karen Brooks and Duane Peterson, all of Priest River and Darlene Dionne, Hayden.","A tractor loaded with large logs, driven by a person, is moving through a snowy landscape with a forest in the background.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,1928,1928-1929,Bonner County,,,log9-06,black and white photograph,image/jpeg,log9-006,log9-006.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,182,Leona Baker,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0454.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0454_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0454_th.jpg
priestriver0455,"Loaded with Lumber, Diamond Match Mill","Two Stanley Jones trucks driven by Earl Perin (left)  and the other by his brother, Charley, loaded with lumber at the Diamond Match Mill at Albeni Falls.",,Two vintage trucks are parked in front of a large warehouse. One truck on the left is loaded with stacks of wooden crates. There are additional vehicles and a structure in the background.,Diamond Match Company,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,1936,1930-1940,"Bonner County; Albeni Falls, Idaho",48.17745273,-117.0013117,log9-07,black and white photograph,image/jpeg,log9-007,log9-007.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,191,Earl Perin,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0455.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0455_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0455_th.jpg
priestriver0456,Load of Lumber,"Load of lumber on a Kelly Springfield truck which Howard Peterson drove in Samuels, ID. The text ""Kelly"" and ""3409"" are written on the vehicle.",,"An old truck with wooden wheels carrying a large load of stacked wooden planks. The background is filled with more stacks of planks. The truck has one visible headlight and a steering wheel, and the text ""Kelly"" and ""3409"" are written on the vehicle.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1920-1930,"Bonner County; Samuels, Idaho",48.42957177,-116.4936339,log9-08,black and white photograph,image/jpeg,log9-008,log9-008.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,164,Edith Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0456.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0456_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0456_th.jpg
priestriver0457,Oops!,"Spilled load of lumber at Samuels--Howard Petersons truck. The license plate on the vehicle reads: ""40260.""",,"A truck carrying a large stack of lumber is tipped over, navigating a rough, uneven wooden path in a forested area. Tall trees are visible in the background. The license plate on the vehicle reads: ""40260.""",,logging; logging trucks; lumber trucks; automobiles; accidents,logging; logging trucks; lumber trucks,,,1920-1930,"Bonner County; Samuels, Idaho",48.42957177,-116.4936339,log9-09,black and white photograph,image/jpeg,log9-009,log9-009.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,81,Edith Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0457.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0457_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0457_th.jpg
priestriver0458,Howard Peterson and Load of Lumber,"Howard Peterson is standing beside a load of lumber on his truck at Samuels, ID.",,"A man standing beside a truck loaded with long stacks of lumber, surrounded by more piles of lumber. He holds a chain in one hand and is wearing a uniform and cap. The scene appears to be in a lumber yard.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1920-1930,"Bonner County; Samuels, Idaho",48.42957177,-116.4936339,log9-10,black and white photograph,image/jpeg,log9-010,log9-010.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,98,Edith Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0458.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0458_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0458_th.jpg
priestriver0459,Jess Johnson Beside his Truck,Jess Johnson standing alongside a truckload of big logs by the cab.,,"A man stands beside a truck loaded with large logs secured by chains. The scene is set in an outdoor, wooded area.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1920-1930,Bonner County,,,log9-11,black and white photograph,image/jpeg,log9-011,log9-011.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,200,Edith Peterson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0459.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0459_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0459_th.jpg
priestriver0460,Three Men on Loaded Truck,"Roy Derrick and possibly Walt Leader standing on top of a large pile of logs loaded onto a truck, surrounded by snow and trees.",,"Three people standing on top of a large pile of logs loaded onto a truck, surrounded by snow and trees.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1940-1950,Bonner County,,,log9-12,black and white photograph,image/jpeg,log9-012,log9-012.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,442,Athol Shields,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0460.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0460_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0460_th.jpg
priestriver0461,Loaded Logging Truck,"A truck loaded with large logs is parked in a snowy landscape. One person stands on top of the truck, securing the logs, while another person stands by the driver's door.",,"A truck loaded with large logs is parked in a snowy landscape. One person stands on top of the truck, securing the logs, while another person stands by the driver's door. Tall trees can be seen in the background.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1920-1940,Bonner County,,,log9-13,black and white photograph,image/jpeg,log9-013,log9-013.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,801,S. Weidner,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0461.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0461_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0461_th.jpg
priestriver0462,Large Logs on a Truck,A truck carrying large logs stacked on its bed.,"Large load of logs on truck, front view.",A truck carrying large logs stacked on its bed. The truck is parked on a dirt road. The logs are secured and extend beyond the length of the truck.,,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1920-1940,Bonner County,,,log9-14,black and white photograph,image/jpeg,log9-014,log9-014.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,24,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0462.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0462_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0462_th.jpg
priestriver0463,Trucker and Load of Logs,A man stands next to a truck loaded with large logs.,"Man standing beside truck loaded with logs, side view. Truck appears old.","A man stands next to a truck loaded with large logs, wearing a shirt and pants. The background includes a building with a sloped roof and trees.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1920-1940,Bonner County,,,log9-15,black and white photograph,image/jpeg,log9-015,log9-015.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,804,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0463.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0463_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0463_th.jpg
priestriver0464,Thunderbird Truck with Logs,"A truck loaded with large logs being driven along a dirt road, circa 1920s.",Front view of man driving truck loaded with logs. Truck is probably 1920's.,A truck loaded with large logs being driven along a dirt road. Tall trees and brush line the sides of the road.,,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1920-1940,Bonner County,,,log9-16,black and white photograph,image/jpeg,log9-016,log9-016.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,809,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0464.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0464_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0464_th.jpg
priestriver0465,Logs on Truck by Gate,Side view of loaded log truck through ranch style gate.,side view of loaded log truck through ranch style wide gate.,A truck loaded with large logs is parked on a dirt road. A person is standing next to a bicycle near a gate. The background features trees and open landscape.,,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1920-1940,Bonner County,,,log9-17,black and white photograph,image/jpeg,log9-017,log9-017.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,829,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0465.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0465_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0465_th.jpg
priestriver0466,Old Loaded Truck,"A person driving a loaded hard rubber tired logging truck with large logs in a timber yard, surrounded by additional logs scattered around.",,"A person driving a vintage truck loaded with large logs in a timber yard, surrounded by additional logs scattered around. A building is visible in the background.",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,,,1920-1940,Bonner County,,,log9-18,black and white photograph,image/jpeg,log9-018,log9-018.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,841,Prater,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0466.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0466_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0466_th.jpg
priestriver0467,"Hauling Lumber at Newport, WA.","A large steam traction engine pulling a long trailer loaded with stacked lumber. Five men are standing on top of the lumber, wearing hats and work clothes. Text on the vehicle reads: ""THE GEISER MFG. CO."" Caption reads: ""3640 - Hauling Lumber at Newport, Wn. (Washington).""",Very early photo. Donkey? Postcard shows men standing on and one in driver's seat of what looks to be a steam driven piece of machinery hauling lumber.,"A large steam traction engine pulling a long trailer loaded with stacked lumber. Five men are standing on top of the lumber, wearing hats and work clothes. The scene takes place outdoors in a rural setting, with trees visible in the background. Text on the vehicle reads: ""THE GEISER MFG. CO."" Caption reads: ""3640 - Hauling Lumber at Newport, Wn. (Washington).""",,logging; logging trucks; lumber trucks; automobiles,logging; logging trucks; lumber trucks,W.C. Adam,,1910-1930,"Newport, Washington","48.187260378431866, -117.04121189005023",,log9-19,black and white postcard,image/jpeg,log9-019,log9-019.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1201,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0467.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0467_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0467_th.jpg
priestriver0468,Overturned Truck 1,"An overturned vehicle laying on its side in a forested area, with a person in uniform inspecting or reaching inside it.",man standing on the side of an overturned truck.,"An overturned vehicle laying on its side in a forested area, with a person in uniform inspecting or reaching inside it.",,logging; logging trucks; lumber trucks; automobiles; accidents,logging; logging trucks; lumber trucks,,,1910-1930,Bonner County,,,log9-20,black and white photograph,image/jpeg,log9-020,log9-020.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1298,M. Hacklander,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Logging Log 9,Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0468.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0468_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0468_th.jpg
