title,description,creator,date,archival_date,date is approximate?,subject,subject (lcsh),location,location (lcsh),latitude,longitude,digital collection,publisher digital,source,identifier,rights,rightsstatement,ordering information,format original,type,format,language,digitization specifications,date digital,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Russell School at 119 North Adams Street [01],Built in 1884 on city block donated by John Russell. School was located about center of block between A and First streets and Jefferson and Adams streets.,,1884,,yes,people; schools,Public schools--Idaho--Moscow; School buildings--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.733891,-116.997146,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-001,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1409,1409,ott1409,image,ott1409.jpg,https://objects.lib.uidaho.edu/ott/ott1409.jpg,https://objects.lib.uidaho.edu/ott/small/ott1409_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1409_th.jpg,
Mr. and Mrs. John Russell of Moscow,Mrs. Russell was Margaret Imbler; [Imblers were] a pioneer family.,,1884,,yes,people,Pioneers--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.733891,-116.997146,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-001b,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1410,1410,ott1410,image,ott1410.jpg,https://objects.lib.uidaho.edu/ott/ott1410.jpg,https://objects.lib.uidaho.edu/ott/small/ott1410_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1410_th.jpg,
Russell School at 119 North Adams Street [03],Russell School after four rooms were added in 1888-89. At this time John Russell was the janitor and Mary Shields the teacher. Arrows point to students Mason and Lula Cornwall.,,1889,,yes,children,School children--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.733891,-116.997146,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-002,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1411,1411,ott1411,image,ott1411.jpg,https://objects.lib.uidaho.edu/ott/ott1411.jpg,https://objects.lib.uidaho.edu/ott/small/ott1411_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1411_th.jpg,
Russell School at 119 North Adams Street [04],"Russell School; back two rooms built in 1884, with four rooms added in 1888-1889. Burned completely after school [had adjourned] in 1911.",,1900,,yes,schools,Public schools--Idaho--Moscow; School buildings--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.733891,-116.997146,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-003,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1412,1412,ott1412,image,ott1412.jpg,https://objects.lib.uidaho.edu/ott/ott1412.jpg,https://objects.lib.uidaho.edu/ott/small/ott1412_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1412_th.jpg,
Irving School at 119 North Adams Street,Built in 1901 and razed about 1928. Located in block above Russell School at the southwest corner of A and Adams streets.,,1901,,yes,education; schools,School buildings--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.733891,-116.997146,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-004,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1413,1413,ott1413,image,ott1413.jpg,https://objects.lib.uidaho.edu/ott/ott1413.jpg,https://objects.lib.uidaho.edu/ott/small/ott1413_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1413_th.jpg,
Russell and Irving schools at 119 North Adams Street,"Looking east across Jefferson Street at two of Moscow's schools. Irving at the left and Russell at the right. Small annex in front of Russell was believed to have been used as a school before Russell was built. Mrs. W.A. Lauder, Alma Lauder Keeling's mother, in the foreground. Picture after 1901 and before 1912.",,1906,,yes,people; schools,Public schools--Idaho--Moscow; School buildings--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.733891,-116.997146,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-005,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1414,1414,ott1414,image,ott1414.jpg,https://objects.lib.uidaho.edu/ott/ott1414.jpg,https://objects.lib.uidaho.edu/ott/small/ott1414_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1414_th.jpg,
Irving School at E a St & N Adams St,Front view of Irving School built in 1901 and razed c. 1926-1928. Located at the southwest corner of A and Adams streets.,,1920,,yes,education; schools,School buildings--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.734212,-116.997646,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-006,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1415,1415,ott1415,image,ott1415.jpg,https://objects.lib.uidaho.edu/ott/ott1415.jpg,https://objects.lib.uidaho.edu/ott/small/ott1415_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1415_th.jpg,
Russell School at 119 North Adams Street [02],"Russell School built in 1884 with 1- McConnell Mansion, 2- residence at the northwest corner of Adams and Second streets, and 3- Presbyterian Church before the first Latah County Courthouse was built 1888-89.",,1889,,yes,people; schools,Public schools--Idaho--Moscow; School buildings--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.733891,-116.997146,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-006a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1416,1416,ott1416,image,ott1416.jpg,https://objects.lib.uidaho.edu/ott/ott1416.jpg,https://objects.lib.uidaho.edu/ott/small/ott1416_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1416_th.jpg,
High school at 402 E 5th St,Moscow's second high school built in 1912. Located on the north side of Third Street between Adams and Van Buren streets.,,1912,,yes,education; schools,High school buildings--Idaho--Moscow; Public schools--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.731085,-116.997081,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-006b,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1417,1417,ott1417,image,ott1417.jpg,https://objects.lib.uidaho.edu/ott/ott1417.jpg,https://objects.lib.uidaho.edu/ott/small/ott1417_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1417_th.jpg,
High school at 311 E. 3rd St [01],Moscow's first high school and the first school built of brick in 1892 and razed July 1939. Located on the south side of Third Street between Jefferson and Adams streets.,,1900,,yes,education; schools,High school buildings--Idaho--Moscow; Public schools--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.732363,-116.998441,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-007,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1418,1418,ott1418,image,ott1418.jpg,https://objects.lib.uidaho.edu/ott/ott1418.jpg,https://objects.lib.uidaho.edu/ott/small/ott1418_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1418_th.jpg,
High school at 311 E. 3rd St [02],Moscow's first high school built of brick in 1892. Earlier picture than [90-9-007]. Xerox copy.,,1892,,yes,education; high schools,High school buildings--Idaho--Moscow; Public schools--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.732363,-116.998441,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-008,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1419,1419,ott1419,image,ott1419.jpg,https://objects.lib.uidaho.edu/ott/ott1419.jpg,https://objects.lib.uidaho.edu/ott/small/ott1419_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1419_th.jpg,
"Russell School, circa 1928 at E A Street and N Adams Street",Built about 1928. Located on the southwest corner of A and Adams streets at the site of the old Irving School.,,1928,,yes,education; schools,Public schools--Idaho--Moscow; School buildings--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.734212,-116.997646,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1420,1420,ott1420,image,ott1420.jpg,https://objects.lib.uidaho.edu/ott/ott1420.jpg,https://objects.lib.uidaho.edu/ott/small/ott1420_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1420_th.jpg,
Moscows first high school at 119 North Adams Street,"Moscow's first high school with the gable roof replaced with a flat roof. Picture February 25, 1937, by Charles Dimond of Hodgins Drug Store.",,1937-02-25,,,high schools,High school buildings--Idaho--Moscow; Public schools--Idaho--Moscow; Snow--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.733891,-116.997146,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1421,1421,ott1421,image,ott1421.jpg,https://objects.lib.uidaho.edu/ott/ott1421.jpg,https://objects.lib.uidaho.edu/ott/small/ott1421_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1421_th.jpg,
Razing Whitworth School,"Caption reads: ""Razing Whitworth School July 1939. Picture by Charles Dimond of Hodgins Drug Store.""","Dimond, Charles",1939-07,,yes,demolition; schools,Construction workers--Idaho--Moscow; School buildings--Idaho--Moscow; Wrecking--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.732363,-116.998441,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1422,1422,ott1422,image,ott1422.jpg,https://objects.lib.uidaho.edu/ott/ott1422.jpg,https://objects.lib.uidaho.edu/ott/small/ott1422_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1422_th.jpg,
Moscows third high school,Moscow's third high school built about 1939. Located on the south side of Third Street between Adams and Van Buren streets. Adams Street was closed between Third and Fifth streets when this school was built.,,1939,,yes,education; schools,High school buildings--Idaho--Moscow; Public schools--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.732408,-116.995842,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1423,1423,ott1423,image,ott1423.jpg,https://objects.lib.uidaho.edu/ott/ott1423.jpg,https://objects.lib.uidaho.edu/ott/small/ott1423_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1423_th.jpg,
522 South Adams St 6,"Looking northwest from the Courthouse before 1903. Methodist Church north of the high school not built when this picture taken. 1- G.A.R. Anderson Post #14, 2- high school, 3- Adams Street, 4- Fourth Street.",,1900,,yes,bird's-eye views,Moscow (Idaho)--Aerial views,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.730861,-116.997097,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-013,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1424,1424,ott1424,image,ott1424.jpg,https://objects.lib.uidaho.edu/ott/ott1424.jpg,https://objects.lib.uidaho.edu/ott/small/ott1424_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1424_th.jpg,
High school at 311 E. 3rd St [03],[Members of] G.A.R. Anderson Post #14 in front of high school. Col. Robert H. Barton in front with sabre standing at attention. Picture 1890s.,,1890,,yes,people; schools,"Grand Army of the Republic; High school buildings--Idaho--Moscow; Public schools--Idaho--Moscow; United States--History--Civil War, 1861-1865--Veterans","Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.732363,-116.998441,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-014,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1425,1425,ott1425,image,ott1425.jpg,https://objects.lib.uidaho.edu/ott/ott1425.jpg,https://objects.lib.uidaho.edu/ott/small/ott1425_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1425_th.jpg,
Grand Army of the Republic [02],Idaho Encampment Grand Army of the Republic (G.A.R.) 1895. Location unknown.,,1895,,yes,main streets; people,"Central business districts--Idaho--Moscow; Grand Army of the Republic; United States--History--Civil War, 1861-1865--Veterans","Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.732388,-117.00018,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-015,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1426,1426,ott1426,image,ott1426.jpg,https://objects.lib.uidaho.edu/ott/ott1426.jpg,https://objects.lib.uidaho.edu/ott/small/ott1426_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1426_th.jpg,
Grand Army of the Republic [01],G.A.R. Anderson Post #14 Auxiliary in the 1890s.,,1895,,yes,people,"Grand Army of the Republic; United States--History--Civil War, 1861-1865--Veterans","Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-016,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1427,1427,ott1427,image,ott1427.jpg,https://objects.lib.uidaho.edu/ott/ott1427.jpg,https://objects.lib.uidaho.edu/ott/small/ott1427_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1427_th.jpg,
"Razing Whitworth School, with new high school at left","Caption reads: ""Razing Old Whitworth School, July 1939. Picture by Charles Dimond of Hodgins Drug Store. The new high school shows at extreme left. This location is the site of the new high school Annex as of 1976.""","Dimond, Charles",1939-07,,yes,demolition; schools,Automobiles--Idaho--Moscow; School buildings--Idaho--Moscow; Wrecking--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.732363,-116.998441,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-017,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1428,1428,ott1428,image,ott1428.jpg,https://objects.lib.uidaho.edu/ott/ott1428.jpg,https://objects.lib.uidaho.edu/ott/small/ott1428_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1428_th.jpg,
Lincoln School at 730 E 8th St,"(Swede Town School) located at 730 East Eighth Street. Known as the Swede Town School as southeast Moscow at that time was populated by mostly Swedes. Later remodeled into apartments. Picture taken June 25, 1976, by Clifford M. Ott.",,1976-06-25,,,apartments,Apartment houses--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727603,-116.991718,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-09-018a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1429,1429,ott1429,image,ott1429.jpg,https://objects.lib.uidaho.edu/ott/ott1429.jpg,https://objects.lib.uidaho.edu/ott/small/ott1429_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1429_th.jpg,
