objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
ug135-scrapbook1-page125,Medical Students Learn Basics of Small-Town Family Practice 02,Unknown,1974-12-21,A newspaper clipping detailing how UI students in the WAMI program are learning family practice in small-town settings.,WAMI Program; University of Idaho; Family Practice,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page125,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_125.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_125_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_125_th.jpg"
ug135-scrapbook1-page126,Students Learn Realities of Practicing Medicine,Unknown,1974-06,Newspaper clippings detailing the experiences of WAMI students as they learn about the realities of practicing medicine in various settings.,WAMI Program; University of Idaho; Medical Practice,"Nampa, Idaho",43.5407,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page126,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_126.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_126_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_126_th.jpg"
ug135-scrapbook1-page127,Local Med Student Learns on the Job,Unknown,1975,A newspaper clipping about a local medical student's on-the-job learning experience as part of the WAMI program.,WAMI Program; University of Idaho; Medical Student,"Pocatello, Idaho",42.8713,-116.5635,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page127,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_127.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_127_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_127_th.jpg"
ug135-scrapbook1-page128,Satellite Helps WAMI Program and UI Does Well on Funds,Unknown,1975,"Multiple articles about the role of satellite technology in assisting the WAMI program, and how UI managed its budget effectively.",WAMI Program; University of Idaho; Satellite,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page128,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_128.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_128_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_128_th.jpg"
ug135-scrapbook1-page129,WAMI in Third Year; Receiving Strong Support,Unknown,1974,"A newspaper clipping discussing the strong support WAMI has received in its third year, including a photograph of a medical student and a doctor.",WAMI Program; University of Idaho; Support,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page129,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_129.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_129_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_129_th.jpg"
ug135-scrapbook1-page130,Hughes Airwest Sundancer,Unknown,1975,A newspaper clipping depicting a photograph of Hughes Airwest operations and facilities.,WAMI Program; University of Idaho; Hughes Airwest,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page130,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_130.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_130_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_130_th.jpg"
ug135-scrapbook1-page131,Is There a Doctor in the Town 01,Unknown,1975-01,"A newspaper clipping discussing the shortage of doctors in rural areas and the University of Washington's innovative solutions to address this issue, including satellite technology.",WAMI Program; University of Idaho; University of Washington; Rural Healthcare,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page131,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_131.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_131_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_131_th.jpg"
ug135-scrapbook1-page132,Is There a Doctor in the Town 02,Unknown,1975-01,"Continuation of the newspaper clipping discussing the shortage of doctors in rural areas and the University of Washington's innovative solutions to address this issue, including satellite technology.",WAMI Program; University of Idaho; University of Washington; Rural Healthcare,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page132,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_132.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_132_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_132_th.jpg"
ug135-scrapbook1-page133,"WAMI Coordinators' Meeting, Valentine Card, Kooskia Student In With WAMI Program",Unknown,1974,A photograph of WAMI Coordinators' meeting in October-November 1974; Valentine card from Alaska Coordinators' meeting; and an article about Kooskia student involvement in WAMI program.,WAMI Program; University of Idaho; Meeting; Valentine; Student; Kooskia,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page133,Image;StillImage,Photograph and Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_133.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_133_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_133_th.jpg"
ug135-scrapbook1-page134,Kooskia Student Completes Term and Bennie Takasugi Participation in WAMI,Unknown,1974-12-26,Newspaper clippings about Kooskia student completing term and Bennie Takasugi's participation in WAMI medical program.,WAMI Program; University of Idaho; Student; Kooskia; Participation,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page134,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_134.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_134_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_134_th.jpg"
ug135-scrapbook1-page135,Aberdeen Student Takes Part in WAMI,Unknown,1974-12-26,"A newspaper clipping about Aberdeen student participating in the WAMI program, including a photograph with WAMI student Marvin Hammond using a stethoscope.",WAMI Program; University of Idaho; Student; Aberdeen; Participation,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page135,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_135.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_135_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_135_th.jpg"
ug135-scrapbook1-page136,Buhl Man Involved in Medical Preceptorship,Unknown,1974-12-29,"A newspaper clipping about a Buhl man involved in a medical preceptorship program, with a photograph of the WAMI students with their preceptor.",WAMI Program; University of Idaho; Medical Preceptorship; Student; Buhl,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page136,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_136.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_136_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_136_th.jpg"
ug135-scrapbook1-page137,Medical Project Dispels Stereotypes and WAMI Is Latest Medical Marvel,Unknown,1975-02-20,Newspaper clippings dispelling stereotypes about the WAMI medical project and another about WAMI being the latest medical marvel.,WAMI Program; University of Idaho; Medical Project; Stereotypes; Marvel,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page137,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_137.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_137_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_137_th.jpg"
ug135-scrapbook1-page138,WAMI Program Insights by Dr. Cooper,Unknown,1975-03-17,A press release about Dr. William Cooper'S insights on the future impact and importance of the WAMI program.,WAMI Program; University of Idaho; Insights; Future Impact,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page138,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_138.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_138_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_138_th.jpg"
ug135-scrapbook1-page139,"WAMI Team Visit, Accreditation, Cooperative, House Bill",Unknown,1975-03,"Newspaper clippings about WAMI team visit, accreditation team inspection at UI, Northwest medical cooperative, and House Bill 240 approval.",WAMI Program; University of Idaho; Medical Education Impact,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page139,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_139.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_139_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_139_th.jpg"
ug135-scrapbook1-page140,"WAMI Educational Impact, Appropriations Bill, Senate",Unknown,1975-03,"Newspaper clippings discussing WAMI's educational impact, approval of appropriations bill, and Senate squabbling and adjournment.",WAMI Program; University of Idaho; Educational Impact; Appropriations Bill; Senate,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page140,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_140.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_140_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_140_th.jpg"
ug135-scrapbook1-page141,Comment and Opinion: WAMI's Success,Unknown,1975-02-15,A newspaper clipping of an opinion piece discussing the success of the WAMI program.,WAMI Program; University of Idaho; Success; Opinion,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page141,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_141.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_141_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_141_th.jpg"
ug135-scrapbook1-page142,Curriculum Changes for WAMI Program 01,Unknown,1975-04-11,Memo on curriculum changes for the WAMI program effective 1975-76.,WAMI Program; University of Idaho; Curriculum Changes,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page142,Image;StillImage,Memo,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_142.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_142_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_142_th.jpg"
ug135-scrapbook1-page143,Curriculum Changes for WAMI Program 02,Unknown,1975-04-11,Second page of a memo detailing various curriculum changes and additions for the 1975-76 academic year at the University of Idaho.,WAMI Program; University of Idaho; Curriculum Changes,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page143,Image;StillImage,Memo,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_143.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_143_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_143_th.jpg"
ug135-scrapbook1-page144,Curriculum Changes for WAMI Program 03,Unknown,1975-04-11,Third page of a memo detailing various curriculum changes and additions for the 1975-76 academic year at the University of Idaho.,WAMI Program; University of Idaho; Curriculum Changes,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page144,Image;StillImage,Memo,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_144.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_144_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_144_th.jpg"
ug135-scrapbook1-page145,Curriculum Changes for WAMI Program 04,Unknown,1975-04-11,Fourth page of a memo detailing various curriculum changes and additions for the 1975-76 academic year at the University of Idaho.,WAMI Program; University of Idaho; Curriculum Changes,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page145,Image;StillImage,Memo,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_145.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_145_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_145_th.jpg"
ug135-scrapbook1-page146,Curriculum Changes for WAMI Program 05,Unknown,1975-04-11,Fifth page of a memo detailing various curriculum changes and additions for the 1975-76 academic year at the University of Idaho.,WAMI Program; University of Idaho; Curriculum Changes,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page146,Image;StillImage,Memo,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"https://objects.lib.uidaho.edu/wwami/wwami_146.jpg",https://objects.lib.uidaho.edu/wwami/small/wwami_146_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_146_th.jpg"
ug135-scrapbook1-page147,Good Medicine,Unknown,1975-04-14,A newspaper clipping from Lewiston Morning Tribune discussing the benefits and success of the WAMI program.,WAMI Program; University of Idaho; Medicine; Lewiston Morning Tribune,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page147,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_147.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_147_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_147_th.jpg"
ug135-scrapbook1-page148,Summer Research Benefits Future Physician and Dr. Willett Earns Award,Unknown,1975-04-15,"Newspaper clippings discussing a summer research program benefiting future physicians, including a photograph of a student conducting research. Another clipping discusses Dr. James Willett receiving an award.",WAMI Program; University of Idaho; Summer Research; Future Physicians; Dr. Willett; Award,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page148,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_148.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_148_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_148_th.jpg"
ug135-scrapbook1-page149,University Offices Plan Move,Unknown,1975-04-15,"A newspaper clipping from Idaho Argonaut discussing the planned move of university offices, including the WAMI office.",WAMI Program; University of Idaho; Idaho Argonaut; Office,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page149,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_149.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_149_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_149_th.jpg"
ug135-scrapbook1-page150,Women Applying to Medical School in Idaho Low,Unknown,1975-05-01,A press release discussing the lower than national average number of women applying to medical school in Idaho and efforts to improve this through the WAMI program.,WAMI Program; University of Idaho; Women in Medicine; Medical School Applications; Gender Statistics,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page150,Image;StillImage,Memo,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_150.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_150_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_150_th.jpg"
ug135-scrapbook1-page151,Female Shortage and Achievements in WAMI,Unknown,1975-05,"Newspaper clippings about low female applications, a University of Idaho professor receiving an award, and WSU WAMI students achieving high scores.",WAMI Program; University of Idaho; Washington State University; Women in Medicine; Medical School Applications; Gender Statistics; Faculty Awards; Student Achievements,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page151,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_151.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_151_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_151_th.jpg"
