objectid,parentid,title,date,archival_date,description,relation_is_part_of,image_alt_text,subject,location,source,identifier,type,format,finding_aid,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
kooskia934,,"Full scrapbook page, page 41: construction near Kooskia",1944,1943-1945,Two road construction photos and a photograph of a dump truck unloading a haul of rocks and debris. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes three black and white photographs.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 41, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page41.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page41.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page41_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page41_th.jpg
kooskia947,,Construction project near Kooskia showing men working on hillside,1944,1943-1945,Image of men working on hillside and construction equipment at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a hillside. Men are working on the hillside and construction equipment is parked on the dirt road below.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 41, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page41_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page41_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page41_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page41_a_th.jpg
kooskia943,,Construction project near Kooskia showing dirt road,1944,1943-1945,Image of dirt road and construction equipment at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a dirt road.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 41, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page41_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page41_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page41_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page41_b_th.jpg
kooskia935,,Dump truck unloading contents near Kooskia,1944,1943-1945,Image of two men working with dump truck at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of two men working with a dump truck on the edge of a hillside.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 41, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page41_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page41_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page41_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page41_c_th.jpg
kooskia936,,"Full scrapbook page, page 42: construction by Lochsa River near Kooskia",1944,1943-1945,A collection of photographs detailing the construction projects by the Lochsa River. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes five black and white photographs at various angles.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 42, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page42.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page42.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page42_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page42_th.jpg
kooskia937,,Crane hauling dirt and rock near Kooskia,1944,1943-1945,Image of a crane moving dirt with a man in front at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a crane moving dirt on a hillside. A man in a white shirt stands in front of the crane.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 42, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page42_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page42_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page42_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page42_a_th.jpg
kooskia940,,Construction project near Kooskia showing men moving rocks,1944,1943-1945,Image of men moving rock with construction equipment at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of two men moving large rocks and boulders with construction equipment. There are two large truck-like pieces of equipment.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 42, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page42_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page42_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page42_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page42_b_th.jpg
kooskia938,,Construction equipment in Kooskia clearing road way,1944,1943-1945,Image of construction equipment moving dirt at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of construction equipment full of dirt on a hillside. There are men standing in front of the equipment monitoring the process.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 42, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page42_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page42_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page42_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page42_c_th.jpg
kooskia939,,Lochsa River near Kooskia,1944,1943-1945,Image of Lochsa Lochsa River landscape by the Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white scenic photograph of a river. Pine trees line the river's edge.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 42, item e",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page42_d.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page42_d.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page42_d_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page42_d_th.jpg
kooskia941,,Men walking in Kooskia,1944,1943-1945,Image of people walking in front of the check-in board on the way to a construction project at the Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of many men walking while looking at the side of a building. Most of the men are wearing helmets or hats.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 42, item f",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page42_e.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page42_e.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page42_e_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page42_e_th.jpg
kooskia942,,"Full scrapbook page, page 43: crane and dump truck near Kooskia",1944,1943-1945,A collection of photographs of the crane and dump truck during construction projects near the Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to to age and includes six black and white photos.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 43, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page43.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page43.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page43_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page43_th.jpg
kooskia950,,Crane clearing rocks and debris from road construction project near Kooskia,1944,1943-1945,Image of crane and other construction equipment moving dirt at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a crane and other construction equipment moving large rocks and dirt from the road.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 43, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page43_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page43_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page43_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page43_a_th.jpg
kooskia946,,Construction equipment vehicle in Kooskia,1944,1943-1945,Image of construction equipment vehicle at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white cutout photograph of a large piece of construction equipment.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 43, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page43_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page43_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page43_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page43_b_th.jpg
kooskia949,,Crane moving debris from road construction near Kooskia,1944,1943-1945,Image of construction machinery on hillside at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a crane on a rocky hillside. The tree line is above the crane itself.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 43, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page43_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page43_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page43_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page43_c_th.jpg
kooskia948,,Crane by Lochsa River near Kooskia,1944,1943-1945,Image of construction machinery in front of Lochsa River at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a crane with a large log in its grasp. The crane is next to a scenic view of a river.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 43, item e",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page43_d.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page43_d.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page43_d_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page43_d_th.jpg
kooskia945,,Dumping rock near Kooskia,1944,1943-1945,Image of two men moving rocks with construction equipment in front of Lochsa River at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a dump truck. A man stands toward the back of the truck and is directing a man in the driver's seat of the truck.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 43, item f",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page43_e.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page43_e.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page43_e_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page43_e_th.jpg
kooskia944,,Dump truck unloading debris near Kooskia,1944,1943-1945,Image of man in front of a dump truck dumping rocks and debris near Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a man unloading a dump truck full of rocks.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 43, item g",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page43_f.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page43_f.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page43_f_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page43_f_th.jpg
kooskia951,,"Full scrapbook page, page 44: equipment at camp at Kooskia",1944,1943-1945,Photographs of men and equipment at the camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted from age and includes four black and white photographs at various angles.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 44, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page44.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page44.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page44_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page44_th.jpg
kooskia955,,Machinery repair at Kooskia,1944,1943-1945,Interior shot of two men working on top of machinery at Kooskia Internment camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white phtoograph of three men working on a tractor or another piece of machinery.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 44, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page44_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page44_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page44_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page44_a_th.jpg
kooskia952,,Fuel tank at the Kooskia Internment Camp for construction projects and vehicles,1944,1943-1945,Image of man by fuel tank and vehicle at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a man outside filling a fuel tank and vehicle with fuel from a larger stationary tank.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 44, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page44_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page44_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page44_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page44_b_th.jpg
