title,description,creator,recipient,point of origin,date,date is approximate,subject,latitude,longitude,source,identifier,rights,rightsstatement,format original,type,format,language,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,object_transcript
NP 1521 Near Nucrag,"A photograph taken from inside an empty gondola of Northern Pacific Train Engine 1521, carrying a big amount of freight, as well as Train Engine no. 4 near the caboose.","Nixon, Ron",,,1951-05-22,,freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_025,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/395,395,36.jp2,/riegger/image/36.jp2,riegger395,image,riegger395.jpg,https://objects.lib.uidaho.edu/riegger/riegger395.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger395_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger395_th.jpg,
NP&I Engine #2,Nez Perce & Idaho Engine No. 2.,"Nixon, Ron",,,1905-05-03,yes,freight trains; railroads (infrastructure),46.242196,-116.472788,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_042,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/396,396,50.jp2,/riegger/image/50.jp2,riegger396,image,riegger396.jpg,https://objects.lib.uidaho.edu/riegger/riegger396.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger396_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger396_th.jpg,
"Letter from Hal Riegger to Todd Sullivan, May 6, 1982",Hal Riegger thanks Todd Sullivan for copies of Sullivan's articles that were published in Railfan Magazine. Riegger also asks Sullivan for other photographs and materials to use in his book.,"Riegger, Hal","Sullivan, Todd",United States; California; Nevada County; Penn Valley;,1982-05-06,,letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_015,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/397,397,9.pdf,/riegger/image/9.pdf,riegger397,pdf,riegger397.pdf,https://objects.lib.uidaho.edu/riegger/riegger397.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger397_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger397_th.jpg,
Color-coded Line Map Camas Prairie Railroad [3],"Color-coded Line-Route Map of The Camas Prairie Railroad Routes, including more detailed descriptions of each railroad stop.",,,United States;Washington;Idaho,,,historical maps; location maps; line-route maps,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_027,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/398,398,364.jp2,/riegger/image/364.jp2,riegger398,image,riegger398.jpg,https://objects.lib.uidaho.edu/riegger/riegger398.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger398_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger398_th.jpg,
Train 885 at Mile Post 3,A photograph of Train #885 (night logger) Camas Prairie First Subdivision at mile post 3.,"Morefield, Jim",,,1981-08-01,,color photographs; freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F24_006,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/399,399,155.jp2,/riegger/image/155.jp2,riegger399,image,riegger399.jpg,https://objects.lib.uidaho.edu/riegger/riegger399.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger399_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger399_th.jpg,
Don Colby Inside Empty Gondola,"Don Colby inside an empty gondola, where numerous pictures were taken by Ron Nixon.","Nixon, Ron",,,1951-05-22,,freight trains; railroads (infrastructure),46.323338,-116.542361,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_026,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/400,400,316.jp2,/riegger/image/316.jp2,riegger400,image,riegger400.jpg,https://objects.lib.uidaho.edu/riegger/riegger400.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger400_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger400_th.jpg,
Logger Train Carrying Large Load,"A photograph of train engine #2504 carrying a freight of logs across the mountainside out of Headquarters, passing a logging spur of Potlatch Forest Industries.","Hastings, Phil",,,1951-06-14,,freight trains,46.630141,-115.809295,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_029,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/401,401,486.jp2,/riegger/image/486.jp2,riegger401,image,riegger401.jpg,https://objects.lib.uidaho.edu/riegger/riegger401.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger401_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger401_th.jpg,
Caboose At Headquarters,"A photograph of a Potlatch Forest Inc. caboose at Headquarters, Idaho.",Gruber,,,1905-04-10,yes,construction (assembling); freight trains; railroads (infrastructure),46.642283,-115.804161,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_009,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/402,402,209.jp2,/riegger/image/209.jp2,riegger402,image,riegger402.jpg,https://objects.lib.uidaho.edu/riegger/riegger402.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger402_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger402_th.jpg,
Rand McNally Map of Washington [3],An enlargement of the lower southeast quadrant of a Rand McNally map of Washington.,"Riegger, Hal",,United States; Washington;,,,historical maps; location maps,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_005,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/403,403,438.jp2,/riegger/image/438.jp2,riegger403,image,riegger403.jpg,https://objects.lib.uidaho.edu/riegger/riegger403.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger403_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger403_th.jpg,
Release of all Claims,"Document releasing all claims made by Hal Riegger while he is on the Camas Prairie Railroad including injury, death, loss, or damage.",Camas Prairie Railroad Company,,,1981-07-17,,letters (correspondence),46.40036635,-117.002415,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F35_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/404,404,39.pdf,/riegger/image/39.pdf,riegger404,pdf,riegger404.pdf,https://objects.lib.uidaho.edu/riegger/riegger404.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger404_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger404_th.jpg,
Kamiah Local at Kamiah,A photograph of Kamiah Local train engine at Kamiah after a trip to Kooskia.,"Sullivan, Todd",,,1976-07-29,,freight trains,46.22694,-116.029859,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_034,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/405,405,45.jp2,/riegger/image/45.jp2,riegger405,image,riegger405.jpg,https://objects.lib.uidaho.edu/riegger/riegger405.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger405_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger405_th.jpg,
"Alaska's Wilderness Rails, From the Taiga to the Tundra","A cover advertisement of pictorial review of the Alaska Railroad, curated by Ken Brovald","Brovald, Ken","Riegger, Hal",United States; Alaska; Anchorage County; Anchorage;,1982,,articles; local histories,,,"MG 183 Hal Riegger Papers, 1981-1997",MG183_F11_018,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/406,406,158.pdf,/riegger/image/158.pdf,riegger406,pdf,riegger406.pdf,https://objects.lib.uidaho.edu/riegger/riegger406.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger406_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger406_th.jpg,
The Headquarters Logger at Jaype,"The Headquarters Logger pulling into Jaype on its run from Headquarters back to Orofino. After switching the yard and mill, the Logger will continue down Quartz Creek and Orofino Creek to tie up at Orofino.","Sullivan, Todd",,,1976-07-28,,freight trains; railroads (infrastructure),46.529949,-115.828747,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F28_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/407,407,105.jp2,/riegger/image/105.jp2,riegger407,image,riegger407.jpg,https://objects.lib.uidaho.edu/riegger/riegger407.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger407_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger407_th.jpg,
"Tunnel No.3, West Lewiston End",A photograph of Tunnel No.3 on the Lapwai Branch of the Camas Prairie Railroad. The picture is taken from the West Lewiston end.,"Leiterman, Ray",,,1949-08-24,,freight trains,46.405064,-116.805835,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_027,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/408,408,270.jp2,/riegger/image/270.jp2,riegger408,image,riegger408.jpg,https://objects.lib.uidaho.edu/riegger/riegger408.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger408_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger408_th.jpg,
Horse and Carriage Bridge,Horse and carriage bridge where the Winchester dam was built.,Winchester Museum,,,,,bridges; dams; horse and carriages; trestles; trees; waterways; rivers,46.23958325,-116.6234488,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F33_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/409,409,318.jp2,/riegger/image/318.jp2,riegger409,image,riegger409.jpg,https://objects.lib.uidaho.edu/riegger/riegger409.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger409_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger409_th.jpg,
"Letter from Everett Popham to Hal Riegger, November 20, 1984",Correspondence between Hal Riegger and Everett Popham regarding the Union Pacific Railroad in the Riparia area.,"Popham, Everett","Riegger, Hal",United States; Washington; Asotin County; Clarkston;,1984-11-20,,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_042,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/410,410,367.pdf,/riegger/image/367.pdf,riegger410,pdf,riegger410.pdf,https://objects.lib.uidaho.edu/riegger/riegger410.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger410_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger410_th.jpg,
Portal of the Horseshoe Tunnel 1,Portal of the horseshoe Tunnel 1 where the Grangeville line turns back on itself deep in the Lapwai Canyon just above Nucrag.,"Sullivan, Todd",,,1976-07-27,,freight trains; railroads (infrastructure); tunnels; trestles; informational signs,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_005,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/411,411,215.jp2,/riegger/image/215.jp2,riegger411,image,riegger411.jpg,https://objects.lib.uidaho.edu/riegger/riegger411.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger411_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger411_th.jpg,
Construction Workers Enjoying Company,"A group of railroad workers taking a break and enjoying each others' company on the side of the railroad, on the road between Orofino and Headquarters.","Cash, Earl",,,1905-04-21,,construction (assembling); freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_019,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/412,412,182.jp2,/riegger/image/182.jp2,riegger412,image,riegger412.jpg,https://objects.lib.uidaho.edu/riegger/riegger412.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger412_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger412_th.jpg,
Bridge 66,"A photograph of Bridge 66, and some sort of metal structure, likely part of the construction equipment, underneath it.","Cash, Earl",,,1959-09-01,,construction (assembling); freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_050,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/413,413,179.jp2,/riegger/image/179.jp2,riegger413,image,riegger413.jpg,https://objects.lib.uidaho.edu/riegger/riegger413.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger413_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger413_th.jpg,
NP 684 In Service At Craigmont,"Northern Pacific Engine 684 while in service with the Nez Perce & Idaho Co. (known as NP&I #4 then), taken in Craigmont, Idaho.","Nixon, Ron",,,1939-03-28,,freight trains; railroads (infrastructure),46.151777,-116.390602,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_036,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/414,414,363.jp2,/riegger/image/363.jp2,riegger414,image,riegger414.jpg,https://objects.lib.uidaho.edu/riegger/riegger414.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger414_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger414_th.jpg,
Lower Snake River Project Map,A detailed map of the U.S. Army Engineer Districts' plans and execution of the Lower Snake River Project,U.S. Army Engineer District,,"United States; Washington; Whitman County, Columbia County, Garfield County;",1974,yes,historical maps; location maps; line-route maps,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_031,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/415,415,96.jp2,/riegger/image/96.jp2,riegger415,image,riegger415.jpg,https://objects.lib.uidaho.edu/riegger/riegger415.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger415_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger415_th.jpg,
Pile Driving On Bridge 66 [1],Pile driving occurring on bridge 66 of the Camas Prairie Railroad.,"Cash, Earl",,,1905-04-08,,construction (assembling); freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_009,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/416,416,89.jp2,/riegger/image/89.jp2,riegger416,image,riegger416.jpg,https://objects.lib.uidaho.edu/riegger/riegger416.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger416_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger416_th.jpg,
Northern Pacific B-14 Locomotive,Northern Pacific B-14 railway post office locomotive stopped on railroad tracks.,Will Whittaker,,,1951-08-14,,locomotives; railway post offices; buildings,46.44671254,-116.8173317,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F32_008,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/417,417,239.jp2,/riegger/image/239.jp2,riegger417,image,riegger417.jpg,https://objects.lib.uidaho.edu/riegger/riegger417.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger417_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger417_th.jpg,
Train Engines In The Terminal,"A photograph of train engine #3217 on table, while two other engines stand by in the East Lewiston Train Yard.","Hastings, Phil",,,1950-10-03,,freight trains,46.40035,-117.004475,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_009,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/418,418,4.jp2,/riegger/image/4.jp2,riegger418,image,riegger418.jpg,https://objects.lib.uidaho.edu/riegger/riegger418.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger418_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger418_th.jpg,
Rock Slide Cleanup Outside Grangeville,Railroad workers cleaning up a rock slide just outside Tunnel #7 near Grangeville.,"Cash, Earl",,,1905-04-23,,freight trains; railroads (infrastructure),46.405064,-116.805835,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_029,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/419,419,58.jp2,/riegger/image/58.jp2,riegger419,image,riegger419.jpg,https://objects.lib.uidaho.edu/riegger/riegger419.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger419_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger419_th.jpg,
"Letter from Gene Kuhn to Bill and Kay Fisher, 1983",A letter from Gene Kuhn to Bill and Kay Fisher that Bill sent on to Hal Riegger.,"Kuhn, Gene","Riegger, Hal",United States;,1983-07-25,,letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1990",MG183_F11_011,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/420,420,106.pdf,/riegger/image/106.pdf,riegger420,pdf,riegger420.pdf,https://objects.lib.uidaho.edu/riegger/riegger420.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger420_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger420_th.jpg,
Craig Mountain Railroad Heisler #2,"The Craig Mountain Railroad Heisler Engine #2 with four railroad workers standing to the left of the engine. One of these workers is Ansel McKenzie, the train engineer.","Rikerd, Maynard",,,1905-05-25,yes,freight trains; railroads (infrastructure),46.239238,-116.623082,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_006,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/421,421,298.jp2,/riegger/image/298.jp2,riegger421,image,riegger421.jpg,https://objects.lib.uidaho.edu/riegger/riegger421.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger421_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger421_th.jpg,
Train Engine 4-4-0 Number 3,"A photograph of 4-4-0 Number 3, lettered for the predecessor Nez Perce and Idaho Railroad, poses with engineer Sam Stenseon and fireman Alva Senters in the summer of 1925. Long an institution on this Idaho common carrier, the Number 3 would work at Nez Perce for another 25 years before a deserved retirement would come. Photographed by Ray Thomas and collected by Ken Brovald.","Thomas, Ray;Brovald, Ken","Riegger, Hal",,1925,,freight trains,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F11_001,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/422,422,83.jp2,/riegger/image/83.jp2,riegger422,image,riegger422.jpg,https://objects.lib.uidaho.edu/riegger/riegger422.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger422_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger422_th.jpg,
Freight Train,A color photograph of a freight train going around a bend in the woods.,Don Wayt,,,,,freight trains; railroads (infrastructure); trees,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F34_017,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/423,423,175.jp2,/riegger/image/175.jp2,riegger423,image,riegger423.jpg,https://objects.lib.uidaho.edu/riegger/riegger423.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger423_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger423_th.jpg,
Bill Clem Interview Transcript [3],"Transcript from Hal Riegger's interview with retired trainmaster Bill Clem. In this interview, the two men discuss the shooting of the movie ""Breakheart Pass,"" which was filmed in North Central Idaho using the Camas Prairie railroad.",,,,1983,yes,railroads (infrastructure); interviews; transcripts; films,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F37_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Transcript,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/424,424,335.pdf,/riegger/image/335.pdf,riegger424,pdf,riegger424.pdf,https://objects.lib.uidaho.edu/riegger/riegger424.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger424_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger424_th.jpg,
UP 2211 On the Way To Headquarters [2],Union Pacific Train Engine 2211 on the Camas Prairie Railroad north of Orofino on the way to Headquarters.,"Rikerd, Maynard",,,1905-05-25,yes,freight trains; railroads (infrastructure),46.22682,-116.029601,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_029,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/425,425,407.jp2,/riegger/image/407.jp2,riegger425,image,riegger425.jpg,https://objects.lib.uidaho.edu/riegger/riegger425.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger425_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger425_th.jpg,
